id,eng__001,eng__002,eng__003,eng__004,afr__001,afr__002,afr__003,afr__004,afr__005,zul__001,zul__002,zul__003,xho__001,xho__002,xho__003,xho__004,ssw__001,ssw__002,ssw__003,ssw__004,ssw__005,nde__001,nde__002,nde__003,nde__004,tsn__001,tsn__002,tsn__003,nso__001,nso__002,nso__003,sot__001,sot__002,sot__003,sot__004,ven__001,ven__002,ven__003,ven__004,tso__001,tso__002,tso__003,tso__004
dsac_multi_hum_00135,developed country n.,,,,ontwikkelde land,,,,,izwe elithuthukile,,,ilizwe eliphuhlileyo,,,,live lelitfutfukile,,,,,inarha ethuthukileko,ilizwe elithuthukileko,,,nagatlhabologileng,,,naga yeo e hlabologilego,,,naha e tswetseng pele,,,,shango ḽo bvelelaho,,,,tiko leri hluvukeke,,,
dsac_multi_hum_00136,developed world n.,,,,ontwikkelde wêreld,,,,,amazwe athuthukile,,,amazwe aphuhlileyo,,,,emave latfutfukile,,,,,iinarha ezithuthukileko,amazwe athuthukileko,,,lefatshetlhabologileng,,,lefase leo le hlabologilego,,,dinaha tse tswetseng pele,,,,ḽifhasi ḽo bvelelaho,,,,matiko ya misava lama hluvukeke,,,
dsac_multi_hum_00137,developing country n.,,,,ontwikkelende land,,,,,izwe elisathuthuka,,,ilizwe elisaphuhlayo,,,,live lelisatfutfuka,,,,,inarha esathuthukako,ilizwe elisathuthukako,,,nagatlhabologang,,,naga yeo e hlabologago,,,naha e tswelang pele,,,,shango ḽibveleli,,,,tiko leri hluvukaka,,,
dsac_multi_hum_00138,direct deposit n.,,,,direkte deposito,,,,,ukufaka imali ngqo,,,ufako-mali ebhankini,,,,kufaka imali ebhange,imbadalongco yasebhange,,,,ukudiphozitha imali bunqopha,ukufaka imali bunqopha,,,tsenyotlhamalalo,peeletsotlhamalalo,,go panka,go panka tšhelete thwii,,dipositi ka kotloloho,dipositi e tobileng,,,u dzhenisa ho lumbamaho,u dzhenisa ho livhaho,,,mbekiso wo kongoma,,,
dsac_multi_hum_00139,direct tax n.,,,,direkte belasting,,,,,intela,,,irhafu,,,,intsela,umtselo,,,,umthelo onqophileko,,,,lekgetho,,,lekgetho,,,lekgetho le tobileng,kgafa e tobileng,,,muthelo wo lumbamaho,muthelo wo livhaho,,,xibalo xo kongoma,,,
dsac_multi_hum_00140,discretionary income n.,,,,diskresionêre inkomste,,,,,ingeniso esalayo,,,intsalela kwingeniso,,,,insalelamalingena,,,,,imali esalela iimfuno,,,,mogolo,,,mašaledi a letseno morago ga tefelo ya dinyakwa.,,,masalla a lekeno,,,,tshelede tsalela,,,,mali yo titlonya,,,
dsac_multi_hum_00141,disinvestment n.,,,,disinvestering,,,,,ukuhoxisa utshalomali,,,urhoxiso tyalo-mali,,,,luhocisolusiso,kuhociswa kwelusiso,,,,ukutsonyulwa kwamasiso,,,,kgogopeeletso,ntshopeeletso,,go emiša peeletšo,go gogela peeletšo morago,,tsetollo ya khapitale,,,,ṱhunḓululo ya vhubindudzi,,,,ku tshika ku vekisa,,,
dsac_multi_hum_00142,disposable income n.,,,,besteebare inkomste,,,,,ingeniso ongayisebenzisa,,,intsalela kwingeniso,,,,imali lesele emholweni,umholo sekuncutfwe konkhe,,,,imali esalela iindingo,,,,lotsenotshalelo,,,letseno leo le ka šomišwago,,,lekeno le ka sebediswang,,,,mbuelo ya vhuṋe,,,,nsalo endzhaku ka tihakelo,,,
dsac_multi_hum_00143,dissaving n.,,,,ontsparing,,,,,ukusebenzisa obekongiwe,,,ukungongi,ukungabeki mali,,,kungongi,,,,,ukweqa amandla wengeniso,,,,tirisophetisogolo,,,go šomiša go feta letseno,go diriša tšhelete ya go feta letseno,,tshebediso ya tjhelete e fetang lekeno,,,,thusatsengedzelo,,,,ku nga hlayisi,,,
dsac_multi_hum_00144,diversify {economics} v.,,,,diversifiseer,,,,,utshalomali ezindaweni eziningi,,,usasazo tyalo-mali,,,,hlukanisa emasiso,,,,,-sisa eendaweni ezihlukileko,-hlukanisa amasiso,,,anamisa,,,go phatlalatša dipeeletšo,,,-tsetela dibakeng tse fapaneng,,,,fhambanyisa,,,,hambanyisa,,,
dsac_multi_hum_00145,dividend n.,,,,dividend,,,,,isabelonzuzo,umhlomulo,,isahlulo,,,,sabelo,emasheya,,,,isabelo,isahlukaniselo,,,karolelo,poelo,,karolwa,searolwa,,karolo,seabo,,,mukovhe,,,,hakelo ya nkavelo,,,
dsac_multi_hum_00146,downswing {economy} n.,,,,afswaai,daling,,,,ukwehla ngokushesha,,,ukuwa koqoqosho,ukwehla koqoqosho,,,kwehla,kuwa,,,,ukuhohloka,,,,kwelotlase,phutlhamo,,phuhlamo,phokotšego,,putlamo ya moruo,,,,vhutsaikonomi,,,,ku wa ka ikhonomi,,,
dsac_multi_hum_00147,dumping {of e.g. goods} n.,,,,dumping,,,,,ukulahla umkhiqizo,,,ulahlelo-mveliso kwelinye ilizwe,,,,kulahlela,inshiphi,,,,ukuthengisabulahla,,,,kgotholela,,,thekišetšontle ka ditefelo tša tlase,,,maraka wa majaja,,,,vhuvhambadzi fhasi ha mutengo,,,,ku chipisela matiko mambe,,,
dsac_multi_hum_00148,duty {economy} n.,,,,aksyns,,,,,intela yezokuhwebelana,,,irhafu yezokurhwebelana,,,,umtselo wekuhwebelana,intsela yekuhwebelana,,,,umthelo wezokurhwebelana,,,,lekgetho,,,motšhelo,lekgetho,,lekgetho,lekgetho la kgwebisano,,,muthelo wa zwiṱunḓwa,,,,xibalo,,,
dsac_multi_hum_00149,economic aid n.,,,,ekonomiese hulp,,,,,usizo kwezomnotho,,,ukuncedana kwamazwe kwezoqoqosho,,,,lusitomnotfo,,,,,isizo kezomnotho,,,,thusoikonomi,,,thušo go tša ikonomi,,,thuso ya moruo,phallelo ya moruo,,,thuso ya ikonomi,,,,mpfuno wa swa ikhonomi,,,
dsac_multi_hum_00150,economic cycle n.,,,,ekonomiese siklus,,,,,uguquguquko kwezomnotho,,,uguquguquko kwezoqoqosho,ukutshintsha-tshintsha kwezoqoqosho,,,ingucungucukomnotfo,,,,,umzombelezo womnotho,,,,modikoikonomi,,,phetogophetogo ya tša ikonomi,,,phetoho matleng a moruo,lefeto la moruo,,,mutevheṱhaḓu wa ikonomi,,,,ntsanyuko na nkhanyano wa ikhonomi,,,
dsac_multi_hum_00151,economic growth n.,,,,ekonomiese groei,,,,,ukukhula komnotho,,,uhlumo kuqoqosho,,,,lukhulomnotfo,kukhula kwemnotfo,,,,ukukhula komnotho,ukuhluma komnotho,,,kgoloikonomi,,,kgolo go tša ikonomi,,,kgolo ya moruo,,,,nyaluwo ya ikonomi,,,,nkulo wa ikhonomi,,,
dsac_multi_hum_00152,economic implosion n.,,,,ekonomiese inploffing,,,,,ukufadalala komnotho,,,ufadalalo kuqoqosho,,,,luwomnotfo,lwehlomnotfo,,,,ukufadalala komnotho,umtjhono,,,phutlhamoikonomi,,,phuhlamokgolo ya tša ikonomi,,,putlamo ya moruo,,,,u wa ha ikonomi,,,,hirimuko wa ikhonomi,,,
dsac_multi_hum_00153,economic indicator n.,,,,ekonomiese aanwyser,,,,,inkombamnotho,,,isalathisi soqoqosho,,,,inkhombamnotfo,,,,,ikomba yezomnotho,,,,tshupaikonomi,,,tšhupetšo ya maemo a tša ikonomi,,,tshupamoruo,,,,tsumbavhuvha ha ikonomi,,,,xikombo xa ikhonomi,,,
dsac_multi_hum_00154,economic loss n.,,,,ekonomiese verlies,,,,,ukulahlekelwa kwezomnotho,,,ilahleko kuqoqosho,,,,lulahlekomnotfo,kulahlekelwa kutemnotfo,,,,ilahlekelo kezebhizinisi,,,,tatlhegeloikonomi,,,tahlegelo go tša ikonomi,,,tahlehelo moruong,,,,ndozwo ya ikonomi,,,,ndzahlekelo wa ikhonomi,,,
dsac_multi_hum_00155,economic sanctions n.,,,,ekonomiese sanksies,,,,,unswinyo kwezomnotho,,,ukwayo kwezoqoqosho,,,,lunswinyomnotfo,,,,,ukutlinywa kezomnotho,,,,thibelokgwebisano,kemisokgwebisano,,dikiletšo go tša ikonomi,,,dikotloqobello tsa moruo,,,,nyiledzo dza ikonomi,,,,swikhirho swa ikhonomi,,,
dsac_multi_hum_00156,economic security n.,,,,ekonomiese sekuriteit,ekonomiese sekerheid,,,,ukuvikeleka kwezomnotho,,,ukhuselo kwezoqoqosho,,,,luvikelomnotfo,,,,,ukuvikeleka kezomnotho,,,,tshireletsoikonomi,,,tšhireletšo ya tša ikonomi,,,tshireletso moruong,,,,tsireledzo ya ikonomi,,,,nsirhelelo wa ikhonomi,,,
dsac_multi_hum_00157,economic system n.,,,,ekonomiese stelsel,,,,,uhlelo lwezomnotho,,,inkqubo yoqoqosho,,,,luhlelomnotfo,,,,,irherholawulo lezomnotho,,,,thulaganyoikonomi,mokgwaikonomi,,tshepetšo ya tša ikonomi,,,tsamaiso ya moruo,,,,sisteme ya ikonomi,,,,sisiteme ya ikhonomi,,,
dsac_multi_hum_00158,efficiency wage n.,,,,doeltreffendheidsloon,,,,,umholo wokukhuthaza,,,umrholo wenkuthazo,,,,umholosikhutsati,,,,,umrholo okhuthazako,umrholosikhuthazi,,,mogolothotloetso,,,mogolotlhohleletšo,mogolo wo o lekanego,,moputsokgothatsi,,,,magavheloṱhuṱhuwedzi,muholo wa u ṱuṱuwedza vhashumi,malamba ṱhuṱhuwedzi,,muholo wa vuswikoti,,,
dsac_multi_hum_00159,elasticity {economics} n.,,,,elastisiteit,,,,,ukuguquguquka,,,usabelo kwinguqu-maxabiso,i-elastisithi,,,lizingamnotfo leligucugucukako,,,,,isilinganisobambelelo,,,,phetogophetogo,taologo,,phetophetogo ya go hlolwa ke boemo bja theko,phetophetogo ya go hlolwa ke boemo bja poreisi,,phetophetoho,,,,muelo wa u gonya na u tsa ha mitengo,muelonyanyuwo,,,ntsanyukontsanyuko,,,
dsac_multi_hum_00160,electronic funds transfer {the system} n.,,,,elektroniese fondsoorplasing,EFO,elektroniese geldoorplasing,EGO,,udlulisomali ngezobuchwepheshe,i-EFT,,ukuthumela imali nge-inthanethi,i-EFT,,,lundlulisomali ngekwe-elekthroniki,lundlulisomali nge-inthanethi,i-EFT,,,ukudlulisa imali ngethungelelwanohlanganiso,i-EFT,,,tshutisomadiseeleketeroniki,,,phetišo ya tšhelete ka se eleketheroniki,EFT,,ho transfera tjhelete ka elektroniki,EFT,,,phiriselo ya masheleni ya eḽetroniki,EFT,,,hundziso wa mali hi xiilekitironiki,HMX,,
dsac_multi_hum_00161,employment rate n.,,,,indiensnamekoers,werkverskaffingskoers,,,,izingasilinganiso lokuqashwa,,,izinga lengqesho,,,,silinganisokucashwa,,,,,isilinganiso sokuqatjhwa,,,,kelothapo,kelokhiro,,kelokhiro ya bašomi,kelokhiro ya ba go šoma,,sekgahla sa kgiro,,,,tshikala matholele a vhashumi,,,,mpimo wa matholele ya vatirhi,,,
dsac_multi_hum_00162,end-user {economics} n.,,,,eindgebruiker,,,,,umsebenzisimpahla,,,umsebenzisi,,,,umsebentisi,,,,,umsebenzisi,umsebenzisipahla,,,modirisi,,,modiriši,mošomiši,,mosebedisi,,,,mushumisi,murengi,,,mutirhisi,,,
dsac_multi_hum_00163,enterprise n.,,,,onderneming,,,,,ibhizinisi,,,ishishini,,,,ibhizinisi,inkampani,,,,irhwebo,,,,setlamo,,,kgwebo,,,kgwebo,,,,bindu,,,,bindzu,,,
dsac_multi_hum_00164,entrepreneur n.,,,,entrepreneur,ondernemer,,,,umsungulimabhizinisi,,,usomashishini,,,,somabhizinisi,,,,,usomabhizinisi,umtlamibhizinisi,,,mogwebi,,,mogwebi,,,mohwebi ya thutuhang,,,,ramabindu,,,,n’wamabindzu,,,
dsac_multi_hum_00165,environmental tax n.,,,,omgewingsbelasting,,,,,intela yezemvelo,,,irhafu yogcino-ndalo,,,,umtselo weluvikelomvelo,intsela yeluvikelomvelo,intsela yekungcolisa imvelo,umtselo wekungcolisa imvelo,,umthelo wesilaphazo lebhoduluko,,,,lekgethotikologo,lekgethotlamo,,motšhelo wa tšhilafatšo ya tikologo,,,lekgetho la tikoloho,,,,muthelo wa tshikafhadzo ya mupo,,,,xibalo xa swa mbangu,,,
dsac_multi_hum_00166,equilibrium point {economics} n.,,,,ewewigspunt,,,,,izingakulingana,,,izinga lokulingana kwemfuno nemveliso,,,,lizinga lesimokulingana semkhicito,,,,,izinga lokulinganiseka,,,,ntlhatekatekano,,,ntlhatekatekano,,,ntlhatekano,,,,vhuimo ha ndinganyiso,,,,xiyimo xa ndzinganelo,,,
dsac_multi_hum_00167,equilibrium price n.,,,,ewewigsprys,,,,,inanikulingana,,,ixabiso lokulingana kwemfuno nemveliso,,,,simokulingana sentsengo,,,,,intengo yokulinganiseka,,,,tlhotlhwatekatekano,,,theko ya tekatekano,,,theko ya tekano,ntlhatekano thekong,,,mutengo wa ndinganyiso,,,,ntsengo wa ndzinganelo,,,
dsac_multi_hum_00168,equity n.,,,,ekwiteit,,,,,isabelokulingana,,,izixhobo zotyalo-mali kwiimarike zemali,,,,emandla esabelolusiso,sabelosisindvo lesilinganisiwe,sabelomnotfo lesenetisako,,,izabelo ezithengiweko,,,,kabo,,,setseka ka kgwebong,ekhwithi,,ikhwithi,,,,mikovhe,,,,nkavelo lowu vekisiweke,,,
dsac_multi_hum_00169,equity risk premium n.,,,,ekwiteitsrisikopremie,,,,,isibonelelo sotshalomali,,,imbuyekezo kutyalo-mali olunomngcipheko,,,,inzuzotabelo lengenabungoti,,,,,umvuzo wezabelo ezinganangozi,,,,porimoamokabotshosetso,,,putseletšo godimo ga setseka,putseletšo godimo ga ekhwithi,,primiamo ya ikhwithi e se nang kotsi,,,,mutengo ndindamikovhe,,,,mbuyeloengetelo wa swixungetotsongo,,,
dsac_multi_hum_00170,excess returns n.,,,,oormaatopbrengs,,,,,inzuzo edlulele,,,imbuyekezo ethe kratya,,,,intalo lendlulele,inzuzo lendlulele,,,,inzuzo eyeqileko,,,,dipoelophetiso,,,koketšo go lešokotšo,tefelotlaleletšo go lešokotšo,,poello e fetang e lebelletsweng,,,,nyengedzedzo ya mbuelo,,,,mbuyelo wo tlula mpimo,,,
dsac_multi_hum_00171,exchange rate {economics} n.,,,,wisselkoers,,,,,izingasilinganiso soshintshomali lwamazwe,,,ixabiso lotshintsho-mali,umyinge wotshintsho-mali,,,silinganiso seluntjintjanisomali,silinganiso selucatsanisomali,silinganiso selucatsanisosisindvomali,,,izinga letjintjiselwanomali,ubungako bokurweyila,isilinganiso sokurweyila,,kelokananyo,,,keloneelano ya tšhelete,,,sekgahla sa phapanyetsano,,,,maraga wa thengiselano,,,,mpimocincisano,,,
dsac_multi_hum_00172,excise {tax} n.,,,,aksyns,,,,,intela yempahla enobungozi,,,irhafu yeemveliso ezinobungozi,,,,umtselo wemphahlatsite,intsela yemphahlatsite,,,,umthelopahla wangekhaya,,,,lekgethotirelothoto,,,motšhelo wa dithoto le ditirelo,,,lekgetho la dimpe,,,,muthelondangi,,,,xibalo xa nhundzu,,,
dsac_multi_hum_00173,excludability {economics} n.,,,,uitsluitbaarheid,,,,,ukuvalelwa ngaphandle kwabathengi,,,ukuvalelwa ngaphandle,,,,lukhweshisontsengo,luvimbelantsengo,intsengokuvimbela,,,ukukhawulelwa kwabanganamandla wokuthenga,,,,kgethologo,,,thibelo ya tšhomišo,,,thibelo ya ba sa kgoneng,,,,khethululo,,,,nsivelo,,,
dsac_multi_hum_00174,exemption {tax} n.,,,,vrystelling,,,,,ukukhululwa enteleni,,,ukungahlawuliswa rhafu,,,,intselasibonelelo,,,,,ukungatheliswa,,,,kgololo,tlhaolo,,go se patedišwe motšhelo,go se lefišwe motšhelo,,phokoletso ya lekgetho,phokoletso ya kgafa,,,tshayamuthelo,,,,nkatheriso,,,
dsac_multi_hum_00175,expected return n.,,,,verwagte opbrengs,,,,,imbuyiselo elindelekile,,,imbuyekezo elindelekileyo,,,,intalo lelindzelekile,inzuzo lelindzelekile,,,,inzuzo elindelekileko,,,,poelotsholofelwa,,,lešokotšo leo le hutšwago,letseno leo le lebeletšwego,,poello e lebelletsweng,,,,mbuelo ndavhelelwa,,,,mbuyelo lowu languteriweke,,,
dsac_multi_hum_00176,expenditure n.,,,,uitgawe,besteding,,,,izindleko,,,inkcitho,iindleko,,,incitfomali,tindleko,,,,iindleko,,,,ditshenyegelo,,,ditshenyegelo,,,ditshenyehelo,,,,tsheledemviswa,,,,ntirhiso wa mali,,,
dsac_multi_hum_00177,expenditure tax n.,,,,uitgawebelasting,bestedingsbelasting,,,,intela yezindleko,,,irhafu yenkcitho,irhafu yeendleko,,,intsela yencitfomali,intsela yetindleko,,,,umthelo weendleko,,,,lekgethotshenyegelo,,,motšhelo wa ditshenyegelo,,,lekgetho la ditshenyehelo,kgafa ya ditshenyehelo,,,muthelo wa tsheledemviswa,,,,xibalo xa ntirhiso wa mali,,,
dsac_multi_hum_00178,expense n.,,,,onkoste,uitgawe,,,,izindleko,,,inkcitho,iindleko,,,tindleko,tincitfomali,,,,iindleko,,,,tshenyegelo,,,tshenyegelo,,,tshenyehelo,,,,tsheledemviswa,,,,mali leyi tirhisiweke,,,
dsac_multi_hum_00179,explicit costs n.,,,,eksplisiete koste,,,,,izindleko ezisobala,,,iindleko ezicacileyo,,,,tindleko letisobala,tindleko leticacile,,,,iindleko ezazekako,,,,tuelopontsheng,tshenyegelopontsheng,,ditshenyegelo tšeo di bonagalago,,,ditjeo tse totobetseng,ditshenyehelo tse totobetseng,,,ndifho i re khagala,,,,tihakelo leti nga rivaleni,,,
dsac_multi_hum_00180,expenditure,,,,uitgawe,besteding,,,,izindleko,,,inkcitho,iindleko,,,incitfomali,tindleko,,,,iindleko,,,,ditshenyegelo,,,ditshenyegelo,,,ditshenyehelo,,,,tsheledemviswa,,,,ntirhiso wa mali,,,
dsac_multi_hum_00181,expenditure tax,,,,uitgawebelasting,bestedingsbelasting,,,,intela yezindleko,,,irhafu yenkcitho,irhafu yeendleko,,,intsela yencitfomali,intsela yetindleko,,,,umthelo weendleko,,,,lekgethotshenyegelo,,,motšhelo wa ditshenyegelo,,,lekgetho la ditshenyehelo,kgafa ya ditshenyehelo,,,muthelo wa tsheledemviswa,,,,xibalo xa ntirhiso wa mali,,,
dsac_multi_hum_00182,expense,,,,onkoste,uitgawe,,,,izindleko,,,inkcitho,iindleko,,,tindleko,tincitfomali,,,,iindleko,,,,tshenyegelo,,,tshenyegelo,,,tshenyehelo,,,,tsheledemviswa,,,,mali leyi tirhisiweke,,,
dsac_multi_hum_00183,explicit costs,,,,eksplisiete koste,,,,,izindleko ezisobala,,,iindleko ezicacileyo,,,,tindleko letisobala,tindleko leticacile,,,,iindleko ezazekako,,,,tuelopontsheng,tshenyegelopontsheng,,ditshenyegelo tšeo di bonagalago,,,ditjeo tse totobetseng,ditshenyehelo tse totobetseng,,,ndifho i re khagala,,,,tihakelo leti nga rivaleni,,,
dsac_multi_hum_00184,export v.,,,,uitvoer,,,,,ukuthumela emazweni,,,uthengiso-mpahla kwamanye amazwe,uthumelo-mpahla kwamanye amazwe,,,tfumela kulelinye live,tsengisela lelinye live,,,,-thumela ngaphandle,-thengisela ngaphandle,,,romelantle,,,go romela ntle,,,-romela ka ntle,,,,vhambadzelannḓa,vhambadzela mashangoḓavha,,,rhumela ematikweni mambe,,,
dsac_multi_hum_00185,export credit,,,,uitvoerkrediet,,,,,isikweletu sokuthumela emazweni,,,i-akhawunti yomthengisi kwamanye amazwe,,,,sikweleti setitfunyelwa ngaphandle,sikweleti setitsengiselwa ngaphandle,,,,isikolodo sokuthenga ngaphandle,isikwelede sokuthenga ngaphandle,,,sekolotothomelontle,,,sekoloto sa diromelwantle,,,mokitlane wa ho romela ka ntle,krediti ya ho romela ka ntle,,,thendela tshikolodo ya u vhambadzela nnḓa,,,,xikweleti xo rhumela ematikweni mambe,,,
dsac_multi_hum_00186,exports n.,,,,uitvoer,uitvoere,,,,okuthunyelwa emazweni,,,impahla ethunyelwa kwamanye amazwe,,,,titfunyelwangaphandle,,,,,ipahla ethunyelwa ngaphandle,okwenzelwa amaphandle,,,diromelwantle,,,diromelwantle,diišwantle,,diromelwakantle,,,,zwivhambadzelwa nnḓa,,,,swirhumeriwa ematikweni mambe,,,
dsac_multi_hum_00187,export tax,,,,uitvoerbelasting,,,,,intela yokuthunyelwe emazweni,,,irhafu yokuthengisa kwamanye amazwe,irhafu yokuthumela kwamanye amazwe,,,intsela yetitfunyelwangaphandle,umtselo wetitfunyelwangaphandle,,,,umthelo wepahla ethunyelwa ngaphandle,,,,lekgethothomelontle,,,motšhelo wa diromelwantle,,,lekgetho la diromelwakantle,kgafa ya diromelwakantle,,,muthelo wa zwivhambadzelwa nnḓa,,,,xibalo xo rhumela ematikweni mambe,,,
dsac_multi_hum_00188,factor costs,,,,faktorkoste,,,,,izindleko zokukhiqiza,,,iindleko zemveliso,,,,tindleko temitfombolusito yekukhicita,tindleko temitfombokukhicita,,,,iindlekomleyo,,,,ditshenyegelotlhagiso,,,ditshenyegelo tša dihlolatšweletšo,methopotšweletšo,,ditjeo tsa disebediswa tsa tlhahiso,ditshenyehelo tsa disebediswa tsa tlhahiso,,,ndifho ya zwishumiswa,,,,ndhurho wa xiandziso,,,
dsac_multi_hum_00189,factor market,,,,faktormark,,,,,imakethemkhiqizo,,,imarike yemithombo yeemveliso,,,,imakethe yemitfombolusito yekukhicita,imakethe yemitfombokukhicita,,,,imakethe yemithombosisekelo yokukhiqiza,,,,mmarakatswedithuso,,,dihlolatšweletšo,methopotšweletšo,,maraka wa disebediswa tsa tlhahiso,,,,maraga wa thengiselano,makete wa thengiselano,,,makete wa andziso,,,
dsac_multi_hum_00190,factors of production,,,,produksiefaktore,,,,,izinsizamkhiqizo,,,imithombo yeemveliso,,,,imitfombolusito yekukhicita,imitfombo yekukhicita,tisetjentiswa tekukhicita,,,imithombosisekelo yokukhiqiza,,,,metswedithusotlhagiso,,,dihlolatšweletšo,methopotšweletšo,,disebediswa tsa tlhahiso,,,,zwishumiswa zwa vhubveledzi,,,,switirhisiwa swa andziso,,,
dsac_multi_hum_00191,factory costs,,,,fabriekskoste,,,,,izindleko zokukhiqiza,,,iindleko zomzi-mveliso,,,,tindlekokukhicita temboni,,,,,iindleko zefekthri,,,,ditshenyegelotlhagiso,,,ditshenyegelo tša femeng,ditheko tša femeng,,ditjeo tsa tlhahiso,ditshenyehelo tsa tlhahiso,,,mutengo wa vhubveledzi,mutengo wa vhumagi,,,tihakelo ta le vumakelweni,,,
dsac_multi_hum_00192,factory price,,,,fabrieksprys,,,,,inani lomkhiqizi,,,ixabiso lomzi-mveliso,,,,linanintsengo lasembonini,,,,,intengo yefekthri,,,,tlhotlhwatlhagiso,,,theko ya faporiking,theko ya femeng,,theko ya fabriking,theko ya femeng,,,mutengo wa zwibveledzwa,,,,nxavo wa le femeni,,,
dsac_multi_hum_00193,fee-income,,,,fooiinkomste,,,,,inzuzo yezikhungo zemali,,,umrhumo wengeniso,,,,inhlawulo yemalingena,inkhokhelo yemalingena,,,,ingeniso ngembadalo,ingeniso ngembadelo,,,letsenotuelo,letsenotefiso,,ditefišo godimo ga dipeeletšo,,,lekeno la ditefiso,,,,mbadelo ya mbuelo ya tshumiso,,,,malinghena ya tihakelo,,,
dsac_multi_hum_00194,final product,,,,eindproduk,,,,,umkhiqizo,,,imveliso,,,,umkhicito,,,,,ipahla ephelileko,,,,kuno,,,setšweletšwa,,,sehlahiswa,,,,tshibveledzwa,,,,xikumiwa xo hetelela,,,
dsac_multi_hum_00195,finance <n.>,,,,finansies,,,,,izimali,,,ezemali,,,,tetimali,,,,,zeemali,,,,matlotlo,madi,,matlotlo,,,ditjhelete,,,,masheleni,,,,timali,,,
dsac_multi_hum_00196,financial analyst,,,,finansiële analis,finansiële ontleder,,,,umhlaziyizimali,umhlaziyi wezimali,,umhlalutyi wezemali,,,,umhlatiyitimali,,,,,umcozululi wezeemali,,,,mosekasekitlotlo,mosekasekimadi,,mosekaseki wa tša matlotlo,,,semanolli sa tsa ditjhelete,,,,musengulusi wa masheleni,,,,muxoperi wa swa timali,,,
dsac_multi_hum_00197,financial independence,,,,finansiële onafhanklikheid,,,,,ukuzimela ngokwezezimali,,,ukuzimela ngokwasezimalini,,,,kutimela kutetimali,,,,,ukuzikghona,ukuzijamela ngokweemali,,,ikemelotlotlo,boikgono,,boikemo go tša matlotlo,,,boikemelo ditjheleteng,,,,vhuḓiimisa ha masheleni,,,,vutiyimeri eka swa timali,,,
dsac_multi_hum_00198,financial instrument,,,,finansiële instrument,,,,,isitifiketi sobunikazi,,,izixhobo zotyalo-mali,,,,sitifiketi sebunikatitimali,,,,,isifiketi sobunikazi,isifikedi sobunikazi,,,sesupatlotlo,,,bohlatse bja tšhupatlotlo,sethifikheiti sa tšhupatlotlo,,tshupathuo ya tjhelete,,,,ṱhanziela ya masheleni,,,,xitifikheti xa vun’wini bya swa timali,,,
dsac_multi_hum_00199,financial intermediary,,,,finansiële tussenganger,,,,,umxhumanisi kwezezimali,,,unozakuzaku kwezemali,,,,umchumanisi wetetimali,,,,,umthintanisi kezokurhwebelana,,,,monamodi,matšhonisa,,motseta go tša matlotlo,,,mohokahanyi wa tsa ditjhelete,,,,zhendedzi ḽa ndaka,zhendedzi ḽa thundu,,,muhlanganisi wa swa timali,,,
dsac_multi_hum_00200,financial obligation,,,,finansiële verpligting,,,,,isibopho kwezezimali,,,isibophelelo sokuhlawula,,,,sibopho sekubhadala ngekwesivumelwano,sivumelwanombadalo,,,,isibopho sokubhadala,isibopho sokubhadela,,,boitlamotefo,boitlamotuelo,,boitlamo bja go lefela,tlamego ya go lefela,,boitlamo ho tsa ditjhelete,,,,vhuḓifhinduleli ha masheleni,,,,vuboheki bya swa timali,,,
dsac_multi_hum_00201,financial organisation,,,,finansiële instelling,,,,,isikhungo sezezimali,,,iziko lezemali,,,,sikhungo setetimali,,,,,ikhampani esisisako,,,,setheotlotlo,,,setheo sa matlotlo,sehlongwa sa matlotlo,,setheo sa tsa ditjhelete,,,,dzangano ḽa masheleni,,,,nhlangano wa swa timali,,,
dsac_multi_hum_00202,financial security,,,,finansiële sekuriteit,,,,,impahla eyisibambiso,,,ukungaxhaliseki ngokwezemali,ukuma kakuhle ngokwasezimalini,,,sicinisekiso sebunikatitimali,,,,,isiqinisekiso sobunikazipahla,,,,tshireletsegotlotlo,,,tšhireletšego go tša matlotlo,sekheyurithi go tša matlotlo,,nnetefaletso tjheleteng,,,,tsireledzo ya masheleni,,,,nsirhelelo wa swa timali,nchumu lowu nga na nkoka wa mali,,
dsac_multi_hum_00203,financial plan,,,,finansiële plan,,,,,uhlelo lwezezimali,,,isicwangciso sezemali,,,,luhlelotimali,,,,,umtlamo wezeemali,,,,lenaanetlotlo,,,peakanyo ya tša matlotlo,,,moralo wa tsa ditjhelete,,,,pulane ya masheleni,,,,kungu ra swa timali,,,
dsac_multi_hum_00204,financial resources,,,,finansiële middele,,,,,imithombo yezezimali,,,imithombo yezemali,,,,imitfombotimali,,,,,imithombo yemali,,,,metswedithusotlotlo,,,methopo ya tša matlotlo,,,disebediswa tsa ditjhelete,,,,zwiko zwa masheleni,,,,switirhisiwa swa swa timali,,,
dsac_multi_hum_00205,financial security,,,,finansiële sekuriteit,,,,,impahla eyisibambiso,,,ukungaxhaliseki ngokwezemali,ukuma kakuhle ngokwasezimalini,,,sicinisekiso sebunikatitimali,,,,,isiqinisekiso sobunikazipahla,,,,tshireletsegotlotlo,,,tšhireletšego go tša matlotlo,sekheyurithi go tša matlotlo,,nnetefaletso tjheleteng,,,,tsireledzo ya masheleni,,,,nsirhelelo wa swa timali,nchunu lowu nga na nkoka wa mali,,
