id,eng__001,eng__002,eng__003,eng__004,afr__001,afr__002,afr__003,zul__001,zul__002,zul__003,xho__001,xho__002,xho__003,ssw__001,ssw__002,ssw__003,ssw__004,ssw__005,nde__001,nde__002,nde__003,nde__004,tsn__001,tsn__002,tsn__003,tsn__004,tsn__005,nso__001,nso__002,nso__003,sot__001,sot__002,ven__001,ven__002,ven__003,tso__001,tso__002,tso__003,tso__004
dsac_multi_fin_00140,financial security,,,,finansiële sekuriteit,,,isiqiniseko sobuninimali,,,izabelo,,,sicinisekiso sebunikatitimali,,,,,isiqinisekiso sobunikazipahla,,,,tshireletsegotlotlo,,,,,tšhireletšego go tša matlotlo,sekheyurithi go tša matlotlo,,nnetefaletso tjheleteng,,vhuḓiimisi ha zwa masheleni,,,nsirhelelo wa swa timali,nchumu lowu nga na nkoka wa mali,,
dsac_multi_fin_00141,financial service,,,,finansiële diens,,,imisebenzi yezezimali,,,inkonzo yezemali,iingcebiso ngezemali,,seluleko ngetetimali,,,,,isizo kezeemali,,,,tirelotlotlo,,,,,tirelo ya tša matlotlo,,,tshebeletso ya tsa ditjhelete,,tshumelo ya zwa masheleni,,,vukorhokeri bya swa timali,,,
dsac_multi_fin_00142,financial services provider,,,,verskaffer van finansiële dienste,finansiëlediensverskaffer,finansiëlediensteverskaffer,umhlinzeki wosizo lwezezimali,,,umniki-nkonzo zezimali,,,umeluleki ngetetimali,i-FSP,,,,umenzelimisebenzi weemali,,,,motlamelatirelotlotlo,,,,,moabaditirelo tša matlotlo,,,moabi wa ditshebeletso tsa ditjhelete,,vhaṋetshedzi vha tshumelo dza zwa masheleni,,,muphakelavukorhokeri bya swa timali,,,
dsac_multi_fin_00143,financing,,,,finansiering,,,ukuxhasa ngemali,,,ukuxhasa ngemali,,,kwesekela ngemali,,,,,ukusekela ngeemali,,,,tuelelotlole,,,,,mokgwa wa go hwetša matlotlo,mokgwa wa go aba matlotlo,,tshehetso ka tjhelete,,ṋetshedzo ya masheleni,,,ku hakelela,,,
dsac_multi_fin_00144,fire and theft cover,,,,brand-en-diefstaldekking,,,umshwalense wokushelwa nokwebelwa,,,i-inshorensi yokutshelwa nokubelwa,,,ikhava yekushelwa nekuntjontjelwa,ikhava yekushelwa nekwebelwa,,,,ikhava yokwetjelwa nokutjhelwa,,,,inšorense ya bogodu le tshumo,,,,,inišorentshe ya tšhireletšo go mollo le bohodu,inšorentshe ya tšhireletšo go mollo le bohodu,,tshireletso ya ho tjhellwa le ho utswetswa,,ndindakhombo ya vhuvhava na mulilo,,,ndzindzakhombo wo tshweriwa no yiveriwa,,,
dsac_multi_fin_00145,fixed-deposit account,,,,vastedeposito-rekening,vastedepositorekening,,i-akhawunti yokufaka imali isikhathi esinqunyiwe,,,i-akhawunti yokufaka imali esikelwe ixesha,i-akhawunti yokufaka imali ebekelwe ixesha,,i-akhawunti yesikhatsi lesibekiwe,,,,,i-akhawundi yemali ebotjhiweko,,,,akhaontepeeletsotlamilweng,tshupatlotlo,akhaontepeeletsotlhomamo,tshupatlotlopeeletsotlamilweng,,akhaonte ya peeletšo ya go beelwa nako,,,akhaonte ya dipositi e tsitsitseng,,akhaunthu ya u vhea lwo tiwaho,akhaunthu ya diposithi yo tiwaho,,akhawunti yo veka ya nkarhi lowu pimiweke,,,
dsac_multi_fin_00146,fixed expense,,,,vaste uitgawe,,,izindleko ezingaguquki,,,inkcitho eqingqiweyo,inkcitho engatshintshiyo,,incitfo lengagucuki,,,,,iindleko ezingatjhugulukiko,,,,tshenyegelotlhomamo,,,,,tshenyagalelo ya go se fetoge,,,tefello tse tsitsitseng,,tshinyalelo yo tiwaho,,,swihakeleriwankancinco,,,
dsac_multi_fin_00147,fixed income,,,,vaste inkomste,,,ingenisomali engaguquki,,,ingeniso eqingqiweyo,ingeniso engatshintshiyo,,imalingena lengagucuki,,,,,ingeniso engatjhugulukiko,,,,lotsenotlhomamo,,,,,letseno la go se fetoge,,,lekeno le tsitsitseng,,mbuelo yo tiwaho,,,malinghenankancinco,,,
dsac_multi_fin_00148,fixed interest rate,,,,vaste rentekoers,,,izinga elingaguquki lenzalo,,,izinga lenzala elingatshintshiyo,izinga lenzala elingaguqukiyo,,silinganisontalo lesingagucuki,,,,,isilinganisonzalo esingatjhugulukiko,,,,kelotsalotlhomameng,,,,,kelotswala ya go se fetoge,,,sekgahla sa tswala se tsitsitseng,,phimo ya mbuelotiwa,,,mpimo wa ntswalonkancinco,,,
dsac_multi_fin_00149,fixed property,fixed asset,,,vaste eiendom,onroerende eiendom,,impahla engaguquki,,,ipropati ezinzileyo,impahla ezinzileyo,,imphahla lengasuki,,,,,ipahla enzinzileko,,,,thototlhomameng,thototlhomamo,,,,thoto ya go se rekišege ga bonolo,,,thepa e tsitsitseng,,thundutshayatsudzuluso,thundutiwa,,nhundzu ya nkarhi wo leha,rifuwo ra nkarhi wo leha,,
dsac_multi_fin_00150,foreign exchange,,,,buitelandse valuta,,,uhwebozimali lwamazwe,i-forex,,utshintsho-mali yangaphandle,i-FX,,imali yangaphandle,i-FX,,,,imali yangaphandle,iforeksi,i-forex,,ledintle,leditšhaba,,,,tšhelete ya dinaga tša ka ntle,forekese,,tjhelete ya matjhaba,forekse,thengiselannḓa,vhubindudzelannḓa,,vucincanisi na matiko mambe,,,
dsac_multi_fin_00151,foreign investment,,,,buitelandse belegging,,,utshalomali emazweni,,,utyalo-mali ngaphandle,,,kusisa ngaphandle,,,,,ukusisa ngaphandle,,,,peeletsoboditšhaba,,,,,peeletšo ka dinageng tša ka ntle,,,letsete naheng disele,,vhubindudzi ha nnḓa,vhubindudzelannḓa,,vuvekisi ematikweni mambe,,,
dsac_multi_fin_00152,fraud,,,,bedrog,,,ukukhwabanisa,,,ubuqhophololo,ubuqhetseba,,umgunyathi,,,,,ubukhwabanisi,,,,tsietso,,,,,boradia,bomenemene,,boqhekanyetsi,,vhufhura,,,vukanganyisi,vuxisi,,
dsac_multi_fin_00153,friendly society,mutual society,,,onderlinge hulpvereniging,,,amadlelandawonye,,,umasingcwabane,,,inhlangano yabonhlosonye,umfelandzawonye,,,,isosayidi yabanombono ofanako,,,,mokgatlhokgwerano,mokhatlholoago,,,,sosaete,,,mokgatlo wa thusano,,sosaithi ya vhukonani,,,sosayiti ya vuxaka,,,
dsac_multi_fin_00154,fund manager,,,,fondsbestuurder,,,usikhwama,umlawulisikhwama,,umlawuli wengxowa-mali,,,umlawulisikhwama,umphatsitimali,,,,umlawulipahla,,,,molaolatlole,,,,,molaodi wa sekhwama,,,molaodi wa letlole,,mulangulamasheleni,,,mulawulankwama,,,
dsac_multi_fin_00155,funeral costs,funeral expenses,burial costs,,begrafniskoste,,,izindleko zomngcwabo,,,iindleko zomngcwabo,,,tindleko temngcwabo,,,,,iindleko zomngcwabo,,,,ditshenyegelophitlho,,,,,ditshenyagalelo tša poloko,,,ditjeo tsa lepato,,tshinyalelo dza mbulungo,,,tihakelo ta nkosi,,,
dsac_multi_fin_00156,funeral insurance,burial insurance,,,begrafnisversekering,,,umshwalense womngcwabo,,,umasingcwabane,,,umshwalensi wemngcwabo,,,,,itjhorensi yomngcwabo,,,,inšorensephitlho,tshireletsophitlho,inšorensepoloko,,,inišorentshe ya poloko,inšorentshe ya poloko,,inshorense ya lepato,,ndindakhombo ya mbulungo,,,ndzindzakhombo wa nkosi,,,
dsac_multi_fin_00157,garnishee order,,,,skuldbeslagbevel,,,iganishi,,,iganishi,umyalelo wenkundla wotsalo-mali,,iganishi,,,,,iganitjhi,,,,taelokgapelo,,,,,taelo ya kaniši,,,taelo ya ganishi,,ndaela ya ganishi,,,xileriso xa khoto xo teka mali emuholweni,xileriso xo ganixa,,
dsac_multi_fin_00158,government pension {GEPF},,,,staatspensioen,,,impesheni kahulumeni,,,umhlala-phantsi wabasebenzi bakarhulumente,,,impesheni yahulumende,umhlalaphasi,,,,umhlalaphasi karhulumende,ipentjheni karhulumende,,,lesusa,phenšenepuso,,,,phentšhene ya mmušo,,,peshene ya mmuso,bojanala ba mmuso,phensheni ya muvhuso,,,phenxeni ya mfumo,,,
dsac_multi_fin_00159,gratuity {pension},,,,gratifikasie,,,umbongo,,,igratyhuwithi,,,samba semhlalaphasi,,,,,isizumbulu sokuthokozwa,,,,telesetso,karolosusa,tshuisokompa,pelesetso,tshuiso,karolo ya phentšhene,,,kratjhuithi,,giradzhuwithi,,,mali ya xikhenso,,,
dsac_multi_fin_00160,gross {total income},,,,bruto,,,isambangqangi,,,ingeniso iyonke,,,imalingena lengakancutfwa,,,,,ingeniso engakanghwathwa,ingeniso epheleleko,,,palogotlhe,,,,,palomoka,,,lekeno lohle,,muhologuṱe,guroso,,malinghena hinkwayo,,,
dsac_multi_fin_00161,gross salary,gross pay,,,bruto salaris,,,umholosamba,,,umvuzo uwonke,umvuzo ongekatsalwa,,umholo longakancutfwa,umholo lophelele,sambamholo,,,umrholo ongakanghwathwa,umrholo opheleleko,,,mogolootlhe,letsenogotlhe,,,,palomoka ya mogolo,palomoka ya moputso,,moputso pele ho kgulo,,muhologuṱe,,,muholo hinkwawo,,,
dsac_multi_fin_00162,group insurance,,,,groepversekering,groepsversekering,,umshwalense weqoqo,,,i-inshorensi yequmrhu,,,umshwalensi welicembu,,,,,itjhorensi yesiqhema,itjhorensi yesitlhopha,,,tshireletsotlhopha,inšorensetlhopha,,,,inišorentshe ya sehlopha,inšorentshe ya sehlopha,,inshorense ya sehlopha,,ndindakhombo ya tshigwada,,,ndzindzakhombo wa ntlawa,,,
dsac_multi_fin_00163,group scheme {policy},,,,groepskema,,,uhlelozikhwama,,,i-inshorensi yequmrhu,,,sikimu selicembu,,,,,isikimu sesiqhema,isikimu sesitlhopha,,,sekematlhopha,,,,,sekimo sa sehlopha,,,sekimi sa sehlopha,,tshikimu tsha tshigwada,,,xikimi xa ntlawa,,,
dsac_multi_fin_00164,growth fund,,,,groeifonds,,,isikhwama sotshalomali,,,ingxowa-mali yokhuliso-nkunzi,,,sikhwamankhulisomali,,,,,isikhwama esikhulako,,,,letlolekgolo,,,,,sekhwama sa kgolo,,,letlole la kgolo,,tshikwamanyaluwi,,,nkwamantlakuso,,,
dsac_multi_fin_00165,guarantee fund,investor protection fund,,,waarborgfonds,,,isikhwamamvikelo,,,ingxowa-mali yoqinisekiso,,,sikhwamamali sekucinisekisa,,,,,isikhwama sesimetjhe,isikhwama esigade okungavela,,,letlolenetefaletso,,,,,sekhwama sa tiišetšo,sekhwama sa tšhireletšo ya ba beeletši,,letlole la nnetefaletso,,tshikwamandindandozwo,,,nkwamantiyisiso,,,
dsac_multi_fin_00166,guarantor,,,,waarborggewer,,,ummeleli,umqinisekisi,,umqinisekisi,ummeli kwityala,,ummeleli,,,,,ozibophelela ngokubhadala,,,,monetefaletsatuelo,,,,,motišeletši,morwalelamaikarabelo,,monetefaletsi,,mukhwaṱhisedzi,,,mutiyisisi,,,
dsac_multi_fin_00167,healthcare costs,,,,gesondheidsorgkoste,,,izindleko zezempilo,,,iindleko zonakekelo lwempilo,,,tindleko telunakekelomphilo,tindlekomphilo,,,,iindleko zokuqalelelwa kwepilo,iindleko zokutjhejwa kwepilo,,,ditshenyegelotlhokomeloitekanelo,,,,,ditshenyagalelo ka tša maphelo,,,ditjeo tsa tlhokomelo ya bophelo,,tshinyalelo dza ndondolamutakalo,,,tihakelo ta nhlayiso wa rihanyu,,,
dsac_multi_fin_00168,hedge fund,,,,skansfonds,,,utshalomali ngokubambisana,,,ingxowa yotyalo-mali ngokwengqikelelo,,,sikhwama semalilutsango,,,,,isisomali ngokuhlanganyela,,,,letlolepeeletsomorokotsogolo,,,,,sekhwama sa peeletšo,,,letlole la matsete a kopanelo,,tshikwama tsha thikhedzo,,,nkwamansirhelelo,nkwamambhiyelelo,,
dsac_multi_fin_00169,homeowner’s insurance,home insurance,,,huiseienaarsversekering,,,umshwalense womnikazimuzi,,,i-inshorensi yendlu,,,umshwalensi welikhaya,,,,,itjhorensi yomkhaya,,,,tshireletsomongntlo,inšorensemongntlo,,,,inišorentshe ya motse,inšorentshe ya motse,,inshorense ya ntlo,,ndindakhombo ya nnḓu,,,ndzindzakhombo wa yindlu,,,
dsac_multi_fin_00170,hospital plan,hospital insurance,,,hospitaalplan,,,umshwalense wokulaliswa esibhedlela,,,i-inshorensi yokulala esibhedlele,,,umshwalensi wekulala esibhedlela,,,,,itjhorensi yokulala esibhedlela,,,,tshireletsotuelelakokelo,inšorensetuelelakokelo,,,,inišorentshe ya ge o le bookelong,inšorentshe ya ge o le sepetlele,,inshorense ya sepetlele,,ndindakhombo ya u valelwa sibadela,ndindakhombo ya u valelwa vhuongeloni,,ndzindzakhombo wa xibedhlele,,,
dsac_multi_fin_00171,household budget,,,,huishoudelike begroting,,,isabelomali sekhaya,,,ulwabiwo-mali yekhaya,ibhajethi yekhaya,,umcombelelotimali wasekhaya,Ibhajethi yasekhaya,,,,ibhajedi yomkhaya,,,,tekanyetsokaboditsalapa,,,,,tekanyetšo ya tša lapa,patšete ya tša lapa,,thero ya tjhelete ya lelapa,bajete ya lelapa,mugaganyagwama wa muṱa,,,mpimanyeto wa ndyangu,,,
dsac_multi_fin_00172,household content insurance,household insurance,,,huisinhoudversekering,,,umshwalense wempahla yasekhaya,,,i-inshorensi yempahla yendlu,,,umshwalensi wemphahla yasendlini,,,,,itjhorensi yepahla yangekhaya,,,,tshireletsaditsalapa,inšorenseditsalapa,,,,inišorentshe ya tša ka lapeng,inšorentshe ya tša ka lapeng,,inshorense ya thepa ya ntlo,,ndindakhombo ya thundu dza muṱa,,,ndzindzakhombo wa nhundzu ya ndyangu,,,
dsac_multi_fin_00173,household expenditure,,,,huishoudelike uitgawe,,,izindleko zekhaya,,,inkcitho yekhaya,,,incitfo yasekhaya,tindleko tasekhaya,,,,iindleko zomkhaya,,,,tshenyegeloditsalapa,,,,,ditshenyagalelo tša ka lapeng,,,ditjeo tsa lelapa,,zwibviswa zwa muṱa,,,matirhiselo ya mali ya ndyangu,,,
dsac_multi_fin_00174,household income,,,,huishoudelike inkomste,,,ingenisomali yekhaya,,,ingeniso yekhaya,,,imalingena yasekhaya,,,,,ingeniso yomkhaya,,,,letsenolapeng,,,,,letseno la ka lapeng,,,lekeno la lelapa,,mbuelo ya muṱa,,,malinghena ya ndyangu,,,
dsac_multi_fin_00175,housing allowance,,,,behuisingstoelae,,,sibonelelo sendlu,,,inkxaso-mali yendlu,inkxaso-mali yendawo yokuhlala,,sibonelelo sendlu,,,,,isibonelelo sendlu,,,,madithusothekontlo,,,,,putseletšo ya go reka ntlo,alawentshe ya go reka ntlo,,tshehetso tefellong ya ntlo,,gavhelo ḽa nnḓu,,,malimpfuneto ya yindlu,,,
dsac_multi_fin_00176,inclusion,covered by policy,,,insluiting,,,okuhlonyuliswayo,,,okubandakanyiweyo kwi-inshorensi,,,lokubhadalwa ngumshwalensi,,,,,okufakwa kutjhorensi,,,,diakaretswa,,,,,tšeo di akareditšwego,,,kenyeletso,,zwo katelwaho,,,swiangarheriwa,swikatsiwa,,
dsac_multi_fin_00177,in community of property,Republic of South Africa,,,binne gemeenskap van goed,binne gemeenskap van goedere,,umshado ohlanganisa amafa,,,umtshato wendibaniselwano,,,umshado lohlanganisa emafa,,,,,umtjhadohlanganyela,umuzihlanganyela,,,tlhakanelothoto,,,,,tlhakanelo ya dithoto,,,-ka kopanelo ya thepa,,tshanga ndi tshau, tshau ndi tshanga,,,xaminaxawena,,,
dsac_multi_fin_00178,indemnitee,,,,gevrywaarde,skadeloosgestelde,,umhlangulwa,,,umkhuselwa,,,umncesitelwa,umliliswa,,,,umliliswa,umbuyiselwa,,,morolwamaikarabelo,mosireletswa,,,,mollišwa,,,motshedisuwa,,muliliswa,,,muririsiwa,musirheleriwa,,
dsac_multi_fin_00179,indemnitor,,,,vrywaarder,skadeloossteller,,umhlanguli,,,umkhuseli,,,umncesiteli,umlilisi,,,,umlilisi,umbuyiseli,,,morolamaikarabelo,,,,,moitlami,,,motshedisi,,mulilisi,,,muririsi,musirheleri,,
dsac_multi_fin_00180,indemnity,,,,vrywaring,skadeloosstelling,,isihlanguli,,,ukhuselo,,,sincesitelo,sililiso,,,,isililiso,imbuyiselo,,,tholomaikarabelo,,,,,boitlamo bja go lliša,,,boitlamo ba ho tshedisa,,ndiliso,,,ndziriso,nsirhelelo,,
dsac_multi_fin_00181,indemnity insurance,,,,vrywaringsversekering,skadeloosstellingversekering,,umshwalense wokuzihlangula,,,i-inshorensi yokhuselo,,,umshwalensi wesincesitelo,umshwalensi wesililiso,,,,itjhorensi yokulilisa,,,,tshireletsotholomaikarabelo,inšorensetholomaikarabelo,,,,inišoretshe ya boitlamo bja go lliša,,,inshorense ya matshediso,,ndindakhombo ya ndiliso,,,ndzindzakhombo wa ndziriso,ndzindzakhombo wa nsirhelelo,,
dsac_multi_fin_00182,independent trustee,,,,onafhanklike trustee,,,umbhekeli ozimele,,,umthenjwa ozimeleyo,,,umphatsilusiso lotimele,umphatsi wethrasti lotimele,,,,umphatheli ozijameleko,,,,motlhokomedikemanosi,,,,,moswaredi yoo a ikemego,therasetii yeo e ikemego,,motshwaredi ya ikemetseng,,mufareli o ḓiimisaho,,,mulawulathirasiti wo tiyimela,,,
dsac_multi_fin_00183,inflation rate,,,,inflasiekoers,,,izinga lamandla emali,,,izinga lokuguquguquka kwamaxabiso,,,lizinga lekugucugucuka kwentsengo,lizinga lekugucuka kwesimo semnotfo,lizinga lekwehla nekwenyuka kwemandla emali,,,isilinganiso setjhugulukontengo esiphikeleleko,,,,kelophetogotlhotlhwa,,,,,kelo ya infleišene,reiti ya inifoleišene,,sekgahla sa infleishene,,phimo ya inflesheni,phimo ya tshanduko ya mitengo,,mpimo wa inifulexini,,,
dsac_multi_fin_00184,initiation fee,,,,aanvangsgeld,,,imali yokuqalisa,,,intlawulo yokuqala ityala,,,imali lemisiwe yekucala sikweleti,,,,,imbadalo yokusikimisa,,,,tefisokgweriso,,,,,ditefišo tša go thoma mokitlana,ditifišo tša go thoma sekoloto,,tefiso ya pulo ya mokitlane,tefiso ya pulo ya sekoloto,mbadelothangeli,,,hakelo yo sungula ntwanano,,,
dsac_multi_fin_00185,insolvency,see solvency,,,insolvensie,,,ukucwila ezikweletini,,,ukutshona,,,kuwa kwebhizinisi,kushona kwebhizinisi,kuncwila kwemuntfu,kuwa kwemuntfu,kuncwila kwebhizinisi,ukutjhona,,,,khumanego,phutlhamo,,,,go phuhlama,go wa,,botjhoni,,khundwandifho,u wa,,ntsandzeko wo hakela,,,
dsac_multi_fin_00186,insurable interest,,,,versekerbare belang,,,inzalo yomshwalense,,,okunoku-inshorwa,,,inshisakalo yaloku-inshoriwe,,,,,ukusetjenziswa kwethuba loku-intjhorekako,,,,kgatlhegelotshireletso,,,,,kgahlego go tšeo di ka inišoriwago,,,mouno wa se inshorehang,,dzangalelo ḽa ndindakhombo,,,swikatsiwa eka ndzindzakhombo,,,
dsac_multi_fin_00187,insurance claim,,,,versekeringseis,,,isicelonkokhelo somshwalense,,,ibango kwi-inshorensi,,,sibitinkhokhelo semshwalensi,sibito semshwalensi,ikleyimu yemshwalensi,,,itleyimu yetjhorensi,,,,topotuelotshireletso,topotueloinšorense,,,,tleleime ya inšorentshe,,,tleleimi ya inshorense,,mbilo ya ndindakhombo,,,xikoxo xa ndzindzakhombo,,,
dsac_multi_fin_00188,insurance company,insurer,,,versekeringsmaatskappy,versekeraar,,inkampani yomshwalense,,,inkampani ye-inshorensi,,,inkampani yemshwalensi,,,,,ikhampani yetjhorensi,,,,setlamotshireletso,setlamoinšorense,,,,khamphani ya inšorentshe,khamphani ya inišorentshe,,khamphani ya inshorense,,khamphani ya ndindakhombo,,,khamphani ya ndzindzakhombo,,,
dsac_multi_fin_00189,insurance cover,insurance coverage,,,versekeringsdekking,,,ikhava yomshwalense,,,ikhava ye-inshorensi,,,ikhava yemshwalensi,,,,,ikhava yetjhorensi,,,,tshireletso,inšorense,,,,pholisi ya inišorentshe,,,tshireletso ya inshorense,,ndindakhombo,,,nsirhelelo wa ndzindzakhombo,,,
dsac_multi_fin_00190,insurance premium,premium,,,versekeringspremie,,,inkokhelo yomshwalense,imali yomshwalense ekhokhwa nyangazonke,,iprimiyam ye-inshorensi,,,imali yekukhokhela umshwalensi,sitolimende semshwalensi,,,,imali ebhadalelwa itjhorensi,iphrimiyamu yetjhorensi,,,tuelotshireletso,primiamoinšorense,tueloinšorense,primiamotshireletso,,phoremiamo ya inišorentshe,tefelo ya inišorentshe kgwedi ka kgwedi,,primiyamo ya inshorense,,mbadelo ya ndindakhombo,phiriamiamu ya ndindakhombo,,hakelo ya nchayelo wa ndzindzakhombo,,,
dsac_multi_fin_00191,insure,,,,verseker,,,ukufaka kumshwalense,,,faka kwi-inshorensi,inshora,,faka emshwalensini,inshora,,,,-faka kutjhorensi,-intjhora,,,sireletsa,inšora,,,,go inišora,go inšora,,-inshora,,lindakhombo,,,ku nghenisa eka ndzindzakhombo,,,
dsac_multi_fin_00192,insured,insureds,,,versekerde,,,ovikelwe umshwalense,,,ofakwe kwi-inshorensi,o-inshoriweyo,oku-inshoriweyo,lofake emshwalensini,lo-inshoriwe,,,,ofakwe kutjhorensi,o-intjhoriweko,,,mosireletswa,moinšorwa,,,,inšorilwego,,,moinshorwa,,mulindwa,,,mutsarisiwa eka ndzindzakhombo,,,
dsac_multi_fin_00193,intangible asset,see tangible asset,,,ontasbare bate,,,impahla engaphatheki,,,iimpahla ezingaphathekiyo,iimpahla ezingabambekiyo,,imphahlasimo,imphahla lengatsintseki,imphahla lengabonakali,imphahla lengaphatseki,,ipahla engathintekiko,ipahla engaphathekiko,,,thototlhokatshwarego,thotokakangwa,,,,thoto yeo e sa kgwathegego,,,thepa e sa tshwareheng,,thundutshayapfareo,ndakatshayapfareo,,nhundzuxianakanyiwa,,,
dsac_multi_fin_00194,interest-free,interest-free credit,,,rentevry,,,okungenanzalo,,,-ngenanzala,,,-ngenantalo,-ngenanzuzo,,,,-ngananzalo,-nganamakonyana,,,- tlhokamorokotso,- tlhokatsalo,,,,-hlokago tswala,,,-hlokang tswala,,-tshayambuelo,,,-nkantswalo,,,
dsac_multi_fin_00195,intermediary,,,,tussenganger,,,umxhumanisi,,,unozakuzaku,,,umchumanisikuhwebelana,,,,,umthintanisi kezokurhwebelana,,,,motsereganyi,,,,,boeletši go tša matlotlo,,,moemedi,,zhendedzi,,,mhlanganisi,,,
dsac_multi_fin_00196,intermediary service,,,,tussengangersdiens,,,umsebenzi womxhumanisi,,,inkonzo yobunozakuzaku,,,umsebenti weluchumanisokuhwebelana,lusito lweluchumanisokuhwebelana,,,,umsebenzi womthintanisi kezokurhwebelana,isizo lomthintanisi kezokurhwebelana,,,tirelotsereganyo,tirelopuelelo,,,,tirelo ya tša boeletši go tša matlotlo,,,tshebeletso ya boemedi,,tshumelo ya zhendedzi,,,vukorhokeri byo hlanganisa,,,
dsac_multi_fin_00197,intestate,see testate,,,intestaat,,,okungenamyalelo,,,-ngayolelanga,,,-ngenancwadzi yelifa,-ngenawili,,,,-nganancwadi yelifa,,,,-tlhokakaboboswa,-senangkaboboswa,-senangwili,,,-a se nago wili,-a hlokago wili,,-hlokang wili,,-tshayawiḽi,,,-nkapapilandzhaka,-nkawili,,
dsac_multi_fin_00198,intestate succession,,,,intestate erfopvolging,,,ifa elabiwa kungenamyalelo,,,ukwabiwa kwelifa longayolelanga,,,kwabiwa kwelifa lalongenancwadzi yelifa,kwabiwa kwelifa lalongenawili,,,,ukwabiwa kwepahla yonganancwadi yelifa,,,,kabotlhokakaboboswa,kabotlhokawili,,,,kabo ya dithoto tša mohu yoo a se nago le wili,,,kabo ya mafa ntle le wili,,vhukovhathundu tshayawiḽi,vhukovhandaka tshayawiḽi,,avo wa nhundzu nkapapilandzhaka,avo wa nhundzu nkawili,avo wa rifuwo nkapapilandzhaka,avo wa rifuwo nkawili
dsac_multi_fin_00199,investment broker,,,,beleggingsmakelaar,,,umxhumanisikuhweba wotshalomali,,,unozakuzaku kutyalo-mali,ibhrowukha kutyalo-mali,,umchumanisikuhwebelana welusiso,,,,,umsebenzeli kezokurhweba ngesisomali,,,,mmeeletsi,,,,,poroukha ya dipeeletšo,poroukhara wa dipeeletšo,,broukara ya letsete,,zhendedzi ḽa vhubindudzi,,,muhlanganyetanxaviselano wa swa vuvekisi,muburokara wa swa vuvekisi,,
dsac_multi_fin_00200,investment fund,,,,beleggingsfonds,,,isikhwama sotshalomali,,,ingxowa-mali yotyalo-mali,,,sikhwamalusiso,sikhwama selusiso,,,,isikhwama sesisomali,,,,letlolepeeletso,,,,,sekhwama sa dipeeletšo,,,letlole la letsete,,tshikwama tsha vhubindudzi,,,nkwamavuvekisi,,,
dsac_multi_fin_00201,investment manager,,,,beleggingsbestuurder,,,umlawuli wotshalomali,,,umlawuli wotyalo-mali,,,umphatsilusiso,umlahulilusiso,,,,umphathi wesisomali,,,,molaolapeeletso,,,,,molaodi wa dipeeletšo,,,molaodi wa letsete,,mulangavhubindudzi,,,mulawulavuvekisi,,,
dsac_multi_fin_00202,investment portfolio,,,,beleggingsportefeulje,,,iqoqotshalomali,,,ipotifoliyo yotyalo-mali,,,umlandvo welutjalomali,iphothifoliyo yelusiso,,,,iphothifoliyo yesisomali,,,,lokwalopeeletso,potfoliopeeletso,,,,photefolio ya dipeeletšo,,,potfoliyo ya matsete,,phothifoḽio ya vhubindudzi,,,photifoliyovuvekisi,,,
dsac_multi_fin_00203,investment product,,,,beleggingsproduk,,,umkhiqizo wotshalomali,,,isixhobo sotyalo-mali,,,sisiswa,lokusisiwe,lokusiswako,umkhicitolusiso,,ivezopahla lamasiso,,,,sebeeletswa,,,,,mohuta wa peeletšo,,,sehlahiswa sa letsete,,tshibveledzwa tsha vhubindudzi,,,xivekisiwa,xibindzurisiwa,,
dsac_multi_fin_00204,investment property,,,,beleggingseiendom,,,impahla yotshalomali,,,ipropati yotyalo-mali,,,imphahlalusiso,,,,,ipahla esisiweko,,,,kagopeeletso,,,,,thoto ya peeletšo,,,thepa ya letsete,,thundu ya vhubindudzi,ndaka ya vhubindudzi,,nhundzumbhindzuriso,,,
dsac_multi_fin_00205,JSE Limited,,,,JSE Beperk,,,i-JSE Limited,,,i-JSE Limited,,,i-JSE Limited,,,,,i-JSE limited,,,,JSE Limited,,,,,JSE Limited,,,JSE Limited,,JSE Limited,,,JSE Limited,,,
dsac_multi_fin_00206,juristic representative,,,,regspersoonverteenwoordiger,,,ummeleli ogunyaziwe,,,ummeli ogunyazisiweyo,,,ummeleli logunyatiwe,,,,,umjameli ogunyaziweko,,,,moemedisemolao,,,,,kemedisemolao go tša matlotlo,,,moemedi ya ikarabellang,,muimeleli a re mulayoni,,,muyimeri,,,
dsac_multi_fin_00207,lapsed policy,,,,vervalde polis,vervalle polis,,ipholisi esuliwe,,,ipolisi ecinyiweyo,,,ipholisi lengasasebenti,ipholisi levaliwe,ipholisi lesuliwe,ipholisi lecinyiwe,,ipholisi engasasebenziko,,,,pholisiphimotsweng,,,,,pholisi yeo e emišitšwego,pholisi yeo e kgaoditšwego,,pholisi e hlakotsweng,,phoḽisi yo faho,,,pholisi leyi herisiweke,,,
dsac_multi_fin_00208,lapsed status,,,,vervalde status,,,isimo sokwesulwa,,,ukuphelelwa,,,simo sekungasasebenti,simo sekwesulwa,simo sekucinywa,,,ubujamo bokungasasebenzi,,,,seemophimotsweng,,,,,boemo bjo bo emišitšwego,boemo bjo bo kgaoditšwego,,boemo bo hlakotsweng,ho emiswa,tshiimo tsho faho,,,xiyimo lexi herisiweke,,,
