id,eng__001,eng__002,afr__001,afr__002,afr__003,afr__004,zul__001,zul__002,xho__001,xho__002,xho__003,xho__004,xho__005,xho__006,ssw__001,ssw__002,ssw__003,ssw__004,nde__001,nde__002,nde__003,nde__004,tsn__001,tsn__002,tsn__003,tsn__004,nso__001,nso__002,nso__003,sot__001,sot__002,ven__001,ven__002,ven__003,tso__001,tso__002,tso__003
dsac_multi_art_00151,dance sequence,,danssekwens,danssekwensie,,,ukulandelanisa izindlela zokugida,ukulandelanisa izindlela zokudansa,ulandelelaniso lomdaniso,ulandelelaniso lomxhentso,ulandelelaniso lomngqungqo,,,,kulandzelana kwekugidza,kulandzelana kwemdanso,,,ilandelano lomdanso,ilandelano lokujayiva,ilandelano legido,,thulaganyo ya theteletso,,,,tatelano ya go tantsha,,,tatellano ya motjeko,,matshinele,kutshinele,,nandzelelano wa ncino,,
dsac_multi_art_00152,dance track,,danssnit,snit,,,ingoma yokugida,ingoma yokudansa,ingoma yokudanisa,ingoma yokuxhentsa,ingoma yokungqungqa,,,,ingoma yemdanso,,,,ingoma edanselwako,ingoma ejayivelwako,ingoma egidelwako,,pina ya moretelediane,pina ya modikwadikwane,,,koša ya go tantsha,pina ya go tantsha,,pina ya motjeko,,luimbo lwa u tshina,,,risimu ro cina,,
dsac_multi_art_00153,3-D decoration,,3D-versiering,3D versiering,,,umhlobiso ongxenyentathu,umhlobiso oyi-3-D,umhombiso omilo-ntathu,,,,,,umhlobiso we-3D,,,,umhlobiso we 3-D,umkghabiso we 3-D,,,mokgabiso wa sefatlararo,mokgabiso wa 3-D,,,bokgabo bja 3-D,,,mokgabiso wa 3-D,,khavhiso ya masiamararu,khavhiso ya 3-D,,nkhaviso wa 3-D,,
dsac_multi_art_00154,debut album,,debuutalbum,,,,i-albhamu yokuqala,,ialbham ezibulayo,ialbham ekhutshwa okokuqala,,,,,i-albhamu yekucala,,,,i-albhamu yokuthoma yesiqhema,i-albhamu yokuthoma yomvumi,,,kokoanyo ya pulamadibogo,alebamo ya pulamadibogo,,,alepamo ya mathomo,,,albamo ya pele,albamo ya mathomo,aḽibamu ya u thoma,,,alibamu ya madyondza,alibamu yo sungula,
dsac_multi_art_00155,decoration,,versiering,,,,umhlobiso,,ukuhombisa,,,,,,kuhlobisa,,,,umhlobiso,umkghabiso,,,- kgabisa,,,,mokgabiṧo,,,mokgabiso,,khavhiso,,,nsasekiso,nkhaviso,
dsac_multi_art_00156,decorative art,,dekoratiewe kuns,sierkuns,,,ubuciko bokuhlobisa,,ubugcisa bokuhombisa,,,,,,buciko bekuhlobisa,,,,isino sokuhlobisa,isino sokukghabisa,,,botsweretshikgabiso,botakikgabiso,,,bokgabo bja go kgabiša,,,bonono ba ho kgabisa,,vhutsila ha khavhiso,,,vutshila byo sasekisa,vutshila byo khavisa,
dsac_multi_art_00157,diamond shape,,diamantvorm,,,,umumo osadayimani,,ubume bedayimani,imilo yedayimani,,,,,umciji,simo lesisadayimane,,,ibumbeko ledayimani,,,,popegotaemane,,,,sebopego sa taemane,,,sebopeho sa taemane,,musendo,,,xivumbeko xa dayimana,,
dsac_multi_art_00158,diketo {game},,diketo,,,,izingendo,amagendi,upuca,,,,,,tingendvo,,,,iinketo,abononketo,,,diketo,,,,diketo,,,diketo,,ndode,,,magava,,
dsac_multi_art_00159,disco dancing,,diskodans,,,,umdanso wediskho,,umdaniso wediskho,,,,,,umdanso wediskho,,,,ukujayiva idiskho,,,,moreteletso wa diskho,,,,motantsho wa tisikho,,,motjeko wa diskho,,mutshino wa diskho,,,ncino wa disikho,,
dsac_multi_art_00160,discography,,diskografie,,,,uhlu lwezingoma zomculi,uhlu lwezingoma zeqembu,uluhlu lweengoma zemvumi,,,,,,luhlu lwetingoma temculi,,,,irhelo leengoma zomvumi,idiskhografi,,,lenanerekoto,,,,lenaneo la dikgatišo,lenaneo la motaki,,lenane la diskho,,mutevhekhanḓiso wa diskho,,,nkandziyiso wa disikho,,
dsac_multi_art_00161,divine <adj.>,,goddelik,,,,okunobuNkulunkulu,,-ngcwele,,,,,,-ngcwele,,,,-nobuZimu,-nabezimu,-kwabezimu,-kwakaZimu,sedimo,,,,sedimo,seModimo,,-halalelang,,-khethwa,,,-vukwetsimi,,
dsac_multi_art_00162,docudrama,,dokudrama,dokumentêre drama,,,umdlalozehlakalo eziyiqiniso,,umdlalo ngokwenzekileyo,,,,,,umdlalo ngalokwentekile,,,,umdlalo wezenzeko zamambala,idokhyudrama,umdlalo wezehlakalo zamambala,,tiragatsotshelo,,,,terama ya go bontšha ditiragalo tša nnete,,,tshwantshiso ya nalane,dokhuterama,ḽitambwaṱhoḓisiso,ḽitambwa ḽa zwo iteaho,,ntlangu wo kombisa leswi humeleleke,,
dsac_multi_art_00163,Domba <Venda tradition> {ritual},,Domba,,,,iDomba,,iDomba,,,,,,Idomba,,,,iDomba,,,,Domba,,,,Domba,,,Domba,,Domba,,,Domba,,
dsac_multi_art_00164,dowel rod,,tapstaaf,,,,insinjana yokuhlanganisa,idawela,isikhonkwane esingenantloko,,,,,,sihlanganisi,idoweli,,,isikhonkwani,idowela,,,kgokanyi,,,,sekgokaganyi,,,sehokanyi,kgokanyi,tsimbiṱhuḓi,,,xikhomanisi xa nsimbhi,,
dsac_multi_art_00165,drummer,,tromspeler,dromspeler,,,umshayisigubhu,odlala amadramu,umbethi-gubu,,,,,,umshayisigubhu,,,,umbethingungu,umbethisigubhu,umbethimthumba,,moletsamoropa,,,,mmapadi wa moropa,,,seletsi sa moropa,,matsige,,,muchayangoma,muchancomana,muchayaxigubu
dsac_multi_art_00166,easel,,esel,skildersesel,,,isiyamelisimdwebo,,i-izili,isayamiselo,,,,,i-izili,,,,isisekeli,i-easel,,,isele,,,,esele,,,isili,,iziḽi,,,izele,,
dsac_multi_art_00167,electric bass,,elektriese bas,,,,isindondisimsindo sikagesi,,isiginkci sombane esindyondyayo,ikatala yombane endyondyayo,,,,,igatari yebhesi yegezi,,,,igatara yebhesi yegezi,,,,porotlakase,,,,katara ya peisi ya go šoma ka mohlagase,,,seletswa sa motlakase sa bese,,kaṱara ya muḓagasi ya bisi,kaṱara ya muḓagasi ya bazi,kaṱara ya muḓagasi ya bizi,xichayachayani xa vuyimbeleri xa bizi,,
dsac_multi_art_00168,electric bassist,,elektriese-baskitaarspeler,elektriese-basspeler,,,umshayisiginci sebhesi esiyimbodlomane,,umdlali wesiginkci sombane esindyondyayo,umbethi wesiginkci sebhesi,umdlali wekatala yombane endyondyayo,,,,umshayigatari yebhesi yegezi,umshayigitari lendondako yegezi,,,umbethigatara yebhesi yegezi,,,,moletsakataraporotlase,,,,sebapadi sa katara ya peisi,,,seletsi sa katara ya motlakase ya bese,,mulidzakaṱara ya bisi,mulidzakaṱara ya bazi,mulidzakaṱara ya bizi,muchayi wa katara ya bizi,,
dsac_multi_art_00169,electric guitar,,elektriese kitaar,,,,isiginci sikagesi,,isiginkci sombane,ikatala yombane,,,,,igatari yegezi,,,,igatara yegezi,,,,katara ya motlakase,,,,katara ya mohlagase,,,katara ya motlakase,,kaṱara ya muḓagasi,,,katara ya gezi,,
dsac_multi_art_00170,electronic medium,,elektroniese medium,,,,isilethizindaba ngomoya,,ijelo leendaba elisebenzisa amaza omoya,,,,,,kusakata ngemoya,,,,ububikiindaba obu-elekhtroniki,,,,bobegakgang ba eleketeroniki,,,,kgokagano ka tsela ya eleketheroniki,,,kgokahanyo ya elektroniki,,tshishumiswa tsha vhudavhidzani tsha muḓagasi,tshishumiswa tsha vhudavhidzani tsha eḽekitroniki,,xihangalasamahungu xa xielekitironiki,,
dsac_multi_art_00171,elegy,,elegie,,,,inkondlosililo,iculo losizi,ieleji,umhobe olusizi,ingoma elusizi,,,,inkondlosililo,i-eleji,,,ikondlo-sililo,i-eleji,,,leboko la masetlapelo,eleji,,,thetosello,seretosello,,kodiyamalla,ntlholoetsane,eḽedzhi,,,eleji,,
dsac_multi_art_00172,engraving,,gravering,,,,ukuqopha,,ukukrola,ukuqoqa,,,,,kucopha,,,,ukutlola ngokwemba,ukutlola ngokukarabha,,,moseto,,,,tloko,tsheto,segayo,ho seta,,vhukoredzi,,,nkovotlo wo tsariwa,,
dsac_multi_art_00173,ensemble,,ensemble,,,,iqembu lamaciko okunandisa,,iqela lamagcisa ezolonwabo,,,,,,licembu lebanandzisi,,,,isiqhema sabahlophi,isiqhema sabahlophisi,,,badiragatsimmogo,,,,sehlopha sa badiragatšimmogo,,,ensambole,,tshigwada tsha vhutsila,,,ntlawa wa vatshila,,
dsac_multi_art_00174,entertainer,,vermaaklikheids-kunstenaar,verhoogkunstenaar,,,umnandisi,,umonwabisi,,,,,,umnandzisi,,,,umhlophi,umhlophisi,,,moitumedisi,,,,mothabiši,,,sethabisi,,mumvumvusi,,,muhungasi,,
dsac_multi_art_00175,entertainment industry,,vermaaklikheidsbedryf,,,,imboni yezokunandisa,,ushishino lwezokonwabisa,ushishino lokonwabisa,,,,,imboni yekunandzisa,imboni yekujabulisa,,,ibubulo lezokuthabisa,ibubulo lezokujabulisa,,,bodirelo jwa boitumedisi,,,,intaseteri ya boithabišo,,,indasteri ya boithabiso,,nḓowetshumo ya vhumvumvusi,,,vumaki bya swihungasi,,
dsac_multi_art_00176,epic work,,epiese werk,,,,umlandosehlakalo oyiqiniso,,indumasiso,,,,,,indzabamlandvo,inkondlomlandvo,,,umlando wezenzeko zakade,umlando wezehlakalo zakade,i-ephiki,,lebokokanelo,epiki,,,thetogale,kanegogale,,tokodiso,sethantso,ephiki,,,epiki,,
dsac_multi_art_00177,etch <v.>,,ets,,,,ukudweba nge-esidi,,krola,qoqa,,,,,dvweba,,,,-gwala nge-esidi,,,,kgwara,,,,-taka ka esiti,,,-etjha,,koredza,,,kovotla,,
dsac_multi_art_00178,etcher {painting},,etser,,,,odweba nge-esidi,,umkroli,umqoqi,,,,,umdvwebi,,,,umgwali nge-esidi,,,,mokgwari,,,,motaki,,,seetjhi,,mukoredzi,,,mukovotli,,
dsac_multi_art_00179,exhibitionist,,ekshibisionis,,,,umbukisi,,umntu othanda ukuzibonisa,,,,,,umbukisi,,,,umbukisi,umqalisi,,,mponeng,,,,mmontšhi,,,mponeng,,muṱani,,,mukombisi,,
dsac_multi_art_00180,exotic snake,,eksotiese slang,uitheemse slang,,,inyoka engajwayelekile,,inyoka evela kwelinye ilizwe,,,,,,inyoka yekuchamuka,,,,inyoka yakelinye ilizwe,inyoka engakajayeleki,,,noga e e sa tlwaelegang,,,,noga ya go se tlwaelege,,,noha ya molata,,ṋowakhungi,,,nyokayimbe,,
dsac_multi_art_00181,extended family,,familie,uitgebreide gesin,,,uzalo,umndeni,izihlobo,izalamane,,,,,tihlobo,tinini,,,iinhlobo,iinini,,,balosika,,,,meloko,,,leloko,,muṱa muhulwane,mashaka,,maxaka,,
dsac_multi_art_00182,extravaganza <from Italian>,,extravaganza,ekstravaganza,,,umbukisogidigidi,,umdliva wolonwabo,,,,,,umdlalohlaya,,,,umdlalo ohlekisako,,,,motshamekotshosologo,,,,tiragatšo ya mmino wo o lokologilego,,,pontsho ya bonketsisane ka metlae,,muzika wo kalulaho,ḽitambwa ḽo kalulaho,,vuyimbeleri,dyinkhuvo dya vuyimbeleri bya mafenya,
dsac_multi_art_00183,face mask,,gesigmasker,masker,,,isimbozibuso,,isigqumi-buso,imaski,,,,,sivalabuso,sifihlabuso,sivimbabuso,,isifihlabuso,imaski,,,sesirafatla,,,,seširasefahlego,,,lesira,,masiki wa tshifhaṱuwo,,,xitumbetaxikandza,,
dsac_multi_art_00184,falsetto singer,,falsetsanger,,,,ocula ngefalisetho,,imvumi enelizwi elinyuka kakhulu,,,,,,umculi wefolsetho,,,,umvumi wefalsetho,,,,moopedi wa faleseto,mofaleseto,,,moopedi wa falesetho,,,sebini sa folseto,,muimba nga folseto,,,muyimbeleri wo encenyeta,muyimbeleri wa foliseto,
dsac_multi_art_00185,falsetto voice,,falsetstem,,,,iphimbo eliyifalisetho,,ilizwi elinyuka kakhulu,,,,,,liphimbo lefolsetho,,,,ilizwi lefalsetho,,,,lentswe la faleseto,lefalaseto,,,lentšu la falesetho,,,lentswe la folseto,,u imba nga folseto,ipfi ḽa folseto,,rito ro encenyeta,rito ra foliseto,
dsac_multi_art_00186,family name,,van,familienaam,,,isibongo,,ifani,,,,,,sibongo,,,,isibongo,,,,sefane,,,,sefane,,,sefane,seboko,tshifani,,,xivongo,,
dsac_multi_art_00187,famo {Basotho tradition},,famo,,,,ifamu,,ifamu,,,,,,ifamu,,,,ifamu,,,,famo,,,,famo,mmino wa setšo sa Basotho,,famo,,famo,,,famu,,
dsac_multi_art_00188,female vocal,,vrouestem,,,,iphimbo lowesifazane,,ilizwi lomntu wasetyhini,,,,,,incenye lehlatjelwa ngulomsikati,,,,ilizwi lomsikazi,,,,lentswetshadi,,,,lentšu la sesadi,,,lentswe la sesadi,,ipfi ḽa tshisadzini,,,rito ra xisati,,
dsac_multi_art_00189,fetish,,fetisj,,,,isithixo,,isithixo,,,,,,sithico,,,,usingazimu,isithico,,,modingwana,,,,titikwane,lehwama,,modingwana,,tshirerelwa,,,nhunguvana,,
dsac_multi_art_00190,film festival,,filmfees,,,,umkhosi wezengqayi,umkhosi wezamabhayisikobho,umnyhadala wemiboniso-bhanyabhanya,umnyadala weebhayaskophu,umnyhadala weefilim,umbhiyozo wemiboniso-bhanyabhanya,umbhiyozo weebhayaskophu,umbhiyozo weefilim,sibhimbi semafilimu,umkhosi wemabhayiskobho,umcimbi wemafilimu,,ifestivali yamafilimu,,,,moletlo wa filimi,,,,monyanya wa difilimi,,,mokete wa difilimi,,vhuṱambo ha fiḽimu,,,ntlangu wa bayisikopo,ntlangu wa filimi,ntlangu wa muvhi
dsac_multi_art_00191,film industry,,filmbedryf,rolprentbedryf,filmindustrie,rolprentindustrie,imboni yezamafilimu,,ushishino lwemiboniso-bhanyabhanya,ushishino lweefilim,ushishino lweebhayaskophu,,,,imboni yemafilimu,imboni yemabhayiskobho,,,ibubulo lezamafilimu,,,,bodirelo jwa difilimi,,,,intaseteri ya difilimi,,,indasteri ya difilimi,,nḓowetshumo ya fiḽimu,,,vumaki bya bayisikopo,vumaki bya filimi,vumaki bya muvhi
dsac_multi_art_00192,filmmaker,,rolprentvervaardiger,rolprentmaker,filmmaker,,umenzizingqayi,umenzimabhayisikobho,umenzi wemiboniso-bhanyabhanya,umenzi weefilim,umenzi weebhayaskophu,,,,umentimafilimu,umentimabhayiskobho,,,umenzi wamafilimu,,,,modiradifilimi,,,,modiradifilimi,,,mohlahisi wa difilimi,moetsi wa difilimi,muitafiḽimu,,,muendli wa bayisikopo,muendli wa tifilimi,muendli wa muvhi
dsac_multi_art_00193,film media,,rolprentmedia,,,,imithombo yabezindaba zezingqayi,imithombo yabezindaba zamabhayisikobho,indlela yokuhambisa imiboniso-bhanyabhanya,indlela yokuhambisa iibhayaskophu,ijelo leefilim,,,,babikitindzaba ngetemafilimu,babikitindzaba ngetemabhayiskobho,,,iimbikindaba zamafilimu,,,,kgaso ya difilimi,,,,kgašo ya difilimi,,,dikgokahanyo ka difilimi,,media wa fiḽimu,vhuphaḓaladzi ha dzifiḽimu,,vuhangalasi bya bayisikopo,vuhangalasi bya tifilimi,vuhangalasi bya muvhi
dsac_multi_art_00194,film project,,rolprentprojek,,,,iphrojekthi yezingqayi,iphrojekthi yezamabhayisikobho,iprojekthi yemiboniso-bhanyabhanya,iprojekthi yeebhayaskophu,iprojekthi yeefilim,,,,umklamo wemafilimu,umklamo wemabhayiskobho,,,iphojekthi yamafilimu,,,,porojeke ya difilimi,,,,protšeke ya difilimi,,,projekte ya difilimi,,thandela ya fiḽimu,,,phurojeke ya bayisikopo,phurojeke ya filimi,phurojeke ya muvhi
dsac_multi_art_00195,film school,,rolprentskool,filmskool,,,isikole sezingqayi,isikole sezamabhayisikobho,isikolo semiboniso-bhanyabhanya,isikolo seebhayaskophu,isikolo seefilim,,,,sikolo semafilimu,sikolo semabhayiskobho,,,isikolo sezamafilimu,,,,sekolo sa difilimi,,,,sekolo sa difilimi,,,sekolo sa difilimi,,tshikolo tsha fiḽimu,,,xikolo xa bayisikopo,xikolo xa tifilimi,xikolo xa muvhi
dsac_multi_art_00196,fine arts,,die skone kunste,die beeldende kunste,die fynere kunste,,ezokudweba, ukubumba nokupenda,,ezobugcisa obuphathekayo,ezobugcisa obubambekayo,,,,,buciko lobubonakalako,,,,zobukghwari obubukelwako,zobugwali obubukelwako,,,botsweretshitshwantshopono,botakitshwantshopono,,,botaki,bokgabo,,botaki,,vhutsila,,,vutshilaxidzi,,
dsac_multi_art_00197,flared-shaped bowl {basket making},,pieringvormige bak,klokvormige bak,,,imbenge,,isitya esimthebelele ngezantsi,,,,,,sitja lesiyimbenge,,,,isitja esibanzi ngenzasi,,,,sejanasekaseroto,sejanasekammanki,,,sebjanasekaseroto,,,seroto,,phaphana,,,rihlelo,tewani,
dsac_multi_art_00198,flautist,,fluitspeler,fluitis,,,umshayimtshingo,,umdlali wembande,umdlali wefluti,,,,,somntjingo,,,,umbethifludi,,,,moletsafolutu,,,,moletšafuluti,,,seletsafolutu,,mulidzafuḽutu,,,muchayananga,,
dsac_multi_art_00199,fledgling flautist,,jong fluitspeler,onervare fluitspeler,,,umshayimtshingo osafufusa,,umdlali wefluti osakhasayo,umdlali wefluti ongenamava,,,,,somntjingo losafufusa,somntjingo losakhasa,,,umbethifludi ongumafundana,,,,mothuthugi wa moletsa folutu,,,,moletšafuluti wa go hloka maitemogelo,mmapalafulutu wa go hloka maitemogelo,,moletsafolutu ya thuthuhang,,mulidzafuḽutu tshayatshenzhemo,,,madyondzakuchayananga,,
dsac_multi_art_00200,flutter <v.>,,fladder,,,,ukukhwishizela,,ukuphithizela,,,,,,phitsitela,didizela,,,-tinazela,-yemayema,-didizela,,bampa,tšhesta,,,-phepheula,,,-thwela,,babamela,,,kavata,,
dsac_multi_art_00201,folksong,,folkliedjie,volksliedjie,,,iculo lezizukulwane,,ingoma yemveli,,,,,,ingoma yendzabuko,,,,ingoma yendabuko,,,,pina ya setso,,,,koša ya setšo,,,pina ya botjhaba,,luimbo lwa sialala,,,risimu ra ndhavuko,,
dsac_multi_art_00202,foreign artist,,uitheemse kunstenaar,,,,iciko langaphandle,iciko lokufika,igcisa lelinye ilizwe,,,,,,liciko lelingumchamuki,,,,isikghwari esiliphandle,umgwali oliphandle,,,motsweretshi wa motswakwa,mootaki wa motswakwa,,,motaki wa motšwantle,,,senono sa molata,,mutsilamubvannḓa,,,n’wavutshilamumbe,,
dsac_multi_art_00203,formation {e.g. dance},,formasie,,,,ukuma kwabadansi,,izintlu zeemilo ezenziwa ngabadanisi,ulwakheko lwabaxhentsi,,,,,kuhleleka kwebadansi,,,,ukuhleleka kwabadansi,,,,setlhopha {moretelediane},,,,sehlopha sa babini,,,sehlopha sa ditjeki,,tshivhumbeo tsha matshinele,,,xivumbeko xa macinelo,,
dsac_multi_art_00204,fossil art,,fossielkuns,,,,ubuciko ngezinsalela zokwakuphila,,ubugcisa obuveliswe ngeentsalela zendalo,ubugcisa obuveliswe ngeefosili,,,,,buciko bensalela yemvelo,,,,ubukgwari bamazubela,isino samazubela,ubugwali bamazubela,,botsweretshi ka masaledi,botaki ka masaledi,,,bokgabo ka mašaledi,,,bonono ba masalla,,vhutsila ha masalela,,,vutshila bya swa masalela,,
dsac_multi_art_00205,foyer,,voorportaal,foyer,portaal,,ifoya,,indawo yokwamkela abantu,ifoya,,,,,indzawo yekwemukela,imphundvu,,,indawo yokwamukela,ifoya,,,foya,,,,mathudi,,,foyara,,foya,,,ndhawu yo amukela,foya,
dsac_multi_art_00206,Free Kiba {style of music},,Vry-Kiba,,,,uHlobo Lwengxubemculo,,iFree Kiba,,,,,,i-Free Kiba,,,,i-Free Kiba,,,,Mokgibo,Free Kiba,,,Free Kiba,mebino ya merafe ya go fapafapana,,Free Kiba,,Givha ḽo Vuleaho,,,Kiba yo Ntshuxeka,,
dsac_multi_art_00207,freelance composer,,vryskutkomponis,,,,umqambi ozimele,,umqambi ozimeleyo,,,,,,umcambi lotimele,,,,umtlami otorhako,umthiyi otorhako,,,motlhamedi,,,,mohlami wa go ikemela,mongwadi wa go ipereka,,seqapi se ikemetseng,,musikiḓiimisi,,,muqhambi wo tiyimela,,
dsac_multi_art_00208,freestyle rap,,vrystyl-rap,vrystylrap,vrystyl-kletsrym,,umculongxoxo ovulelekile,,irephu eqwetywa ngelo xesha,,,,,,irephu lekhululekile,,,,irepha engalingiseli muntu,,,,morepelatlhamong,,,,repo ya go itlhamelwa,,,repe e lokolohileng,,u repa zwau,,,vuyimbelerintlhokovetselo byo ntshuxeka,,
dsac_multi_art_00209,fresco <Italian> {technique},,fresko,,,,isu lokudweba odongweni,,ubuchule bokupeyinta umfanekiso oqingqiweyo,,,,,,ifreskho,,,,indlela yomgwalo wefreskho,,,,friskho {thekeniki},,,,freskho,,,freskho,,fresikho,fresco,,furesekho,,
dsac_multi_art_00210,fresco <Italian> {painting},,muurskildery,fresko,,,umfanekiso odwetshwe odongeni,,umfanekiso owenziwe ngomgubo wepeyinti otyatyekwa phezu kwesamente emanzi,ifreskho,,,,,ifreskho,,,,umgwalo wefreskho,,,,friskho {setakwa},,,,freskho,mokgwa wa Ithalia wa go penta,,freskho,,fresco,,,furesekho,,
dsac_multi_art_00211,funk {music},,funk,,,,ifanki,,ifanki,,,,,,ifanki,,,,ifanki,,,,fank,,,,fanke,mokgwa wa go bina wa molodi wa go ipošeletša,,fanke,,fanki,,,fanki,,
dsac_multi_art_00212,gala dinner,,galadinee,gala-ete,,,isidlo sokubungaza,,isidlo somsitho ondilisekileyo,,,,,,sidlo semcimbi sakusihlwa,,,,igaladina,isidlo esikhethekileko,,,moletlo wa dilalelo,,,,kalatina,,,tinare ya gala,,tshiswiṱulo tsha gaḽa,tshiswiṱulo tsha gaḽadina,,swakudya swo hlawuleka swa gala,,
dsac_multi_art_00213,geometric {e.g. design},,geometries,,,,okwejiyomethri,,-ejiyometri,,,,,,-kwejiyometri,,,,-kwemigwalo,-kwejiyometri,,,sejiometeri,,,,-tšeomethiri,,,-jeometriki,,dzhomeṱiri,makolo,,-jometiriki,,
dsac_multi_art_00214,geometric design,,geometriese ontwerp,,,,idizayini yejiyomethri,,uyilo lwejiyometri,,,,,,umdvwebo wejiyometri,,,,umtlamomgwalo,umtlamo wejiyometri,,,sethalo sa jiometeri,,,,tlhamo ya tšeomethiri,,,moralo wa jeometriki,,nyolo ya dzhomeṱiri,makolo,,nkhaviso wa xijometiriki,,
dsac_multi_art_00215,ghoema {music},,ghomma,ghoema,goema,,uhlobo lomculo waseKapa,,iguma,,,,,,iguma,,,,i-ghoema,umhlobo womvumo wekapa,,,kuma {mmino},,,,kuma,mmino wa moswananoši wa Kapa,,guma,,guma,,,huma,,
dsac_multi_art_00216,gig {entertainment},,optrede,,,,igigi,,igigi,,,,,,igigi,,,,igigi,,,,kiki,,,,kiki,,,gigi,,gigi,ḓikiṱa,,gigi,,
dsac_multi_art_00217,god,,god,,,,isithixo,,isithixo,,,,,,nkulunkulu,sithico,,,umzimu,isithico,usingazimu,,modimo,,,,modingwana,,,modingwana,,mudzimu,,,xikwembu,,
dsac_multi_art_00218,gospel singer,,gospelsanger,,,,umculi womculo wokholo,,umculi wezenkolo,umculi wegospile,umculi wezokholo,,,,umculi wetenkholo,,,,umvumi weengoma zesondo,,,,moopela mmino wa sedumedi,,,,moopedi wa mmino wa sekeresete,,,sebini sa mmino wa bodumedi,,muimbi wa gosipeḽe,muimbi wa muzika wa kereke,muimbi wa muzika wa tshitendi,muyimbeleri wa tinsimu ta ximoya,,
dsac_multi_art_00219,graffiti artist,,graffiti-kunstenaar,,,,iciko legrafithi,,igcisa lemibhalo nemizobo eseludongeni,igcisa legrafiti,,,,,liciko legrafithi,,,,umgwali wegrafiti,,,,mokerafiti,,,,motaki wa kerafithi,,,senono sa krafiti,,mutsila wa girafithi,mutsila wa miolo kha luvhondo,mutsila wa nyolo kha luvhondo,mutshila wa girafiti,,
dsac_multi_art_00220,greeting song,,groetlied,,,,iculo lokubingelela,,ingoma yokubulisa,,,,,,ingoma yekubingelela,,,,ingoma yokulotjhisa,,,,pina ya tumediso,,,,koša ya go dumediša,,,pina ya tumediso,,luimbo lwa ndumeliso,,,risimu ro xeweta,,
dsac_multi_art_00221,griot caste {West African culture},,griotkaste,griot-storieverteller,,,abaxoximlando,,unobalisa weembali zesizwe,,,,,,bacocitindzaba,batekitindzaba,,,umlandimlando,,,,bakirioto,,,,setšo sa boanegi sa Maafrika Bodikela,,,bapheti ba neanotaba,,vhaanetshelimakone,,,vurunguri va ntokoto va swa ndhavuko,,
dsac_multi_art_00222,guest artist,,gaskunstenaar,,,,iciko eyilisihambeli,,igcisa elindwendweleyo,igcisa elinikezwa inxaxheba lelingusingaye,,,,,liciko lelisivakashi,,,,isikghwari esisivakatjhi,,,,modiragatsieti,motakieng,motakieti,,motaki wa moeti,,,senono sa moeti,,mutsilamueni,,,muendzi wa vutshuri,,
dsac_multi_art_00223,guitarist,,kitaarspeler,ghitaarspeler,,,umdlalisiginci,umshayisiginci,umdlali wesiginkci,umdlali wekatala,,,,,umshayigatari,,,,umbethigatara,,,,moletsakatara,,,,sebapadi sa katara,,,seletsakatara,,mulidzakaṱara,,,muchayi wa katara,,
dsac_multi_art_00224,gummed paper,,kleefpapier,,,,iphepha elinanyathiselwe,,iphepha elincanyathelisiweyo,,,,,,liphepha lelinanyatsiselwe,,,,iphepha elinanyathiselweko,,,,pampiri e e kgomareditsweng,,,,pampiri yeo e kgomareditšwego ka motu,,,pampiri e kgoramelang,pampiri e mamarelang,bammbiriḽinambatedzwa,,,phepha ro damarhela,,
dsac_multi_art_00225,handicraft,,handwerk,handvlyt,,,umsebenzi wekhono lezandla,,umsebenzi wezandla,,,,,,umsebenti wetandla,,,,umsebenzi wezandla,,,,tiro ya diatla,,,,mošomo wa diatla,,,bobetli ba matsoho,,mishumo ya zwanḓa,vhutsila ha zwanḓa,,ntirho wa mavoko,,
dsac_multi_art_00226,harmonica,mouth organ,mondfluitjie,mondharmonika,,,imfiliji,,ifleyithi,,,,,,imfiliji,,,,umhlobo wefluti,isibetho sombhino esivuthelwako,,,hamonika {kwadi ya molomo},,,,hamonikha,okene ya molomo,,foleiti,,hamonika,fuḽutu,,fuluti,,
dsac_multi_art_00227,hastas {hand gestures, Indian culture},,hastas,,,,izigcizelelingxoxo ngezandla,,intetho yezandla,intetho yezijeku,,,,,inkhulumo yetandla,,,,i-hastas,,,,puo ya diatla,hasetase,,,hasetase,mmolelwana wa diatla wa setšo sa Seintia,,hastase,,ngafhadzo ya zwanḓa,,,swikoweto swa mavoko,,
dsac_multi_art_00228,healing dance,,genesingsdans,genesende dans,,,umdanso wokwelapha,,umdaniso wokuphilisa,umxhentso wokuphilisa,,,,,umdanso wekwelapha,,,,ukugida okupholisako,ukugida okwelaphako,,,moreteledianekalafi,,,,malopo,,,motjeko wa phodiso,,malombo,,,ncino wo horisa,,
dsac_multi_art_00229,heritage expert,,erfenisdeskundige,,,,isazi sezamagugu,,ingcali yamafa emveli,,,,,,somagugu,,,,isazi ngamafa aligugu,,,,moitseanape wa boswa,,,,setsebi sa bohwa,,,setsebi ka mafa,,muḓivhavhufa,,,mutivikulu wa swa ndzhaka,,
dsac_multi_art_00230,heritage management,,erfenisbestuur,,,,ukuphathwa kwezamagugu,,ukulawulwa kwamafa emveli,,,,,,kuphatfwa kwemagugu,,,,ukuphathwa kwamafa aligugu,,,,bolaodi jwa boswa,,,,bolaodi bja bohwa,,,tsamaiso ya mafa,,ndangavhufa,,,mafambiselo ya swa ndzhaka,malawulelo ya swa ndzhaka,
