id,eng__001,eng__002,eng__003,afr__001,afr__002,afr__003,afr__004,afr__005,afr__006,xho__001,xho__002,xho__003,xho__004,ssw__001,ssw__002,ssw__003,ssw__004,nde__001,Setswana__-,nde__002,nde__003,nso__001,Sesotho__-,nso__002,nso__003,nso__004,ven__001,ven__002,ven__003,ven__004,ven__005,ven__006,tso__001,tso__002,tso__003,tso__004
dsac_pharm_first_00180,decreasing dosage,tapering dosage,,afnemende dosis,,,,,,ucuthomlinganiselo,,,,kunciphisa silinganisomutsi,kwehlisa umtsamomutsi,,,isilinganiso esiphungukako,,,,phokotšotekanetšosehlare,,,,,phungudzaphimamushonga,,,,,,mpimamurhi wo hunguteka,,,
dsac_pharm_first_00181,defined daily dose,DDD,,gedefinieerde daaglikse dosis,vasgestelde daaglikse dosis,,,,,umlinganiselo omiselweyo ngosuku,,,,silinganisomutsi selilanga,umtsamomutsi welilanga,,,isilinganiso sokuselwa ngelanga,,,,tekanyohlaretšatši,,,,,phimamushongatiwa ya ḓuvha,,,,,,mpimamurhi lowu vekiweke,,,
dsac_pharm_first_00182,depot,,,depot,,,,,,isitofu esihlalayo emzimbeni,idepho,,,umutsi lohlala sikhatsi emtimbeni,idepho,,,umjovo ohlala isikhathi emzimbeni,,idepho,,bokgobelo,,depho,,,depo,vhufaredzi,,,,,depo,,,
dsac_pharm_first_00183,desiccant {drying agent},,,uitdroogmiddel,droogmiddel,,,,,isithintelikufuma,,,,sisusamhwamuko,,,,isirhwamisi,,isomisi,,semonamonola,,desikhente,,,tshikokodzamuṋula,tshiomisi,,,,,xiomisi,,,
dsac_pharm_first_00184,dextromethorphan {cough suppressant},DXM,,dekstrometorfaan,,,,,,idextromethorphan,,,,umutsi wekukhwehlela lotsite,idekthromethofani,,,isihlahla somgomani esingakhobongiko,,isihlahla somgomani esingalalisiko,,dekeseteromethorofene,,,,,mushonga wa mukhushwane,dextromethorphan,,,,,dekisitiromethofene,,,
dsac_pharm_first_00185,dextrose,dextroglucose,,dekstrose,dekstroglukose,,,,,iswekile yendalo,idekstrosi,,,shukela wemvelo,idekthrosi,,,umhlobo wetjhukela,,ideksithrosi,,dekeseterouse,,mohutaswikiri,,,dexitrose,dextrose,,,,,dekisitirosi,,,
dsac_pharm_first_00186,diagnostic agent,,,diagnostiese middel,diagnostiese agens,,,,,isifumanisisifo,isixilongisifo,,,siphengulisifo,sibonisisifo,inkhombasifo,,isiphenguli,,isipopoli,,selemošalwetši,,,,,tshithusa ngwanavhulwadze,,,,,,xifembi,,,
dsac_pharm_first_00187,dialysis,,,dialise,,,,,,ucocogazi,idayalasisi,,,luhlantongati lwekwentiwa,idayalisisi,,,isihlambulukisi,,idayalisisi,,tlhwekišomadi,,daelesese,,,vhuṱanzwa malofha,daiḽisisi,,,,,nhlantswangati hi muchini,mbhasisangati hi muchini,,
dsac_pharm_first_00188,diffusion,,,diffusie,,,,,,ukusasazeka,ukunwena,,,kusabalala,,,,idifuyitjhini,,,,phatlalalo,,,,,u phaḓalalo,phaḓalalo,phaḓaladzo,phaḓaladza,,,hangalako,,,
dsac_pharm_first_00189,digestant,digestive,,spysverteringsmiddel,verteermiddel,,,,,isicolikutya,,,,insitakugaya,setjisi,,,isigayisi,,,,sethušatšhilo,,,,,tshithusatsukanyo,,,,,,xipfunetanghayelo,xipfunetampfuvelo,,
dsac_pharm_first_00190,diluent,dilutent,,verdunner,verdunmiddel,,,,,isingxengi,isiqungi,,,sikhulisiphilisi,sengetiphilisi,,,isitjhujisi,,,,setswaki,,,,,tshihudzaphilisi,diḽuwenthi,,,,,xitimuri,,,
dsac_pharm_first_00191,dilution {e.g. a solution},,,verdunning,,,,,,ungxengo ngokwemilinganiselo,,,,kuntempula,,,,umqarho,,,,timolo,,,,,nzimulo,,,,,,ntimulo,,,
dsac_pharm_first_00192,direct compression {in e.g. tablet production},,,regstreekse saampersing,,,,,,uvelisopilisi,,,,indlelalula yekukhicita liphilisi,,,,indlela yokwenza ipilisi,,,,patišothwii,,,,,vhukwanyaphilisitswii,,,,,,gandlelonkongomo,,,
dsac_pharm_first_00193,disaccharide {chemistry},,,disakkaried,disakkaride,,,,,intlanganisela yeeswekile ezimbini,idayisakharayidi,,,inhlanganisela yaboshukela lababili,idayisakharayidi,,,ihlanganisela yeentjhukela ezimbili,,idayisakharayidi,,swikirimehutamebedi,,daesakharaete,,,daisakharaidi,,,,,,dayisakharayiti,,,
dsac_pharm_first_00194,disintegrant,disintegrating agent,disintegrator,disintegreermiddel,disintegreeragens,,,,,isinyibilikisipilisi,,,,sincitsiti,sincibilikisi,,,isincibilikisi,,,,senyaoši,,searogantšhi,,,tshikwashaphilisi,,,,,,xin'okisi,,,
dsac_pharm_first_00195,dispense {medication},,,resepteer,,,,,,ukukhupha amayeza,,,,kukhipha imitsi,,,,khupha iinhlahla,,phuthelisa iinhlahla,,kabohlare,,,,,vhuṋeamushonga,vhuṋetshedzamushonga,,,,,ku nyika mirhi,,,
dsac_pharm_first_00196,dispensing doctor,,,resepterende dokter,resepterende geneesheer,,,,,ugqirha onegunya lokukhupha amayeza,,,,dokodela logunyatwe kukhipha imitsi,,,,udorhodere okhupha iinhlahla,,udorhodere ophuthelisa iinhlahla,udorhodere onikela iinhlahla,ngakaabahlare,,,,,dokotela muṋeamushonga,,,,,,dokodela wo nyika mirhi,,,
dsac_pharm_first_00197,dispensing fee,,,resepteerfooi,resepteergeld,,,,,umrhumo wokukhutshwa kwamayeza,,,,imali yekukhipha umutsi,imali yekunikwa umutsi,,,imbadalo yokunikelwa iinhlahla,,imali yokuphutheliswa iinhlahla,,tefelobaabihlare,,tefelokabohlare,,,mbadelo ya vhuṋeamushonga,,,,,,hakelo yo nyikiwa mirhi,,,
dsac_pharm_first_00198,diuretic {to promote the production of urine},,,diuretikum,urienafdrywer,urineafdrywer,,,,isikhamimanzi ngokuchama,,,,lokuchamisanako,lokutfundzisanako,,,okukhuthaza ukwakheka komhlambuluko,,,,sefehlamoroto,,,,,mushonga wa u ṱuṱuwedza u ṱambuluwa,ṱhuṱhuwedzamuṱambuluwo,,,,,xitsakamisisi,,,
dsac_pharm_first_00199,diverticulitis,,,divertikulitis,,,,,,ukudumba kobhobhosi,,,,sifo semabhamuta ematfunjini,sifo sekuvuvuka ematfunjini,idayivethikhulayilathisi,,amatjhatjhazi angemathunjini,,idayivethikhyulayithisi,,tšhatšhamelothurugole lalegolo,,daevethikhulaesese,,,nzwimbaḽila,daivethikhulaitisi,,,,,mpfimbo eka rhumbukulu,ndzhumbelo eka nkulungwana,,
dsac_pharm_first_00200,divided dose,fractionated dose,,verdeelde dosis,,,,,,ukwahlulwa komlinganiselo wosuku,,,,silinganisomutsi lesihlukanisiwe,,,,isilinganiso esihlukanisiweko,,,,tekanyohlarearogantšhwa,,,,,phimamushongakhethe kanywa,,,,,,mpimamurhi hi nkavanyiso,,,
dsac_pharm_first_00201,dizziness,,,duiseligheid,vertigo,,,,,isiyezi,isizunguzane,incilikithi,,siyeti,inzululwane,,,isiyezi,,isiyeziyezi,,modikologo,,letšokwane,ledietšane,,dzungu,,,,,,nsululwana,,,
dsac_pharm_first_00202,dosage formulation,,,doseerformulering,doseerformulasie,doseervorm,,,,ulwakhekomlinganiselo weyeza,,,,kwakheka kwesilinganisomutsi,kwakheka kwemtsamomutsi,,,isakheko sesilinganiso,,,,tlhamegohlare,,,,,shivhumbeo tsha mushonga,,,,,,xivumbeko mpimamurhi,,,
dsac_pharm_first_00203,dosage group {in clinical trial},,,dosisgroep,,,,,,iqela ngokomlinganiseloyeza,,,,licembu lelitfola silinganisomutsi lesifanako,,,,isiqhema sesilinganiso esifanako,,,,sehlophafiwatekanyohlare,,,,,tshigwada tsha mushonga phiṅwa,,,,,,ntlawa wa mpimamurhi,,,
dsac_pharm_first_00204,dosage strength,,,dosissterkte,,,,,,amandla omlinganiseloyeza,,,,emandla esilinganisomutsi,,,,amandla wesilinganiso sesisihlahla,,,,maatlatekanyohlare,,,,,vhuhali ha mushonga,maanḓa a mushonga,,,,,matimba mpimamurhi,ntamu mpimamurhi,,
dsac_pharm_first_00205,double-blind study,,,dubbelblinde studie,,,,,,uphononongo olufihlwe macala,,,,lucwaningo lolufihlwe nhlangotsi totimbili,,,,irhubhululo elifihlelwe iinqhema zombili,,,,nyakišišophihlegopedi,,,,,ngudotshipofu ya vhadzheneli na vhaṱoḓisisi,,,,,,ndzavisiso tumbelelamitlawa hamimbirhi,,,
dsac_pharm_first_00206,Down's syndrome,,,down sindroom,Down se sindroom,,,,,imongolo,,,,lufutotsite lwekukhubateka,i-Down syndrome,,,isindromu kaDown,,ubumongolo,ubudalwa,Sinteromo ya Down,,,,,Sinḓiromu ya Down,Down's syndrome,,,,,ritsanu ra Down,ntsanomiehleketo,,
dsac_pharm_first_00207,dressing {wound},,,verband,wonddekking,,,,,isibophisilonda,isigqumisilonda,ibhandeji,,ibhandishi,,,,ibhanditjhi,,,,khupetšontho,,,,,banditsha,,,,,,xipfalambanga,xipfalaxilondza,,
dsac_pharm_first_00208,dropper {medicine},,,drupper,,,,,,isithontsizisiyeza,isiqabaziyeza,,,sitfonsiseli,,,,isithontisisihlahla,,,,serothetšasehlare,,,,,tshirothedzamushonga,,,,,,xithoniselamurhi,,,
dsac_pharm_first_00209,drug delivery,,,middeltoediening,medisynetoediening,medikasietoediening,,,,ungenisochiza,ungenisoyeza,,,lungenisomutsi emtimbeni,,,,indlela yokufaka isihlahla emzimbeni,,,,phihlišohlaremmeleng,,,,,kushumisele kwa u tshidzidzivhadzitshibveledz wa,,,,,,vunghenisamurhimirini,,,
dsac_pharm_first_00210,drug-drug interaction,,,geneesmiddelinteraksie,middelinteraksie,middelwisselwerking,,,,ungquzulwanomachiza emzimbeni,,,,kwalana kwemitsi,,,,ukurhagana kwemitjhoga,,ukunyefisana kweenhlahla,,tsenelelanohlare,,,,,thithisano ya mishonga,,,,,,ntirhisanankokelano wa mirhi,,,
dsac_pharm_first_00211,drug product,,,geneesmiddelproduk,medisyne,,,,,ichiza,,,,umutsi,,,,isihlahla,,,,sehlare,,,,,tshibveledzwa tsha tshidzidzivhadzi,,,,,,ximakiwa xa murhi,,,
dsac_pharm_first_00212,dry granulation {of powders},,,droë granulering,droë granulasie,droë korrelvorming,,,,uhlalutyisomgubo olungenamanzi,,,,kuhhaya,,,,ukubumba iinthoro ngaphandle kwetlelezi,,,,thorofatšokomišo,,,,,vhudzhenisamushonga,,,,,,ndzhohohato hi ku omisa,njhorhohato hi ku omisa,,
dsac_pharm_first_00213,dysentery,,,disenterie,,,,,,utyatyazo,,,,sisu leselekako,umsheko lonengati,,,isirhudo,,indenebomvu,,mokokomalo,,tengkhwibidu,,,ṋowakhulu,,,,,,nchuluko,hudo {nhlamba},,
dsac_pharm_first_00214,dysmenorrhoea {painful menstruation},,,dismenorree,menstruasiepyn,pynlike maandstonde,,,,isiluma,,,,silumo,,,,isilumo,,,,selomi,,disimenoriya,,,tshilumi,,,,,,xilumi,,,
dsac_pharm_first_00215,earache,otalgia,,oorpyn,otalgie,,,,,uqaqamba kweendlebe,,,,buhlungu bendlebe,,,,ubuhlungu bendlebe,,,,bohlokotsebe,,,,,vhuṱungu ha nḓevhe,u rema ha nḓevhe,,,,,ku vava ka ndleve,,,
dsac_pharm_first_00216,ear drops,,,oordruppels,,,,,,iyeza lendlebe,,,,ematfonsi endlebe,,,,isihlahla sokuthontisela ngeendlebeni,,amathosana weendlebe,,sehlarerothetšatsebe,,,,,mushonga wa nḓevhe,,,,,,xithoniselwandleveni,,,
dsac_pharm_first_00217,earplug,,,oorpluisie,oorprop,,,,,isivingcindlebe,,,,sivalindlebe,,,,isivalindlebe,,,,sethibatsebe,,,,,tshithivhanḓevhe,tshivalanḓevhe,,,,,xipfalandleve,,,
dsac_pharm_first_00218,effective dose,ED,,doeltreffende dosis,doelmatige dosis,effektiewe dosis,,,,umlinganiselo osebenzayo,,,,silinganisomutsi lesisebentako,,,,isilinganiselosihlahla esisebenzako,,,,tekanyohlarephodišo,,,,,phimotswikelandivho,,,,,,mpimamurhindzinganelo,,,
dsac_pharm_first_00219,effervescent tablet,,,bruistablet,,,,,,ipilisi ehlwahlwazayo,,,,liphilisi leliphuphumako,liphilisi lelibilako,,,ipilisi elibhubhudlhako,,ipilisi elibilako,,philisipilošameetse,,,,,philisiphuphumi,,,,,,philisin'okisiwa,,,
dsac_pharm_first_00220,elastic adhesive bandage,,,rekbare kleefverband,elastiese kleefverband,,,,,ibhandeji encamathelayo enwebekayo,,,,ibhandishi lenamatsela ibuye inwebeke,,,,ibhanditjhi enamathelako etamulukako,,,,pandetšekgomarelotaramologa,,,,,banditshitatamuwa,,,,,,bandichintsanyukadama,,,
dsac_pharm_first_00221,elastic stocking {e.g. for patients with varicose veins},compression stocking,,rekkous,elastiese kous,,,,,iikawusi ezihambisa igazi,,,,lisokisi lelicindzetelako,,,,ikowusi lokwelapha,,,,makušatshepetšomadi,,,,,swogisitatamuwa,,,,,,sokisiximanyela,,,
dsac_pharm_first_00222,electrodialysis,ED,,elektrodialise,,,,,,ucocogazi esibhedlele,ucocogazi ngomatshini,,,kuhanjiswa kwemamolekhuli ngagezi,,,,indlela yokuhlambulukisa,,i-ilekthrodayilisisi,,elekhetherodaelesese,,,,,eḽekiṱrodaiḽisisi,eḽektrodaiḽisisi,,,,,elekitirodayilisisi,,,
dsac_pharm_first_00223,electrolyte {nutrition},,,elektroliet,,,,,,iityuwa zomzimba,ielektrolayithi,,,luswayi lwekuvusela umtimba,i-ilekhrolayithi,,,amatswayi womzimba,,i-ilekthrolayithi,,eleketherolaete,,elekthrolaete,,,muvango wa eḽikiṱiroḽaithi,muvango wa eḽikitroḽaithi,,,,,xilawulandzingano xa swihalakimirini,,,
dsac_pharm_first_00224,electron microscope,,,elektronmikroskoop,,,,,,isibonakhulu se-elekthroni,imayikhroskowupu yeelekthroni,,,sikhulisikubona seilekthroni,,,,imayikhroskowuphi yeelekthroni,,,,maekherosekoupo eleketherone,,,,,maikhirosikoupu wa eḽekiṱironi,maikhrosikoupu wa eḽektroni,,,,,xivonatsongo xilekitironi,,,
dsac_pharm_first_00225,elixir,,,elikser,,,,,,isincasanisiyeza,,,,sinandzisimutsi,i-eleksa,,,isinandisisihlahla,,i-elekse,,seelanatefišahlare,,seelatsefišahlare,,,eḽikisa,,,,,,xinyanganyisi,xitsokomberisi,elekise,
dsac_pharm_first_00226,elution {diagnostic process},,,eluering,elusie,,,,,ukuhluza,,,,kuhlunga ngekuncibilikisa,kuhluta ngekubilisa,,,ukutlhodlha,,,,go menya,,tlhotlo,,,u ṱuḓa,vhuṱuḓi,,,,,ntsavulo,,,
dsac_pharm_first_00227,emaciation,,,uittering,vermaering,,,,,ukunqiniswa kukugula,,,,kondza lokwendlulele,kuzaca,,,ukonda,,ubukgheredlha,ukurhutjheka,go ota,,,,,muondo,,,,,,ku ondza,ku beka,ku hela,
dsac_pharm_first_00228,embrocation,liniment,,smeermiddel,,,,,,umrabho,,,,imbulukhesheni,,,,umhlikihlelo,,i-embrokheyitjhini,,setlolo,,,,,tshiḓolo,,,,,,xichukuchelanhlongeni,,,
dsac_pharm_first_00229,emergency treatment,,,noodbehandeling,,,,,,unyango olungxamisekileyo,,,,kwelapha lokuphutfumako,,,,isizo elirhabako,,,,kalafotšhoganetšo,,,,,dzilafho ḽa shishi,,,,,,ntshunguloxilamulelamhangu,ntshungula xihatla,,
dsac_pharm_first_00230,emetic {medicine that causes vomiting},,,emetikum,braakmiddel,,,,,iyeza lokugabha,iyeza lokuhlanzisa,,,sihlantisi,sigabhisi,siphalazisi,,isigabho,,isiphalazisi,isihlanzisi,sehlatšiši,,,,,tshiṱanzisi,,,,,,xihlantisi,xihazisi,,
dsac_pharm_first_00231,encephalitis {inflammation of the brain},,,breinvliesontsteking,enkefalitis,ensefalitis,,,,ukukrala kobuchopho,iensefalayithisi,,,kuvuvuka kwebucopho,i-ensefalayithisi,,,ukufutha kobuqopho,,i-enkhesefalayithisi,,tšhatšhamelothurugobjoko,,ensifilaethisi,,,nzwimbavhuluvhi,,,,,,mpfimbabyongo,ndzhumbelabyongo,,
dsac_pharm_first_00232,endemic disease,,,endemiese siekte,,,,,,isifo sengingqi,,,,sifo sakuleyondzawo,,,,isifo sendawo,,ubulwele balapho,,bolwetšifelo,,,,,vhulwadzehapo,sisteme ya thanga,,,,,vuvabyi bya ndhawu,,,
dsac_pharm_first_00233,endocrine system,,,endokriene stelsel,,,,,,ulungelelwanolawulo lwamadlala,,,,kusebentisana kwemadlala,,,,isebenziswano lamadlala,,,,mokgwapeakanyothaka,,,,,sisiṱeme ya thanga,sisteme ya thanga,,,,,sisiteme ya nhlarimbya,,,
dsac_pharm_first_00234,endometriosis,,,endometriose,,,,,,isihluma esibelekweni,,,,sifo sekusabalala kwemantfweshu esibeletfweni,,,,ukuvela kweemila esibelethweni,,,,bolwetšikalopopelo,,endomethereosisi,,,vhulwadzephaḓaladza tsikila dza mbumbelo,endomeṱiriosisi,endometriosisi,,,,vuvabyi bya khumbi ra xivelekelo,,,
dsac_pharm_first_00235,endometrium,uterus lining,,endometrium,baarmoederwand,,,,,inwebu yesibeleko,,,,lutfwatfwasi lwesibeletfo,,,,ithwethwesi lesibeletho,,,,boalopopelo,,endomethiriamo,,,tsikila dza mbumbelo,endometriamu,,,,,khumbi ra xivelekelo,,,
dsac_pharm_first_00236,endotoxin,,,endotoksien,endotoksine,,,,,ityhefu ekwintsholongwane,,,,butsi lobuhlasela inhlayiya,butsi lobhlasela emaseli emtimbeni,,,itjhefu yomulwana,,i-endothokzini,,mphologarepaketheria,,,,,bakitheriambangamulilo,endotokizini,,,,,vuxungu bya le ndzeni ka sele,,,
dsac_pharm_first_00237,enema,clyster,,enema,dermspoeling,klisma,,,,iyeza lokucima,,,,kucatseka,kupeyita,,,ukucatha,,ukupeyida,,peita,,go peita,,,tshipeiṱi,,,,,,ku peyinta,,,
dsac_pharm_first_00238,enteric coating,,,enteriese bedekking,,,,,,ukwaleka ipilisi,,,,kugcotjiselwe kuncibilika kancane kancane,,,,ukwelekela amathunjana,,,,khoututitelatologo,,,,,philisindodzwaluvhemba phirelamalani,,,,,,philisintitoxitswongiwamarhumbyini,,,
dsac_pharm_first_00239,enteritis,,,enteritis,dermontsteking,ingewandsontsteking,,,,ukukrala kwamathumbu,,,,kudvumba kwelitfunjana,,,,ubuhlungu bamathunjana,,,,tšhatšhamelothurugolelana,,leatla,,,nzwimbalula,,,,,,mpfimbamarhumbu,ndzhumbelamarhumbu,,
dsac_pharm_first_00240,ephedrine,,,efedrien,efedrine,,,,,iefedrini,,,,i-ifedrini,,,,i-efedrini,,,,ifedirine,,ifedrine,,,ephedrine,,,,,,efedirini,,,
dsac_pharm_first_00241,epidural anaesthetic <Great Britain>,epidural anesthetic,,epidurale narkosemiddel,,,,,,isidambisizivo zomqolo,,,,sidzambisimiva semgogodla,,,,isidambisi semizwa yangenzasi kwedini,,,,seidibatšihlabamokokotlo,,seidibatši sa ephitšurale,,,tshidzidzivhadzavhupotiwa,,,,,,xititivatalongo,xitlanyatalongo,,
dsac_pharm_first_00242,epilepsy,,,epilepsie,vallende siekte,,,,,isithuthwane,ukuxhuzula,isifo sokuwa,,sitfutfwane,sifo sekuwa,,,isithunthwana,,,,dikotwane,,bolwetši bja go wa,,,tshifakhole,tshiririvha,tshiivha,,,,switshetshela,,,
dsac_pharm_first_00243,erythema dose {radiation},,,eriteemdosis,,,,,,umlinganiselo wotshisosikhumba,,,,silinganisokuklabhela,,,,isilinganiso sokutjhiswa kwesikhumba,,,,tekanyohlarehwibitšatlalo,,,,,phimomufhiso tswukulusalukanda,,,,,,mpimamurhi wa erithema,,,
dsac_pharm_first_00244,erythrocyte,red blood cell,,rooibloedsel,eritrosiet,,,,,ierithrosayithi,iseli yegazi ebomvu,,,iseli yengati lebovu,i-erythrocyte,,,iseli leengazi elibomvu,,,,selekhubedu,,,,,seletswuku ya malofha,tsikitswuku ya malofha,,,,,sele ya ngati yo tshwuka,,,
dsac_pharm_first_00245,erythromycin {antibiotic},,,eritromisien,,,,,,ierithromayisini,,,,sibulalimagciwane,i-erithromisini,,,isibulalimulwana,,i-erithromayisini,,eritheromaesini,,,,,eristhromaisini,erithyiromaisini,,,,,erayithiromayisini,,,
dsac_pharm_first_00246,escalating dosage,,,stygende dosis,,,,,,umlinganiselo owongezwayo,,,,silinganisomutsi lesengetwako,,,,isilinganiso esingezelelwako,,,,tekanyohlarekoketšego,,,,,nyengedzophimodzilafho,,,,,,mpimamurhiengeteleko,,,
dsac_pharm_first_00247,essential medicine,,,essensiële medisyne,noodsaaklike medisyne,,,,,amayeza angundoqo,,,,umutsi losidzingo,umutsi losisekelo,,,isihlahla ekuphilwa ngaso,,isihlahla esisisekelo,,sehlarenyakegokgolo,,,,,mushonga wa ndeme,,,,,,murhixidingo,,,
dsac_pharm_first_00248,ethanoic acid,acetic acid,,asynsuur,etanoësuur,,,,,iathanoyikhi asidi,iviniga yaselebhu,,,i-esidi lenebuviniga,,,,iviniga,,,,esiti ya ethanoiki,,binika,,,viniga,ethanoikiesidi,ethanoikidungi,,,,ethanoyiki-asidi,,,
dsac_pharm_first_00249,ethanol,ethyl alcohol,,etanol,etielalkohol,,,,,i-ithanoli,,,,i-alkhoholi,,,,i-ethanoli,,,,ethanolo,,,,,ethanoḽo,,,,,,ithanolo,,,
dsac_pharm_first_00250,ethical drug,,,etiese medisyne,etiese geneesmiddel,,,,,ichiza elifumaneka ngokusemthethweni,,,,umutsi lomiselwe,likhambi lelimiselwe,,,isihlahla esitholakala ngomlayelo,,,,sehlaretumelelwa,,,,,tshidzidzivhadzi tsho themendelwaho,tshidzidzivhadzithemen delwa,,,,,xidzidziharindzawulelo,,,
dsac_pharm_first_00251,eutectic <adj.> {a solution},,,eutekties,,,,,,-nyibilika lula,,,,-ncibilika kakula,,,,-ncibilikako,,-tjhubako,,-tološwago nolo,,,,,tshiluḓitshayatshanduko,tshidzidzivhadzithemen delwa,,,,,-tiyan'oka hi ku olova,,,
dsac_pharm_first_00252,excipient,,,bindmiddel,bindstof,,,,,isongezelelo kulwenziwoyeza,,,,sitsakophilisi,,,,isithako sepilisi,,,,setlaleletšaphilisi,,,,,zwivhumbamishonga,,,,,,xiheleketaphilisi,,,
dsac_pharm_first_00253,excoriation,,,skawing,afskawing,,,,,umenzakalo esikhumbeni,,,,kuhwebheka,kuhhwebheka,,,ukuphunyuka,,,,mongwapo,,go ngapega,,,mbalealukanda,,,,,,ku haleka,ku khwayeka,,
dsac_pharm_first_00254,excretion,,,uitskeiding,ekskresie,,,,,okukhutshwa ngumzimba,,,,kukhipha kungcola emtimbeni,,,,ukukhupha okungasafunekiko emzimbeni,,,,ntšhotšhilammeleng,,,,,u bvisa tshika,vhubvisatshika,,,,,ku humesa thyaka,,,
dsac_pharm_first_00255,excretory system,,,uitskeidingstelsel,ekskresiestelsel,,,,,inkqubo yokukhupha komzimba,,,,luhlelo lwekukhipha kungcola emtimbeni,,,,irherho lokukhupha okungafunekiko emzimbeni,,,,mokgwapeakanyontšhotšhilammeleng,,,,,sisiṱeme ya u bvisa tshika muvhilini,sisteme ya bvisatshika,,,,,sisiteme yo humesa thyaka,,,
dsac_pharm_first_00256,exhaustion,,,uitputting,,,,,,ukudubeka komzimba,,,,kudzinwa,kukhatsala,,,ukudinwa khulu,,,,molapo,,tapo,,,khuleanungo,maneto,,,,,ntshimbitelo,,,
dsac_pharm_first_00257,exotoxin,,,eksotoksien,eksotoksine,,,,,ityhefu ekhutshwa yintsholongwane,,,,butsi lobuhlasela lingaphandle lenhlayiya,,,,itjhefu esahlela ilingaphandle leseli,,,,mpholontlepaketheriya,,,,,mulimomviselwannḓa ha bakitheria,ekzothikizini,,,,,vuxungu bya le handle ka sele,,,
dsac_pharm_first_00258,expectorant,,,ekspektorant,slymverdunner,,,,,isithambisisikhohlela,,,,umutsi lotsambisa sifuba,,,,isihlahla esikhupha isikhohlela,,i-ekspekthorenti,,sentšhasehuba,,sentšhasegohlolwa,,,mushongamvisatshilangwa,,,,,,murhi wo pfula xifuva,xihumesisaxikhohlola,,
dsac_pharm_first_00259,extended-release medication,,,vrystellingsgereguleerde medisyne,vrystellingsgereguleerde medikasie,verlengdevrystellingsmedisyne,verlengdevrystellingsmedikasie,,,iyeza elihlalayo emzimbeni,,,,umutsi losebenta sikhatsi lesidze,,,,isihlahla esisebenza isikhathi eside,,,,tokollohlarekatološo,,,,,mushongamushuma nga mutomemutome,,,,,,murhi wo tirha nkarhi wo leha,,,
dsac_pharm_first_00260,family history {of e.g. illnesses},,,familiegeskiedenis,,,,,,imbali yempilo yosapho,,,,umlandvomphilo wemndeni,,,,umlando womndeni,,,,historilapa,,,,,ḓivhazwakale ya muṱa,,,,,,matimu ya ndyangu,,,
dsac_pharm_first_00261,fibrosis,,,fibrose,bindweefselverdikking,,,,,ifayibhrosisi,,,,sifo semitsambo,,,,ifayibhrosisi,,,,faeporosisi,,,,,faiburosisi,faibrosisi,,,,,fayiburosisi,,,
dsac_pharm_first_00262,finished product {medicinal product},,,eindproduk,voltooide produk,,,,,imveliso egqityiweyo,iyeza eligqityiweyo ukwenziwa,,,umkhicito,,,,umkhiqizo opheleleko,,ipahla epheleleko,,sehlarephethagetše,,,,,tshibveledzwakhunyeledzwa,,,,,,ximakiwa lexi nga hela,,,
dsac_pharm_first_00263,fixed oil,,,nievlugtige olie,,,,,,ioyile engangxengwanga,ioyile engaphithikezwanga,,,i-oyili lengahwamuki,emafutsa langahwamuki,,,i-oli yokudla engatjhugulukiko,,amafutha wokudla angatjhugulukiko,,olisemoyafale,,,,,mapfuramvelo,oiḽimvelo,,,,,mafurha ya ntumbuluko,,,
dsac_pharm_first_00264,food poisoning,,,voedselvergiftiging,,,,,,ukuguliswa kukutya okutyhefekileyo,,,,kugula lokubangwa kudla lokunebutsi,,,,ukuguliswa kukudla okunetjhefu,,,,bolwetšitšhilafalodijong,,,,,vhulwadze ha tshikafhadzo,vhulimodzwa nga zwiḽiwa,,,,,nchefuhato hi swakudya,,,
dsac_pharm_first_00265,forceps,tongs,,tang,pinset,forceps,knyper,klem,klamp,isibambo kwigumbi lotyando,,,,ludlawu,,,,idlawu,,,,sepato,,,,,fosepusi,,,,,,xitsavulo,,,
dsac_pharm_first_00266,formaldehyde,,,formaldehied,,,,,,ifomalidihayidi,,,,ifomalidihayidi,,,,ifomaldihayidi,,,,fomaletehaete,,lenaneohlare,,,fomaḽadihaidi,fomaldihaidi,,,,,fomalidihayidi,,,
dsac_pharm_first_00267,formulary,,,formularium,,,,,,uluhlu lwamayeza agunyazisiweyo,,,,luhlu lwemitsi legunyatiwe,,,,irhelo leenhlahla ezenyuliweko,,ifomulari,,fomulari,,,,,mutevhe wa mushongatiwa,fomuḽari,,,,,nxaxamelo wa mirhi,nongoloko wa mirhi,fomulari,
dsac_pharm_first_00268,frostbite,,,vriesbrand,,,,,,ukutyiwa yiqabaka,,,,kudlavutwa lichwa,umdlavutwamakhata,,,amarhojani,,,,kgobalohlolwakebotšididi,,,,,mupisexwatu,,,,,,vuvabyi bya gwitsi,,,
dsac_pharm_first_00269,gallstone,,,galsteen,,,,,,amatye enyongo,,,,litjenyongo,,,,ilitjana lenyongo,,,,maswikanagala,,,,,thongwana kha tshavhuṱungu,,,,,,xiribyananyongweni,,,
dsac_pharm_first_00270,gamete,sex cell,,gameet,geslagsel,,,,,iseli yenzala,,,,liselintalo,,,,iseli lobulili,,igamithi,,diselepeu,,,,,sele ya mbeu,tsiki ya mbeu,,,,,selembeleko,,,
