id,eng__001,eng__002,eng__003,eng__004,afr__001,afr__002,afr__003,zul__001,zul__002,zul__003,zul__004,xho__001,xho__002,xho__003,xho__004,ssw__001,ssw__002,ssw__003,ssw__004,nde__001,nde__002,nde__003,nde__004,tsn__001,tsn__002,tsn__003,nso__001,nso__002,nso__003,nso__004,nso__005,sot__001,sot__002,sot__003,sot__004,ven__001,ven__002,ven__003,tso__001,tso__002,tso__003
dsac_multi_parl_00148,Department of Provincial and Local Government,,,,Departement van Provinsiale en Plaaslike Regering,,,uMnyango Wohulumeni Bezifundazwe Nabezindawo,,,,iSebe looRhulumente bamaPhondo nabeeNgingqi,,,,Litiko Letabohulumende Besifundza Nebasekhaya,,,,umNyango waboRhulumende beemFunda nabeeNdawo,,,,Lefapha la Diporofense le Pusoselegae,,,Kgoro ya Pušoselegae le Probentshe,Kgoro ya Pušoselegae le Profense,Kgoro ya Pušoselegae le Provense,,,Lefapha la Mebuso ya Diprovense le ya Lehae,,,,Muhasho wa Mavundu na Mivhuso Yapo,,,Ndzawulo ya Mfumo wa Swifundzankulu na Miganga,,
dsac_multi_parl_00149,Department of Public Enterprises,,,,Departement van Openbare Ondernemings,,,uMnyango Wezamabhizinisi Kahulumeni,,,,iSebe lezaMashishini kaRhulumente,,,,Litiko Leteluhwebo Lwahulumende,,,,umNyango wezamaBhizinisi womBuso,,,,Lefapha la Ditiro tsa Setšhaba,Dikgwebo tsa Setšhaba,,Kgoro ya Dikgwebo tša Setšhaba,,,,,Lefapha la Dikgwebo tsa Setjhaba,,,,Muhasho wa Mabindu a Tshitshavha,,,Ndzawulo ya Mabindzu ya Mfumo,,
dsac_multi_parl_00150,Department of Public Service and Administration,,,,Departement van Staatsdiens en Administrasie,,,uMnyango Wezemisebenzi Kahulumeni Nokuphathwa Kwayo,,,,iSebe leeNkonzo zoLuntu noLawulo,,,,Litiko Letemisebenti Yahulumende Nekuphatsa,,,,umNyango wezokuLawulwa kwemiSebenzi yomBuso,,,,Lefapha la Bodiredipuso le Botsamaisi,,,Kgoro ya Taolo le Tirelo ya Mmušo,,,,,Lefapha la Ditshebeletso tsa Setjhaba le Tsamaiso,,,,Muhasho wa Tshumelo ya tshitshavha na Ndaulo,,,Ndzawulo ya Vatirhela-Mfumo,,
dsac_multi_parl_00151,Department of Public Works,,,,Departement van Openbare Werke,,,uMnyango Wezemisebenzi Yomphakathi,,,,iSebe lezeMisebenzi kaRhulumente,,,,Litiko Letemisebenti Yesive,,,,umNyango wezemiSebenzi yomBuso,,,,Lefapha la Ditiro tsa Setšhaba,,,Kgoro ya Mešomo ya Mmušo,,,,,Lefapha la Mesebetsi ya Setjhaba,,,,Muhasho wa Mishumo ya Tshitshavha,,,Ndzawulo ya Mintirho ya Mfumo,,
dsac_multi_parl_00152,Department of Safety and Security,,,,Departement van Veiligheid en Sekuriteit,,,uMnyango Wezokuphepha Nezokuvikeleka,,,,iSebe lezoKhuselo noKhuseleko,,,,Litiko Letekuphepha Nekuvikeleka,,,,umNyango wezokuPhepha nokuVikeleka,,,,Lefapha la Pabalesego le Tshireletso,,,Kgoro ya Polokego le Tšhireletšego,,,,,Lefapha la Polokeho le Tshireletso,,,,Muhasho wa Tsireledzo na Mbulungeo,,,Ndzawulo ya Vuhlayiseki na Nsirhelelo,,
dsac_multi_parl_00153,Department of Science and Technology,,,,Departement van Wetenskap en Tegnologie,,,uMnyango Wezesayensi Nobuchwepheshe,,,,iSebe lezeNzululwazi nobuChwepheshe,,,,Litiko Letesayensi Nethekhinoloji,,,,umNyango wezeSayensi neThekhinoloji,,,,Lefapha la Bonetetshi le Thekenoloji,,,Kgoro ya tša Mahlale le Theknolotši,Kgoro ya Saense le Theknolotši,,,,Lefapha la Saense le Theknoloji,,,,Muhasho wa Saintsi na Thekhinoḽodzhi,,,Ndzawulo ya Sayense na Thekinoloji,,
dsac_multi_parl_00154,Department of Social Development,,,,Departement van Maatskaplike Ontwikkeling,,,uMnyango Wezokuthuthukiswa Komphakathi,,,,iSebe lezoPhuhliso loLuntu,,,,Litiko Letekutfutfukisa Tenhlalo,,,,umNyango wezokuThuthukiswa komPhakathi,,,,Lefapha la Tlhabololo ya Loago,,,Kgoro ya Tlhabollo ya tša Setšhaba,,,,,Lefapha la Ntshetsopele ya Setjhaba,,,,Muhasho wa Mveledziso ya Matshilisano,,,Ndzawulo ya Nhluvukiso wa Vanhu,,
dsac_multi_parl_00155,Department of Sport and Recreation,,,,Departement van Sport en Ontspanning,,,uMnyango Wezemidlalo Nokungcebeleka,,,,iSebe lezeMidlalo noLonwabo,,,,Litiko Letemidlalo Nekukhibika,,,,umNyango wezemiDlalo nokuziThabisa,,,,Lefapha la Metshameko le Boitapoloso,,,Kgoro ya Dipapadi le Boitapološo,,,,,Lefapha la Dipapadi le Boikgathollo,,,,Muhasho wa zwa Mitambo na Vhuḓimvumvusi,,,Ndzawulo ya Mintlangu na Vuhungasi,,
dsac_multi_parl_00156,Department of Trade and Industry,,,,Departement van Handel en Nywerheid,,,uMnyango Wezohwebo Nezimboni,,,,iSebe lezoRhwebo noShishino,,,,Litiko Letekuhwebelana Netetimboni,,,,umNyango wezeRhwebo namaBubulo,,,,Lefapha la Kgwebisano le Madirelo,,,Kgoro ya Bogwebi le Bohlagiši,,,,,Lefapha la Kgwebisano le Indasteri,,,,Muhasho wa Mbambadzo na Nḓowetshumo,,,Ndzawulo ya Mabindzu na Vumaki,,
dsac_multi_parl_00157,Department of Transport,,,,Departement van Vervoer,,,uMnyango Wezokuthutha,,,,iSebe lezoThutho,,,,Litiko Letekutfutsa,,,,umNyango wezokuThutha,,,,Lefapha la Dipalangwa,,,Kgoro ya Dinamelwa,,,,,Lefapha la Dipalangwang,,,,Muhasho wa Vhuendi,,,Ndzawulo ya Vutleketli,,
dsac_multi_parl_00158,Department of Water Affairs and Forestry,,,,Departement van Waterwese en Bosbou,,,uMnyango Wezamanzi Namahlathi,,,,iSebe lezaManzi namaHlathi,,,,Litiko Letemanti Netemahlatsi,,,,umNyango wezaManzi namaHlathi,,,,Lefapha la Merero ya Metsi le Dikgwa,,,Kgoro ya Merero ya Meetse le Kagodikgwa,,,,,Lefapha la Merero ya Metsi le Meru,,,,Muhasho wa zwa Maḓi na Maḓaka,,,Ndzawulo ya Timhaka ta Mati ni Swihlahla,,
dsac_multi_parl_00159,deploy v.,,,,ontplooi,,,-juba,,,,ukuthumela kwenye indawo,ukutshintsha,,,tfumela ngenhloso,,,,-layela umsebenzi,,,,bolotsa,,,romela,,,,,diploya,,,,rumela,,,rhumela,,
dsac_multi_parl_00160,deputy minister,,,,adjunkminister,,,iphini likangqongqoshe,isekelangqongqoshe,,,usekela-mphathiswa,,,,lisekelandvuna,,,,isekela likangqongqotjhe,iphini likangqongqotjhe,,,motlatsatona,,,motlatšatona,,,,,motlatsi wa letona,,,,mufarisaminisiṱa,tshanḓa tsha minisiṱa,mufarisi wa minisṱa,xandla xa holobye,,
dsac_multi_parl_00161,Deputy Speaker,,,,Adjunkspeaker,,,iPhini Likasomlomo,iSekelasomlomo,,,USekela-Somlomo,,,,Lisekelasomlomo,Lisekela Lasomlomo,,,isekela likaSpikha,isekela likaSomlomo,iphini likaSomlomo,iphini likaSpikha,Motlatsammusakgotla,Motlatsasepikara,,Motlatšasepikara,,,,,Motlatsi wa Spikara,,,,Mufarisamulangadzulo,,,Xandla xa Xipikara,,
dsac_multi_parl_00162,designation,,,,aanwysing,,,isikhundla,,,,iwonga,isikhundla,,,sikhundla,,,,isikhundla,,,,inakemo,,,maemo,,,,,maemo,,,,vhuimo,,,xiyimo,,
dsac_multi_parl_00163,Development Bank of Southern Africa,DBSA,,,Ontwikkelingsbank van Suider-Afrika,OBSA,,iBhange Lentuthuko Yamazwe Ase-Afrika AseNingizumu,,,,iBhanki yoPhuhliso yaseMazantsi eAfrika,,,,Libhange Letekutfutfukisa Le-Afrika LeseNingizimu,i-DBSA,,,iBulungelo lokuThuthukisa amazwe ase-Afrika engeSewula,,,,Bankatlhabololo ya Borwa ba Aforika,DBSA,,Pankatlhabollo ya Borwa bja Afrika,,,,,Banka ya Ntshetsopele ya Afrika e ka Borwa,,,,Bannga ya Mveledziso ya Tshipembe ha Afrika,,,Bangi ya Nhluvukiso ya le Dzongeni wa Afrika,,
dsac_multi_parl_00164,development initiative,,,,ontwikkelingsinisiatief,,,izinhlelo zentuthuko,,,,ilinge lophuhliso,,,,umtamo wetekutfutfukisa,,,,amahlelo wokuthuthukisa,,,,itshimololelotlhabololo,,,boithomelotlhabollo,,,,,matsapa a ntshetsopele,,,,vhumbale ha mveledziso,,,matshalatshala yo hluvukisa,,
dsac_multi_parl_00165,diaspora,,,,diaspora,volksverstrooiing,,ufuduko,,,,ubhaco,ukuthi saa kwabantu,,,kusabalala,kuhlakateka,,,iphalalo,,,,phasalaho,phalalo,,tšhwalalano,diaspora,,,,diyasephora,,,,mupfuluwo,khasekano,,vuhangalaki,,
dsac_multi_parl_00166,diplomat,,,,diplomaat,,,usomaqhinga,,,,unozakuzaku,ungqondongqondo,,,lincusa,,,,usomaqhinga,ihlakani,,,moemelanaga,modipolomate,,motseta,modiplomate,,,,diplomate,,,,mudipḽomati,,,muyimela-tiko,ntsumi ya tiko,
dsac_multi_parl_00167,directorate,,,,direktoraat,,,uphiko lomqondisi,,,,icandelo lolawulo,ulawulo,,,luphiko,,,,iphiko lomnyango,ibhodi yabanqophisi,,,bokaedi,,,lefapha,lefapa,,,,bolaodi,,,,ndangulo,vhulangi,,vulawuri,,
dsac_multi_parl_00168,director-general,,,,direkteur-generaal,,,umqondisi jikelele,,,,umlawuli-jikelele,,,,umcondzisi jikelele,,,,umnqophisi zombelele,,,,mokaedikakaretso,,,molaodipharephare,,,,,molaodi e moholo,molaodikakaretso,,,mulangi muhulwane,,,mulawuri-jenerali,mulawurinkulu,mulawuri-angarhelo
dsac_multi_parl_00169,disadvantaged community,,,,benadeelde gemeenskap,agtergeblewe gemeenskap,,umphakathi wabancishwe amathuba,,,,abantu abahlelelekileyo,uluntu oluhlelelekileyo,,,ummango lophuyisiwe,,,,umphakathi odinywe amathuba,,,,baagi ba ba tlhokomologilweng,,,setšhaba seo se hlokišitšwego,,,,,setjhaba se kotetsweng,setjhaba se tinngweng menyetla,,,tshitshavha tsho siwaho nnḓa,,,vapfumatiwa,,
dsac_multi_parl_00170,disaster area,,,,rampgebied,,,indawo emenyezelwe njengenhlekelele,,,,ummandla wentlekele,,,,indzawo lekhahlametekile,indzawo yenhlekelele,,,indawo yehlekelele,,,,lefelo la matlhotlhapelo,,,tikologo ya mašula,,,,,sebaka sa koduwa,,,,vhupo ha tshinyalelo,,,ndhawu ya khombo,,
dsac_multi_parl_00171,disaster management,,,,rampbestuur,,,ukulawulwa kwenhlekelele,,,,ukujongana nentlekele,,,,kumelana nenhlekelele,kumelana nekukhahlameteka,,,ilawulo lehlekelele,,,,taolo ya matlhotlhapelo,taolomaemo a matlhotlhapelo,,taolo ya mašula,,,,,taolo ya koduwa,,,,ndaulo ya tshinyalelo,vhulangi ha tshinyalelo,,vulawuri bya makhombo,,
dsac_multi_parl_00172,disenfranchise,,,,stemreg ontneem,ontkieser,,ukuphucwa ilungelo,,,,ukuhluthwa ilungelo lokuvota,,,,kwemuka lilungelo lekuvota,,,,emuka ilungelo lokuvowuda,,,,kamogodithata,,,go hlokišwa tokelokgetho,,,,,ho kotela ditokelong tsa ho kgetha,ho thibela ho kgetha,,,u ṱangula pfanelo dza u vouta,u ṱangula pfanelo dza u khetha,,ku tekeriwa matimba,,
dsac_multi_parl_00173,dispensation,,,,bedeling,,,isikhathi sombuso,,,,ixesha lolawulo elithile,,,,sikhatsikubusa,,,,isikhathi sombuso,,,,pakatsamaiso,,,mehleng,,,,,tsamaiso,,,,nyimele ya poḽotiki ya tshifhinga tshenetsho,,,nkarhi,,
dsac_multi_parl_00174,division,,,,verdeling,,,ukuzehlukanisa,ukuzaba,,,ukwahlula,ukwahlula indlu,ukuvotisa ipalamente,,kwehlukanisa,,,,ukwahlukanisa,,,,kgaogano,,,karogano,,,,,karolo,,,,khethekanyo,,,ku avanyisa,,
dsac_multi_parl_00175,division list,,,,verdelingslys,,,uhlu lokuzehlukanisa,,,,uluhlu lweziphumo zovoto,,,,luhlumphumela,luhlu lwekwehlukanisa,,,irhelo lomphumela wokuhlukanisa,,,,lenaanekgaogano,,,lenaneokaroganyo,lenaneo la karoganyo,,,,lenane la karohano,,,,mutevhe wa khethekanyo,,,nongonoko wo avanyisa,,
dsac_multi_parl_00176,draconian measures,,,,drakoniese maatreëls,,,izinyathelo zokubhekana nobunzima,,,,amanyathelo angqwabalala,,,,tinyatselo leticatsa,tinyatselo letimatima,,,amagadango welunya,,,,dikgato tse di setlhogo,,,magatošoro,,,,,mehato e sehloho,,,,maga a tshiṱuhu,,,magoza ya vukarhi,,
dsac_multi_parl_00177,draft bill,,,,konsepwetsontwerp,,,umthethosivivinywa ohlongozwayo,,,,umthetho oyilwayo,umthetho osaqulunqwayo,umthetho ongekaphunyezwa,ibhili,umtsetfosivivinyo loluhlaka,,,,umtlamo womthethomlingwa,umthethomlingwa osatlanywako,,,molaotlhomokakangwa,,,molaokakanywatlhangwa,,,,,moralo wa bili,,,,mvetomveto ya mulayotibe,,,mpfampfarhuto wa nawumbisi,,
dsac_multi_parl_00178,drought-relief measures,,,,droogtehulp,,,izinhlelo zokusiza abahlukunyezwe isomiso,izinsizanhlelo zabahlukunyezwe isomiso,,,amanyathelo okunceda abathwaxwe yimbalela,uncedo ngexesha lembalela,,,emasu ekutsiba somiso,,,,amagadangosizo wesomiso,,,,dikgatonamolaleuba,,,magatokimollakomelelo,,,,,mehato nakong ya komello,,,,magandeludzi a gomelelo,,,magoza yo phalala,magoza ya mphalalo,
dsac_multi_parl_00179,embargo,,,,embargo,verbod,,ukugodla okubhaliwe,,,,ukubanjwa kopapasho,,,,kuvimbeka kwesikhashana,,,,isiqabelo,,,,kiletso,,,kiletšo,,,,,pehelo ya nako,,,,nyiledzo,,,xiyiriso,,
dsac_multi_parl_00180,embassy,,,,ambassade,,,isikhungo senxusa,,,,iziko lezozakuzo,,,,lihhovisi lemancusa,,,,indawo yabazenda,isiqhema sabazenda,,,ntlokemedi,,,botseta,embasi,empasi,,,bonqosa,,,,embasi,vhuḓinḓa,,yindlu ya vuyimeri,,
dsac_multi_parl_00181,employment equity,,,,gelykberegtiging by indiensneming,,,ukuqasha ngokulinganisa,,,,ubulungisa kwezengqesho,ulungelelwaniso kwezengqesho,,,kulinganisa ematfuba ekucasha,,,,ukuqatjha ngokulinganisa,,,,tekatekanyothapo,,,tekatekanothwalong,tekatekanokhirong,,,,tekatekano kgirong,,,,ndinganyiso ya matholele,nyeḓanyiso ya matholele,,ndzinganiso wa matholele,,
dsac_multi_parl_00182,empowerment,,,,bemagtiging,,,ukuthuthukisa,unikomandla,,,ukuxhobisa,,,,kuhlomisa,kunika emandla,,,-hlomisa,,,,maatlafatso,,,matlafatšo,,,,,matlafatso,,,,vhuṋeamaanḓa,,,ku nyika matimba,,
dsac_multi_parl_00183,enfranchise,,,,stemreg verleen,,,ukunika ilungelo,unikolungelo,,,ukunika igunya lokuvota,,,,kunika lilungelo lekuvota,,,,nikela ilungelo lokuvowuda,,,,neelodithata,kabelodithata,,fiwa tokelokgetho,,,,,tumello ya ho vouta,,,,ndugela u vouta,u lugela u vouta,,ku nyika matimba,,
dsac_multi_parl_00184,enquiry,,,,ondersoek,,,uphenyo,,,,ukubuza,umbuzo,,,luphenyo,luhlolo,,,iphenyo,,,,patlisiso,potsolotso,,nyakišišo,,,,,patlisiso,,,,ṱhoḓisiso,,,xivutiso,,
dsac_multi_parl_00185,equal opportunity programme,,,,gelykegeleenthede-program,,,uhlelo lokulinganiswa kwamathuba,uhlelolinganiso lwamathuba,uhlelolinganisomathuba,,inkqubo yamathuba alinganayo,,,,luhlelo lwematfuba lalinganako,,,,ihlelo lokulinganiswa kwamathuba,,,,lenaane la tekatekanyoditšhono,,,lenaneo la tekatekano ya dibaka,,,,,lenaneo la menyetla e lekanang,,,,mbekanyamushumo ya ndinganyiso ya zwikhala,nzudzanyamushumo wa ndinganyiso ya zwikhala,,nongonoko wo ringananisa,,
dsac_multi_parl_00186,estimate expenditure,,,,geraamde uitgawes,geskatte uitgawes,,isilinganisozindleko,,,,uqikelelo lwenkcitho,,,,inchitfosilinganiso,,,,isilinganiso seendleko,,,,kabakanyo ya ditshenyegelo,,,tekanyetšo ya tshenyagalelo,,,,,kakanyo ya ditjeho,,,,mugaganyo wa tshinyalelo,,,mpimanyeto wa tihakelo,,
dsac_multi_parl_00187,Eurocentric,,,,Eurosentries,,,ukubuka kokwaseNtshonalanga,,,,ngokwaseNtshona,,,,Buyurophu,,,,-dzimelele ngobuYuropu,-yame ngobuYuropu,,,molebo wa Seyuropa,,,Botšo bja Yuropa,,,,,Seyuropa,,,,vhuḓibaḓekanyi na Yuropa,Vhuyuropa,,swa Xiyuropa,,
dsac_multi_parl_00188,exchequer,,,,skatkis,,,umgcinimafa kahulumeni,,,,isebe likanondyebo,,,,umphatsitimali tembuso,,,,umnyango wezeemali zombuso,,,,motsholamatlotlo,,,sešegotlotlo,,,,,botshwaramatlotlo,,,,mulangagwama,,,nkwama wa mfumo,,
dsac_multi_parl_00189,executive,,,,uitvoerende owerheid,,,uphiko lweziphathimandla,,,,isigqeba,ibhunga labaphathiswa,,,sigungu lesiphetse,,,,isigungu,,,,khuduthamaga,,,bophethišo,,,,,phethahatso,,,,khorondanguli,khorondangi,,huvonkulu,,
dsac_multi_parl_00190,executive committee,,,,dagbestuur,,,ikomidi leziphathimandla,,,,ikomiti yesigqeba,,,,likomiti leliphetse,ikomiti lephetse,,,ikomidi yesigungu,,,,komitikhuduthamaga,,,komitiphethiši,komitiphethišo,,,,komiti ya phethahatso,,,,komitindangi,,,komitinkulu,xihubyanankulu,
dsac_multi_parl_00191,Executive Council,,,,Uitvoerende Raad,,,uMkhandlu Weziphathimandla,,,,iBhunga elisisiGqeba,,,,umkhandlusigungu,,,,umKhandlu wesiGungu,,,,Kgotlakhuduthamaga,,,Lekgotlaphethišo,Lekgotlaphethiši,Khuduthamaga,,,Lekgotla la Phethahatso,,,,Khorotshitumbe,,,Huvonkulu,,
dsac_multi_parl_00192,ex officio,,,,ex officio,,,-ngokwelungelo lesikhundla,,,,ngenxa yesikhundla,,,,-ngekwemandla esikhundla,,,,ngamandla wesikhundla,,,,tokololo ka kemo,,,ka maatla a maemo,ex officio,,,,ka maemo,,,,muraḓo nga vhuimo,,,xirho hi xiyimo,,
dsac_multi_parl_00193,explanatory memorandum,,,,verklarende memorandum,,,incazelo efinqiwe ngomthethosivivinywa,,,,imemorandam echazayo,,,,emavi lachazako,imemorandamu lechazako,,,isihlathululi somthethomlingwa,,,,memorantamotlhaloso,,,memorantamotlhathollo,memorantamotlhaloši,,,,memorandamo o hlalosang,,,,memorandamu wa ṱhalutshedzo,,,memorandamu yo hlamusela,,
dsac_multi_parl_00194,extraparliamentary,,,,buiteparlementêr,,,okungaqondene nephalamende,,,,ezingezozepalamente,,,,ngaphandle kwephalamende,,,,ngaphandle kwepalamende,,,,tse e seng tsa palamente,,,ka ntle ga palamente,,,,,ka ntle ho palamente,,,,nnḓa ha phaḽamennde,,,xa ntsakela palamende,,
dsac_multi_parl_00195,facilitate,,,,fasiliteer,,,-khomba indlela,-endlalela,-hlahla indlela,,ukubhexesha,ukujola,,,chuba,,,,-kghonakalisa,,,,nolofatsa,bebofatsa,kgontsha,nsoša,laola,,,,tsamaisa,potlakisa,,,-tshimbidza,-leludza,,kondletela,,
dsac_multi_parl_00196,fact-finding mission,,,,feitesending,,,umbhidlango wokuthola amaqiniso,,,,iphulo lokugqogqa,iphulo lokuziphandela,imfuna-lwazi,,umkhankhaso wekutfola emaciniso,,,,isiqhema sokuthola amaqiniso,,,,letsholopatlodintlha,,,thomo ya go hwetša ditaba,,,,,letsholo la ho utulla dintlha,,,,fulo ḽa ṱhoḓisiso,,,pfhumba ro kumisisa,,
dsac_multi_parl_00197,Fascism,,,,Fascisme,,,uHulumeni Ongundlovukayiphikiswa,,,,ubuNgqwangangqili,ubuZwilakhe,,,buntsamolukhuni lobundlulele,,,,ihlelo lobuzwi abuphendulwa,ifasizimu,,,bobusaesi,,,Bobuša bja Bofasisi,Bobuša bja Fasisime,Pušonoši ya Bofasisi,Pušonoši ya Fasisime,,Mmuso wa kgatello,,,,Muvhusawoga,Fasizimu,,Mafumelo ya Nsindziso,Xifasizimi,
dsac_multi_parl_00198,federalism,,,,federalisme,,,ukubusa ngemibusobuso,,,,obufederali,,,,umbuso tifundzafundza,,,,irherho levumelwanombuso,,,,tshwaragano,bofederale,,bofederale,federalisimo,,,,bofederale,,,,kuvhusele kwa feḓeraḽa,vhufeḓeraḽa,,xifederali,,
dsac_multi_parl_00199,first reading,,,,eerste lesing,,,ukwethulwa kokuqala komthethosivivinywa,,,,ufundo lokuqala,,,,lufundvonchanti,kufundza kwekucala,,,isethulontangi,,,,puiso ya ntlha,,,palo ya pele,go balwa la mathomo,,,,palo ya pele,,,,u vhalwa lwa u thoma,,,ku andlala nawumbisi ro sungula,,
dsac_multi_parl_00200,First World country,,,,Eerstewêreldland,,,iZwe Elithuthuke Ngokwanele,iZwe Elicebile,,,ilizwe eliTyebileyo,,,,emave latfutfukile,,,,iliZwe eliThuthuke ngokwAneleko,,,,Naga e e Tlhabologileng,,,Naga ye e Hlabologilego,,,,,Naha e Tswetseng Pele,,,,Shango ḽo Bvelaho Phanḓa,,,Tiko leri Hluvukeke,,
dsac_multi_parl_00201,fiscal,,,,belasting,,,imali kahulumeni,,,,iingeniso zerhafu,,,,-phatselene nentsela,,,,umlawuliimali zombuso,,,,lotseno {lekgetho},,,ya ditšhelete tša mmušo,,,,,ditjhelete tsa lekgetho,,,,muthelo,,,swa xibalo,,
dsac_multi_parl_00202,fiscal year,,,,begrotingsjaar,fiskale jaar,,unyaka wezimali zikahulumeni,,,,unyaka-mali,,,,umnyakantsela,,,,umnyaka weemali karhulumende,,,,ngwaga wa ditšhelete,,,ngwaga wa ditšhelete,,,,,selemo sa mmuso sa ditjhelete,,,,ṅwaha wa muthelo,ṅwaha wa muvhalelano,,lembe-ximali,,
dsac_multi_parl_00203,fiscus,,,,fiskus,,,isikhwama sezimali zikahulumeni,,,,imali zikarhulumente,,,,intsela,,,,isikhwama seemali sikarhulumende,,,,madi a puso,,,letlole,sekhwama,,,,taolo ya tjhelete ya setjhaba,,,,gwama,,,xibalo,,
dsac_multi_parl_00204,floor of the House,,,,vloer van die Huis,,,inkundla yePhalamende,,,,indawo ehlala amalungu kwitsheyimba,,,,indzawo yemalunga,,,,iNdawo yeNdlu yePalamende,,,,manno a Bapalamente,,,lebato la maloko a Ngwako,,,,,ditulo tsa Ditho,,,,lufhera lwa nnḓu,,,vutshamo ku ya hi Vandla,,
dsac_multi_parl_00205,foreigner,,,,uitlander,,,umuntu wezizwe,,,,umphambukeli,umngeneleli,,,umchamuki,,,,iphandle,,,,motswakwa,moditšhaba,mosele,motšwantle,,,,,molata,,,,mubvannḓa,,,muhlapfa,,
dsac_multi_parl_00206,foreign exchange,,,,buitelandse valuta,,,uguqulomali lwamazwengamazwe,,,,utshintsho lwemali yamanye amazwe,,,,imali yangaphandle,,,,itjintjiselwanomali yamazwe,,,,thefosanomadi ya boditšhaba,kananyomadi ya boditšhaba,,phetošetšontle ya ditšhelete,,,,,phapanyetsano ya ditjhelete tsa bolata,,,,thengiselano ya tshelede,,,vucincanisi bya timali,,
dsac_multi_parl_00207,framework,,,,raamwerk,,,uhlaka,,,,inkqubo-sikhokelo,,,,luhlaka,,,,iphahla,itlhatlha,,,letlhomeso,,,tlhako,,,,,moralo,,,,muteo,,,rimba,pulani,
dsac_multi_parl_00208,free and fair election,,,,vrye en regverdige verkiesing,,,ukhetho olukhululekile,,,,unyulo olukhululekileyo,,,,lukhetfo lolukhululekile,lukhetfo lolungavuni hlangotsi,,,ikhetho elilungileko,,,,ditlhopho tse di gololesegileng di sa gobelele,,,dikgetho tše di lokologilego di se nago bosodi,,,,,dikgetho tse lokolohileng tse se nang leeme,,,,khetho dzo vhofholowaho,,,nhlawulo lowu ntshunxekeke,,
dsac_multi_parl_00209,freedom of association,,,,vryheid van assosiasie,,,inkululeko yokuzimbandakanya,ukuzimbandakanya ngenkululeko,,,ilungelo lokuzibandakanya,,,,inkhululeko yebudlelwane,inkhululeko yekutibandzakanya,,,ikululeko yokuhlanganyela,,,,kgololesego ya kamano,,,tokologo ya kamano,,,,,bolokolohi ba dikamano,,,,mbofholowo ya vhuḓibaḓekanyi,,,ntshunxeko wa ku hlangana,,
dsac_multi_parl_00210,freedom of expression,,,,vryheid van uitdrukking,,,ukukhuluma ngenkululeko,,,,ilungelo lokuthetha,,,,inkhululeko yekuvakalisa luvo,inkhululeko yekubeka umbono,,,ikululeko yokukhuluma,,,,kgololesego ya tlhagisomaikutlo,,,tokologo ya go ntšha maikutlo,,,,,bolokolohi ba ho ikutlwahatsa,bolokolohi ba tlhahiso ya maikutlo,,,mbofholowo ya u amba,u tendelwa u amba,,ntshunxeko wo vulavula,,
dsac_multi_parl_00211,free enterprise system,,,,vryeondernemingstelsel,,,uhlelohwebelwano olukhululekile,,,,ushishino oluvulelekileyo,,,,luhlelokuhwebelana lolukhululekile,kuhwebelana,,,irherho lokurhwebelana ngekululeko,,,,thulaganyo ya kgwebisano e e gololesegileng,,,tsela ya bogwebi bjo bo lokologilego,,,,,mokgwa o lokolohileng wa kgwebo,,,,sisṱeme ya vhubindudzi ho vhofholowaho,,,ntshunxeko wa vuxavisi,,
dsac_multi_parl_00212,free market system,,,,vryemarkstelsel,,,uhlelokuhwebelana olukhululekile,,,,urhwebo olungenamiqobo,,,,kuhwebelana,luhlelo lwetimakethe lolukhululekile,,,irherho lemakethe ekhululekileko,,,,thulaganyo ya mebaraka e e gololosegileng,,,tsela ya thekišetšano ye e lokologilego,,,,,mokgwa o lokolohileng wa mebaraka,,,,sisṱeme ya thengiso yo vhofholowaho,,,ntshunxeko wa swa timakete,,
dsac_multi_parl_00213,front bencher,,,,voorbanker,,,ilungu lephalamende elinesikhundla,,,,ilungu elinesikhundla,,,,mahlalembili,,,,ilunga elinesikhundla,,,,monnapele {palamente},,,lelokoketapele,,,,,modulapele,,,,muraḓo muhulwane,,,xirho-xidzi,,
dsac_multi_parl_00214,front benches,,,,voorbanke,,,izihlalo eziphambili ephalamende,,,,izihlalo zabanezikhundla,,,,tihlalo letisembili,,,,iinhlalo ezingaphambili,,,,mannopele,,,madulo a ka pele,,,,,ditulo tse ka pele,,,,madzulo a phanḓa,,,switulu swa le mahlweni,,
dsac_multi_parl_00215,gallery,,,,galery,,,indawo yokuhlala umphakathi ephalamende,,,,igalari,,,,igalari,,,,igalari,indawo yomphakathi epalamende,,,disoloro,manno a baeng,,kalari,maruru a baeng,,,,kalana,,,,vhugalatenga,gaḽari,,galari,,
dsac_multi_parl_00216,gazette,,,,amptelike koerant,,,usomqulu kahulumeni,,,,igazethi,iphephandaba lakwarhulumente,,,igazethi,,,,igazede,,,,phasalatso,kasete,,kuranta ya mmušo,,,,,gazete,koranta ya mmuso,,,gurannḓa ya muvhuso,gazete,,gazete,,
dsac_multi_parl_00217,gender,,,,gender,,,ubulili,,,,isini,,,,bulili,,,,ubulili,,,,bong,,,bong,,,,,bong,,,,mbeu,,,rimbewu,,
