id,eng__001,eng__002,eng__003,eng__004,eng__005,eng__006,eng__007,eng__008,afr__001,afr__002,afr__003,afr__004,afr__005,afr__006,zul__001,zul__002,zul__003,zul__004,zul__005,xho__001,xho__002,xho__003,xho__004,xho__005,xho__006,xho__007,xho__008,ssw__001,ssw__002,ssw__003,ssw__004,ssw__005,nde__001,nde__002,nde__003,nde__004,tsn__001,tsn__002,tsn__003,tsn__004,tsn__005,tsn__006,nso__001,nso__002,nso__003,nso__004,nso__005,nso__006,sot__001,sot__002,sot__003,sot__004,sot__005,sot__006,sot__007,ven__001,ven__002,ven__003,ven__004,ven__005,ven__006,ven__007,ven__008,ven__009,tso__001,tso__002,tso__003,tso__004
dsac_multi_hiv_00282,labour <see also childbirth>,labor <United States>,,,,,,,kraam,,,,,,imihelo,imisiko,ukusikwa,,,ukubeleka,inimba,,,,,,,umhelo,,,,,ukubeletha,,,,lerallo,leralelo,,,,,lešoko,,,,,,ho pepa,ho beleha,ho kena tlung,,,,,u luma ha ṋowa,u vhofholowa,u beba,u tsa mirini,,,,,,ku veleka,ku lumiwa,ku tswala,
dsac_multi_hiv_00283,latency stage,,,,,,,,latente stadium,,,,,,isikhathi sokuzifihla kwegciwane egazini,,,,,ithuba lokuzifihla kwentsholongwane,,,,,,,,kufihleka kwe-HIV,kubhaca kwe-HIV,,,,isigaba sokuzifihla kombulalasihlangu,,,,kgatotlhokamatshwao,,,,,,nako ya go utama ga HIV,,,,,,boemo ba tshwaetso ya HIV bo eso bontshe matshwao,,,,,,,tshiimo tshine tsumbo dza vhulwadze a dzi athu u vhonala,tshiimo tshine tsumbo dza vhuwladze dza sa vhonale,,,,,,,,ntlulelo wo tumbela,,,
dsac_multi_hiv_00284,latex,,,,,,,,lateks,,,,,,okusanjoloba,,,,,irabha,,,,,,,,ilatheksi,,,,,isingaraba,,,,leithekese,,,,,,lathekese,,,,,,leithekse,,,,,,,ḽethekisi,,,,,,,,,lathekisi,dlilavhu,,
dsac_multi_hiv_00285,latex glove,surgical glove,,,,,,,latekshandskoen,chirurgiese handskoen,,,,,igilavu elisanjoloba,,,,,isingxobo sesandla serabha,iglavu yerabha,,,,,,,liglavu lelatheksi,,,,,idlhavu lesingaraba,,,,seatlana sa leithekese,tlelafo ya leithekese,,,,,tlelafo ya lathekese,,,,,,hanesekune ya leithekse,tlelafo ya leithekse,,,,,,giḽavu ḽa ḽethekisi,,,,,,,,,ximandlamandlana xa lathekisi,dlilavhu ya lathekisi,,
dsac_multi_hiv_00286,legal guardian,,,,,,,,wettige voog,,,,,,umbheki osemthethweni,umnakekeli osemthethweni,,,,umlondolozi osemthethweni,umgcini osemthethweni,,,,,,,umnakekeli logunyatiwe,umondli logunyatiwe,,,,umtlhogomeli wangokomthetho,umtjheji wangokomthetho,,,motlhokomedisemolao,,,,,,mohlokomedi wa semolao,,,,,,mohlokomedi wa molao,,,,,,,mulondoli lwa mulayo,muunḓi lwa mulayo,mulondoti lwa mulayo,,,,,,,muhlayisi wa xinawu,,,
dsac_multi_hiv_00287,legal right <often plural>,,,,,,,,wetlike reg,,,,,,ilungelo elisemthethweni,,,,,amalungelo asemthethweni,,,,,,,,lilungelo ngekwemtsetfo,,,,,amalungelo wangokomthetho,,,,tshwanelosemolao,,,,,,tokelo ya semolao,,,,,,tokelo ya molao,,,,,,,pfanelo dza mulayo,,,,,,,,,mfanelo ya xinawu,,,
dsac_multi_hiv_00288,lesbian n.,,,,,,,,lesbiër,,,,,,isitabane sesifazane,,,,,ibhinqa elithandana nelinye ibhinqa,ilesbhiyeni,,,,,,,sitabane lesisikati,,,,,isitabana esisikazi,,,,mongokwabongtshwanang,,,,,,mosadi yoo a ratanago le basadi,tshadinkatona,,,,,mosadi ya ratanang le basadi,setabane sa mosadi,,,,,,musadzimutamambeungae,ḽesibiani,,,,,,,,wansati wo rhandza rimbewufanana,xitavana xa xisati,,
dsac_multi_hiv_00289,lesion <see also skin lesion>,,,,,,,,letsel,,,,,,umhuzuko,isilonda,inxeba,,,ugruzuko,isilonda,,,,,,,kuphotfuka,kuhubuka,,,,umkghubuko,,,,ntho,,,,,,ntho,,,,,,leqeba,,,,,,,tshilonda,ḽesheni,,,,,,,,xilondza,,,
dsac_multi_hiv_00290,life,,,,,,,,lewe,,,,,,impilo,ukuphila,,,,ubomi,,,,,,,,imphilo,,,,,ipilo,,,,botshelo,,,,,,bophelo,,,,,,bophelo,,,,,,,vhutshilo,,,,,,,,,bwerhu,,,
dsac_multi_hiv_00291,life-long maintenance treatment,,,,,,,,lewenslange instandhoudingsbehandeling,,,,,,umuthi wempilo yakho yonke,,,,,unyango lwanaphakade,,,,,,,,likhambi lekwelapha siphelane,likhambi lekwelapha lafutsifutsi,,,,ukwelatjhwa ipilo yakho yoke,ukwelatjhwa ubuphilo bakho boke,,,kalafotshegetso ya tshelojotlhe,,,,,,kalafo ya bophelo ka moka,,,,,,kalafo ya bophelo bohle,,,,,,,dzilafho ḽa vhutshilo hoṱhe,,,,,,,,,matshungulelo ya vutomi hinkwabyo,,,
dsac_multi_hiv_00292,lifestyle,,,,,,,,leefstyl,lewenstyl,leefwyse,lewenswyse,,,indlela yokuphila,,,,,indlela yokuphila,,,,,,,,indlelakuphila,,,,,indlela yokuphila,,,,mokgwatshelo,,,,,,mokgwa wa bophelo,mokgwaphelo,,,,,tsela ya bophelo,,,,,,,matshilele,,,,,,,,,mahanyelo,,,
dsac_multi_hiv_00293,life-threatening,,,,,,,,lewensbedreigend,,,,,,okunengozi empilweni,isifo esibulalayo,,,,okuyingozi empilweni,,,,,,,,yingoti emphilweni,,,,,isabisopilo,ihlubayezopilo,,,tshosetsatshelo,,,,,,yeo e ka išago lehung,,,,,,-e ka bolayang,,,,,,,nyimele i shushaho ya vhutshilo,,,,,,,,,nxungeta-vutomi,,,
dsac_multi_hiv_00294,living positively,,,,,,,,positief leef,,,,,,ukuhlalela ethembeni,,,,,ukuphila ngethemba,ukuhlala ethembeni,ukwamkela,,,,,,kutimisela ngemphilo,kuphila kahle,,,,ukuphila ngethemba,,,,tshelotshepo,,,,,,go phela ka kholofelo,go phela ka boitshepo,,,,,ho phela ka tshepo,,,,,,,u tshila u na fulufhelo,,,,,,,,,ku hanya hi ku tshemba,,,
dsac_multi_hiv_00295,lose weight,,,,,,,,gewig verloor,,,,,,-huma,-ncipha,-onda,-zaca,,ukubhitya,ukuhla komzimba,,,,,,,kulahlekelwa sisindvo,kuhusheka,,,,-onda,-khehla,,,ota,otlhega,bopama,,,,ota,,,,,,-ota,-theoha mmeleng,-fokola,,,,,u onda,u fhelela,u gabuwa,u phuphea,u hoṱea,,,,,ku ondza,,,
dsac_multi_hiv_00296,loss of appetite,,,,,,,,eetlusverlies,aptytverlies,,,,,ukungakuthandi ukudla,ukuba nenhliziyo emnyama,,,,ukungabi namdla wokutya,,,,,,,,kuphelelwa ngumdlandla wekudla,,,,,ukungakhanuki ukudla,ukutlhoga ikanukisakudla,,,tlhokakeletsonjo,,,,,,go hloka kganyogo ya dijo,go se dume dijo,,,,,ho se lakatse dijo,ho ba pelontsho,ho sulafallwa ke dijo,ho fellwa ke takatso ya dijo,,,,tshayadzangalelo ḽa zwiḽiwa,,,,,,,,,ku nga naveli swakudya,,,
dsac_multi_hiv_00297,lower abdominal pain syndrome <see also pelvic inflammatory disease>,LAP <Abbreviation>,,,,,,,onderbuikpynsindroom,,,,,,isilumo,,,,,isiluma,,,,,,,,kubulawa sinye,siluma,,,,ubuhlungu obungenzasi kwamathumbu,i-LAP,,,LAP,segopalwetse sa setlhabimpentlase,,,,,dika tša dihlabi tša mpeng,,,,,,bohloko ba popelo,,,,,,,vhuṱungu ha kha tshinena,,,,,,,,,swivavi swa le hansi ka nkava,,,
dsac_multi_hiv_00298,lubricant,,,,,,,,smeermiddel,,,,,,isigcobisi,,,,,isithambisi,,,,,,,,sitsambisi,simantisi,,,,isezeso,,,,selogetsi,,,,,,seredimoši sa thobalano,,,,,,sethellisi,seloetsi,,,,,,tshisuvhisi,tshisuvhelelisi,,,,,,,,xiolovisi,,,
dsac_multi_hiv_00299,lump {breast},,,,,,,,knop,,,,,,isigaxa,isimila,,,,iqhuma,,,,,,,,liguludla,,,,,ingongoma,igugumba,,,kuruga,kumpu,sekaku,thumpu,,,sekaku,sekutu,,,,,leqhutsu,kuru,,,,,,bundu,,,,,,,,,bundzu,,,
dsac_multi_hiv_00300,maintenance therapy,,,,,,,,instandhoudingsterapie,,,,,,ukuthena isifo amandla,,,,,unyango lokuzinzisa isifo,,,,,,,,likhambi lekugogobalisa,likhambi lekudzambisa,,,,ukugogobalisa ubulwele,ukugogobaja ubulwele,,,kalafotshegetso,,,,,,kalafo ya go laola bolwetši,kalafo ya go kgena bolwetši,,,,,kalafo e tsitsisang bohloko,,,,,,,dzilafhondangulo,,,,,,,,,matshungulelo yo hlayisa,,,
dsac_multi_hiv_00301,male condom <see also condom; female condom>,CD <Acronym> <Euphemism>,French letter <Euphemism>,FL <Abbreviation> <Euphemism>,sheath <Euphemism>,raincoat <Euphemism>,overall <Euphemism>,rubber <Euphemism>,manskondoom,,,,,,ijazi lomkhwenyana,ikhondomu,,,,ikhondom yamadoda,isingxobo sokwabelana ngesondo samadoda,,,,,,,ikhondomu yalabadvuna,lijazi lemkhwenyane,,,,ikhondomu yabaduna,,,,khondomo,mosomelwana,,,,,khontomo ya banna,,,,,,khondomo ya banna,selatana sa banna,kgohlopo ya banna,,,,,khondomu ya vhanna,gaweni,havurolo,mabutswu,ḽegere,regere,tshilanda,,,khondomu ya xinuna,,,
dsac_multi_hiv_00302,malnutrition,,,,,,,,wanvoeding,,,,,,ukungondleki,,,,,ukungondleki komzimba,,,,,,,,kunomba,kungondleki,,,,ukungadli ngefanelo,ukungondleki,,,phepelotlase,,,,,,phepompe,,,,,,phepompe,,,,,,,lukala,tshayapfushi,,,,,,,,nsiko,nkhwaxu,,
dsac_multi_hiv_00303,mastitis,,,,,,,,mastitis,,,,,,ukuvuvuka kwebele loncelisayo,,,,,ukukrala kwebele,ukudumba kwebele,imastayithisi,,,,,,simila selibele,,,,,ukutjhiswa mkghatho,,,,thurugathoba,thurugalebele,thurugotogwa,,,,go ruruga ga letswele,thurugo ya letswele,,,,,boruruisi ba letswele,,,,,,,ḓamuḽizwela,,,,,,,,,mpfimbo,,,
dsac_multi_hiv_00304,masturbate,,,,,,,,masturbeer,,,,,,-shaya indlwabu,,,,,zanelise ngokudlala ngamalungu esini,zanelise ngokudlala ngamalungu angasese,zanelise ngokuphathaphatha amalungu esini,zanelise ngokuphathaphatha amalungu angasese,dlala ngamalungu esini,dlala ngamalungu angasese,phathaphatha amalungu esini,phathaphatha amalungu angasese,shaya indlwaphu,shokosha,,,,-kitakita izitho zobulili,-gidisa,,,ithobalo,iphoraphoro-ithobala,,,,,go raloša ditho tša thobalano,,,,,,-sekomola <Vulgar>,tsohedisa,iqhanyedisa,,,,,u fara-fara vhudzimu ha munna kana ha tshisadzi,u ṱunga muraḓo wa vhudzekani,,,,,,,,chokocha,nyanyula swirho swa rimbewu,,
dsac_multi_hiv_00305,masturbation,,,,,,,,masturbasie,,,,,,ukushaya indlwabu,,,,,ukuzanelisa ngokudlala ngamalungu esini,ukuzanelisa ngokudlala ngamalungu angasese,ukudlala ngamalungu esini,ukuphathaphatha amalungu esini,ukuphathaphatha amalungu angasese,,,,kushaya indlwaphu,kushokosha,,,,ukuzikitakita izitho zobulili,ukugidisa,,,iphoraphoro-ithobalo,,,,,,go raloša ditho tša thobalano,,,,,,ho sekomola <Vulgar>,ho itsohedisa,ho iqhanyedisa,ho itakadisa,,,,phonyephonye,bonyeponye,,,,,,,,nchokocho,nyanyulo wa swirho swa rimbewu,,
dsac_multi_hiv_00306,medical care,,,,,,,,mediese sorg,,,,,,ukunakekelwa ngemishwanguzo,ukunakekelwa ngemithi,,,,ukukhathalelwa kwempilo ngamachiza,ukunakekelwa kwempilo ngamachiza,,,,,,,kunakekelwa ngemitsi,,,,,itjhejo lokwelatjhwa,ukwelatjhwa,,,tlhokomelokalafi,,,,,,tlhokomelo ya kalafo,,,,,,kalafo,,,,,,,ndondolo ya mushonga,,,,,,,,,vutshunguri,,,
dsac_multi_hiv_00307,membrane,,,,,,,,membraan,,,,,,ulwelwesi,untwentwesi,ungwengwezi,,,inwebu,,,,,,,,lutfwetfwesi,,,,,ithwethwesi,imembreyini,,,lotha,,,,,,letlalwana,,,,,,lera,,,,,,,lukandakande,,,,,,,,,nkuva,,,
dsac_multi_hiv_00308,meningitis,,,,,,,,meningitis,breinvliesontsteking,,,,,ukuvuvuka kontwentwesi lobuchopho,imenenjayithisi,,,,ukudumba kwenwebu yentloko,ukudumba kwenwebu yomnqonqo,imenenjayithisi,,,,,,umhlatsingci,imenenjayithisi,,,,imenenjayithisi,,,,thurugatogwa ya boko,,,,,,themo,thema,,,,,menenjaethisi,,,,,,,menenzhaithisi,,,,,,,,,meninjayitisi,,,
dsac_multi_hiv_00309,menstruate,,,,,,,,menstrueer,,,,,,-yiba sesikhathini,-iba senyangeni,,,,yiba sexesheni,yiba senyangeni,yiba sengceni,,,,,,ba sesikhatsini,ba enyangeni,geza,ba emalangeni,,-ba sesikhathini,,,,-ya kgweding,bona kgwedi,tlhatswa,,,,hlapa,bona kgwedi,,,,,-hlatswa,-hatlela,-ya kgweding,-bona dinako,-ya matsatsing,-ithaleha,,u ṱamba,u vhona ṅwedzi,u vha maḓuvhani,,,,,,,ku va n’hwetini,ku va emasikwini,ku va nkarhini,hlamba
dsac_multi_hiv_00310,menstruation,menstrual period,,,,,,,menstruasie,maandstonde,,,,,ukuba sesikhathini,ukuba senyangeni,ukumensa,,,ukuba sexesheni,ukuba senyangeni,ukuhlamba,ukuya engceni,,,,,kuya esikhatsini,kuya enyangeni,kuya emalangeni,kugeza,,umzombelezo wokuba sesikhathini,ukuba senyangeni,,,tlhatso,ponokgwedi,,,,,lehlapo,go bona kgwedi,,,,,lehatlelo,moithaleho,dinako tsa sesadi,,,,,u vha maḓuvhani,u ṱamba,u vhona ṅwedzi,,,,,,,ku vona n’hweti,ku vona masiku,ku vona nkarhi,ku hlamba
dsac_multi_hiv_00311,mental dysfunction,,,,,,,,verstandelike disfunksie,geestesdisfunksie,,,,,ukuphithana,ukuphambana,,,,ukuphazamiseka engqondweni,,,,,,,,kulahlekelwa yingcondvo,kusangana,,,,ubulwele bengqondo,ubulwele bomkhumbulo,,,botsenwa,bogafi,tatlhegelotlhaloganyo,,,,bolwetši bja monagano,phokolo ya monagano,,,,,lefu la kelello,bohlanya,ho lahlehelwa ke kelello,,,,,u xelelwa nga ṱhalukanyo,u xelelwa nga muhumbulo,u xelelwa nga ngelekanyo,,,,,,,ku penga,ku vabya miehleketo,,
dsac_multi_hiv_00312,mentor n.,,,,,,,,mentor,,,,,,umeluleki,,,,,umthantamisi,,,,,,,,umeluleki,umbonisi,,,,umyelelisi,umbonisi,,,mofatlhosi,motataisi,,,,,mohlahli,mothuši,moeletši,,,,motataisi,,,,,,,mueletshedzi,mukhuthadzi,,,,,,,,mutsundzuxi,,,
dsac_multi_hiv_00313,mentor v.,,,,,,,,mentor,menteer,,,,,-luleka,,,,,thantamisa,,,,,,,,eluleka,bonisa,,,,-yelelisa,-bonisa,,,tataisa,,,,,,hlahla,thuša,eletša,,,,-tataisa,,,,,,,-eletshedza,-khuthadza,,,,,,,,tsundzuxa,,,
dsac_multi_hiv_00314,mentoring,,,,,,,,mentorskap,mentering,,,,,ukweluleka,,,,,ukuthantamisa,,,,,,,,kweluleka,kubonisa,,,,ukuyelelisa,ukubonisa,,,tataiso,,,,,,mokgwatlhahlo,mokgwathušo,mokgwakeletši,,,,ho tataisa,tataiso,,,,,,vhueletshedzi,vhukhuthadzi,,,,,,,,ku pfuna,ku ntsundzuxa,ku komba ndlela,
dsac_multi_hiv_00315,micronutrient,,,,,,,,mikrovoedingstof,,,,,,isikhuthazimzimba,,,,,isakhamzimba,,,,,,,,sikhutsatamtimba,sakhamtimba lesincane,,,,isakhamzimba,,,,kotlannye,,,,,,diagammele tšeo di tšwelelago ka bonnyane,,,,,,seahammele,,,,,,,pfushi,,,,,,,,,xidyiwa,,,
dsac_multi_hiv_00316,milk powder <see also baby milk powder>,,,,,,,,melkpoeier,,,,,,ubisi oluyimpuphu,,,,,ubisi olungumgubo,,,,,,,,imphuphu yelubisi,,,,,ibisi lepuphu,,,,mašwi a lorole,,,,,,maswi a lerole,,,,,,lebese la phofo,,,,,,,mafhiluvhanda,,,,,,,,,masi ya mapa,,,
dsac_multi_hiv_00317,mineral,,,,,,,,mineraal,,,,,,isakhamzimba esisasawoti,umsoco osasawoti,,,,iminerali,,,,,,,,iminerali,bosawoti,,,,isakhakudla,iminerali,,,minerale,,,,,,menerale,,,,,,minirale,,,,,,,minerale,,,,,,,,,minirali,,,
dsac_multi_hiv_00318,miscarriage <see also abortion>,,,,,,,,miskraam,,,,,,ukuphuphuma kwesisu,ukuchitheka kwesisu,ukuphuluza,,,ukuphuncuka kwesisu,ukuphuma kwesisu,,,,,,,kuphunyelwa sisu,kuhushukelwa sisu,konakalelwa,kuphunta,,ukubuya endleleni,ukonakalelwa,,,phetelo,tshenyegelo,,,,,go goma tseleng,go senyega ga mpa,go boa tseleng,,,,ho senyehelwa,ho pepela fatshe,,,,,,u tshinyalelwa,u huma nḓila,ṋowa yo litshedza,,,,,,,ku onhakeriwa hi khwiri,ku humeriwa hi khwiri,,
dsac_multi_hiv_00319,misconception,,,,,,,,wanopvatting,,,,,,ukungaqondisisi,,,,,ukungaqondi kakuhle,ululo olugwenxa,,,,,,,kutsatsa kabi,,,,,ukungazwisisi,,,,kgopolokgopo,kakanyophosagalo,,,,,kgopolo yeo e fošagetšego,,,,,,mohopolo o fosahetseng,,,,,,,u dzhia zwithu nga nḓila i si yone,u humbulela hu si hone,,,,,,,,miehleketo yo hoxeka,,,
dsac_multi_hiv_00320,monitor v.,,,,,,,,monitor,moniteer,,,,,-qapha,,,,,beka iliso,,,,,,,,elusa,caphela,gadza,beka liso,,-gada,-lusa,-beka ilihlo,,disa,baya leitlho,,,,,bea leihlo,hlapetša,,,,,disa,beha leihlo,,,,,,u lavhelesa,,,,,,,,,veka tihlo,,,
dsac_multi_hiv_00321,mosquito,,,,,,,,muskiet,,,,,,umiyane,umndozolwane,,,,ingcongconi,,,,,,,,imbuzulwane,umndozolwane,,,,unompopoloza,,,,montsane,monang,,,,,monang,,,,,,monwang,,,,,,,lunyunyu,,,,,,,,,nsuna,,,
dsac_multi_hiv_00322,mother-to-child transmission,MTCT <Abbreviation>,vertical transmission,,,,,,moeder-kind-oordrag,ma-kind-oordrag,vertikale oordrag,,,,ukudluliseleka kwegciwane kusuka kumama kuya enganeni,,,,,usuleleko olusuka kumama luye emntwaneni,,,,,,,,kwedluliseka kwesandvulelangculazi kumntfwana ngunina,,,,,ukudlulisela kukamma ubulwele emntwaneni,,,,phetetsongwaneng,,,,,,phetetšo go ngwana ka mma,,,,,,tshwaetso ya mme leseeng,,,,,,,phiriso ya vhulwadze ha HIV kha ṅwana nga mme,PHIHIṄWA,,,,,,,,ntluleto wa n’wana hi manana,,,
dsac_multi_hiv_00323,mucous membrane,,,,,,,,slymvlies,,,,,,ulwebu,untwentwesi olusemlonyeni nasemakhaleni,,,,inwebu yomfinya,inwebu yomkhunya,,,,,,,lutfwetfwesi lolusamafinyila,,,,,ithwethwesi lamathimila,,,,lothabongola,,,,,,letlalwanamina,letlalwanamila,lerere,,,,lera le boreledi,,,,,,,lukandaḓi,lukandakandane,,,,,,,,nkuva wa marhimila,,,
dsac_multi_hiv_00324,multi-drug resistance,,,,,,,,multimiddel-weerstandigheid,,,,,,ukungazweli emthini,ukungazweli kumshanguzo,,,,isifo esingeva machiza,isifo esoyisa amachiza,,,,,,,kugwanya emitsini leminyeti,kungaveli emitsini letinhlobohlobo,,,,isifo esingalaphekiko,,,,tshitamelemontsi,,,,,,seemo sa go retelela diokobatši,,,,,,ho se sebetse ha meriana mmeleng,,,,,,,vhutilamushonga,thilamushonga,,,,,,,,vusihalari bya swa vutshunguri,,,
dsac_multi_hiv_00325,multiple-drug-resistant tuberculosis,MDR-TB,multi-drug resistant TB,,,,,,multimiddel-weerstandige tuberkulose,MDR-TB,,,,,ufuba olungezweli emithini,ufuba olungezweli kumshanguzo,,,,isifo sephepha esinganyangekiyo,ithibhi enganyangekiyo,isifo sephepha esingeva machiza,ithibhi engeva machiza,isifo sephepha esoyisa amachiza,ithibhi eyoyisa amachiza,,,sifo sesifuba lesingavelimitsi letinhlobohlobo,,,,,isifuba esingalaphekiko,,,,MDR-TB,thiibi ya tshitamelemontsi,,,,,TB ya go palela diokobatši,bolwetši bja go palela diokobatši,,,,,lefuba le sa phekolweng ke meriana e fapafapaneng,,,,,,,lufhihalutilamushonga,lufhihathilamushonga,,,,,,,,rifuva ro sihalala swa vutshunguri,,,
dsac_multi_hiv_00326,mutually faithful relationship,,,,,,,,wedersyds getroue verhouding,wedersyds troue verhouding,,,,,ukuthandana ngokwethembana,,,,,ubudlelane obuthembekileyo macala,,,,,,,,kutsandzana lokunekwetsembana bubili,,,,,ukuthembeka ngokufanako ethandweni,,,,kamanoikanyego,thatanoikanyego,,,,,go ratana ka botshepegi,,,,,,kamano ya ho tshepana leratong,,,,,,,u fulufhedzana lufunoni,,,,,,,,,vuxaka byo tshembana,,,
dsac_multi_hiv_00327,myth,,,,,,,,mite,,,,,,insumansumane,inganekwane,inkoleloze,insambatheka,,intsomi,,,,,,,,insimi,inganekwane,,,,inolwani,,,,kinane,,,,,,kgopolo ye e fošagetšego ka ga selo,,,,,,tumelakgwela,tumelo e fosahetseng,,,,,,lungano,vhutendatenda,,,,,,,,xikholwakholwana,,,
dsac_multi_hiv_00328,neck <see also swollen gland>,,,,,,,,nek,,,,,,intamo,umqala,,,,intamo,,,,,,,,intsamo,,,,,intamo,,,,molala,thamo,,,,,molala,,,,,,molala,,,,,,,mutsinga,,,,,,,,,nhamu,,,
dsac_multi_hiv_00329,needle-stick injury,,,,,,,,naaldprikbesering,,,,,,ukujoveka ngephutha,ukulinyazwa ngumjovo ngephutha,,,,ukuhlatywa yinaliti yokutofa ngengozi,,,,,,,,kulinyatwa yinyalitsi,kuhlatjwa yinyalitsi,,,,ukuhlatjwa yinalidi,ukulinyazwa yinalidi,,,kgobalotlhabo ka lomao,,,,,,kgobalo ka tšhwaana,,,,,,kotsi ya ho itlhaba ka nale,,,,,,,khombo ya u ḓiṱhavha nga ṋeleṱe,,,,,,,,,ku vavisiwa hi nayiti,,,
dsac_multi_hiv_00330,negative attitude,,,,,,,,negatiewe houding,negatiewe gesindheid,,,,,ukulahla ithemba,ukuphelelwa ithemba,,,,isimo sengqondo sokuphelelwa lithemba,isimo sengqondo sokulahla ithemba,ukuphelelwa lithemba,ukulahla ithemba,,,,,simomoya lesingatsembisi,,,,,umoya wokungazwisisani,umoya wokungakhambisani,,,maikutloitlhobogo,,,,,,maikutlo a mabe,,,,,,maikutlo a hlokang tshepo,,,,,,,tshayafulufhelo,,,,,,,,,vonelo ro hambuka,matitwelo yo hambuka,,
dsac_multi_hiv_00331,negative result,,,,,,,,negatiewe uitslag,,,,,,umphumela wokungabi negciwane,,,,,isiphumo sokungabi nantsholongwane,,,,,,,,umphumela lophikako,umphumela lophikisako,,,,umphumela otjengisa ukungabi nengogwana,,,,dipholotatolo,,,,,,poelo ya go laetša go hloka phetetšo,,,,,,sephetho se bontshang ho hloka tshwaetso,,,,,,,mvelelombuya,,,,,,,,,mbuyelo wo kala vuvabyi,,,
dsac_multi_hiv_00332,neonate,newborn baby,newborn,,,,,,pasgebore baba,pasgeborene,,,,,usana,,,,,imveku,imfambilini,,,,,,,luswane,,,,,isana elibovana,,,,mfikwana,leseanyana,,,,,lesea,,,,,,lesea,,,,,,,lukhanḓwa,lutshetshe,lushie,,,,,,,ricece,,,
dsac_multi_hiv_00333,nervous system,,,,,,,,senuweestelsel,senustelsel,,,,,inxanxathela yemizwa,uhlelo lwemizwa emzimbeni,,,,isixokelelwano semithambo yoluvo,,,,,,,,umgudvu wemiva,,,,,irherho lemizwa,,,,thulaganyomethapo,,,,,,tsela ya megalatšhika,,,,,,mothapokutlo,,,,,,,sisiṱeme ya vhuṱaledzi,,,,,,,,,nkatsaminsiha,,,
dsac_multi_hiv_00334,neurological syndrome,,,,,,,,neurologiese sindroom,neurologiese siektebeeld,,,,,izinkomba zokungasebenzi kwemizwa,,,,,umqondiso wokungasebenzi kwemithambo yoluvo,ukuphazamiseka engqondweni,,,,,,,tinkhombakusangana,tinkhomba tekungasebenti kahle kwemiva,,,,amatshwayo wokungasebenzi kwemizwa,,,,segopalwetse sa methapo,,,,,,dika tša go se šome gabotse ga megalatšhika,,,,,,matshwao a bontshang bohloko ba methapokutlo,matshwao a bontshang lefu la methapokutlo,,,,,,vhukatelwa ha tsumbadwadze dza vhuṱaledzi,,,,,,,,,mavabyi ya misiha ya nhloko,,,
dsac_multi_hiv_00335,nevirapine,,,,,,,,nevirapien,,,,,,umshwanguzo wesandulelangculazi i-nevirapine,i-nevirapine,,,,ineviraphini,,,,,,,,ineviraphini,likhambi lekuvimbela sandvulelangculazi,,,,inevaraphini,,,,neferaphini,,,,,,nebiraphini,,,,,,nevirapine,,,,,,,nevirapine,neviraphini,,,,,,,,nevhiraphini,,,
dsac_multi_hiv_00336,night sweat,,,,,,,,nagsweet,,,,,,ukujuluka kakhulu ebusuku,,,,,ukubila ebusuku,,,,,,,,kujuluka ebusuku,,,,,ukujuluka ebusuku,ukufoma ebusuku,ukungurumela ebusuku,,phufulobosigo,,,,,,go fufulelwa kudu bošego,,,,,,ho fufulelwa bosiu,,,,,,,u bva biko vhusiku,biko ḽa vhusiku,,,,,,,,ku dzuka nyuku na vusiku,,,
dsac_multi_hiv_00337,non-infectious patient <see infectious patient> {TB},,,,,,,,niebesmetlike pasiënt {TB},nieaansteeklike pasiënt,,,,,isiguli esingenagciwane elithathelanayo,,,,,isigulane esinesifo esingosuleliyo,,,,,,,,sigulane lesingatselelani sifo,,,,,isiguli esingathelelani ngobulwele,,,,molwetse-tlhokatshwaetso,,,,,,molwetši wa bolwetši bja go se fetele,,,,,,mokudi ya sa tshwaetseng,,,,,,,mulwadze a sa fhirisiho lufhia,,,,,,,,,muvabyi wo kala ntluleto,,,
dsac_multi_hiv_00338,nurse n.,,,,,,,,verpleegkundige,verpleegster,verpleër,,,,umhlengikazi,umhlengi,unesi,,,umongikazi,unesi,,,,,,,umhlengikati,linesi,,,,umhlengi,inesi,,,mooki,,,,,,mooki,,,,,,mooki,nese,,,,,,muongi,nese,,,,,,,,muongori,nese,,
dsac_multi_hiv_00339,nurse v.,,,,,,,,verpleeg,versorg,,,,,-hlenga,-nakekela,-nesa,,,yonga,,,,,,,,nesa,hlenga,,,,-tlhogomela,-tjheja,-hlenga,,oka,,,,,,oka,,,,,,-oka,-nesa,,,,,,u onga,u nesa,,,,,,,,ongola,,,
dsac_multi_hiv_00340,nursing care,,,,,,,,verpleging,versorging,verpleegsorg,,,,ukunakekela ogulayo,,,,,ukonga isigulane,,,,,,,,kunakekela ngekuhlenga,,,,,itjhejo leenguli,ukuhlengwa kwesiguli,,,Kôkô,kalafo,,,,,go oka,,,,,,ho oka,ho nesa,,,,,,u onga,u nesa,,,,,,,,nhlayiso wa vuongori,,,
