id,eng__001,eng__002,eng__003,afr__001,afr__002,afr__003,afr__004,afr__005,afr__006,xho__001,xho__002,xho__003,xho__004,ssw__001,ssw__002,ssw__003,ssw__004,nde__001,nde__002,nde__003,tsn__001,tsn__002,tsn__003,tsn__004,nso__001,Syonym__-,nso__002,nso__003,nso__004,sot__001,sot__002,sot__003,ven__001,ven__002,ven__003,ven__004,ven__005,ven__006,tso__001,tso__002,tso__003,tso__004
dsac_pharm_sec_00313,hoarseness,,,heesheid,,,,,,ukutshothoza,,,,kuhoshota kwelivi,,,,ukurhoroza,,,bogwata,,,,kgwašontšu,,,,,makgerehla,,,matzaratzara,,,,,,mambvharambvhara,,,
dsac_pharm_sec_00314,homoeopathic medicine <Great Britain>,homeopathic medicine,,homeopatiese medisyne,homopatiese medisyne,,,,,ichiza elingumngxengwa,ichiza lehomiyophathi,,,umutsimvelo,likhambimvelo,,,iintatha,iinhlahla zehomiyophathi,,metswakolemoloileng,,,,ditšwatlhagong,,,,,meriana ya ditlamatlama,,,mushonga wa homiophathi,,,,,,murhi wa vutshungulaxintubuluko,,,
dsac_pharm_sec_00315,homoeopathy <Great Britain>,homeopathy,,homeopatie,homopatie,,,,,ihomiyophathi,,,,kwelapha ngemakhambimvelo,kwelapha ngemutsimvelo,,,ukwelapha ngeentatha,ukwelapha ngokwehomiyophathi,,kalafiloileng,,,,kalafitlhago,,,,,kalafo ka ditlamatlama,,,homiophathi,,,,,,kutshungula hi ntumbuluko,,,
dsac_pharm_sec_00316,hookworm,,,haakwurm,,,,,,intshulube enamazinyo,,,,linyokane,,,,iinyokanakghophola,,,sebokwanakgwage,,,,noganakobi,,hukuweme,,,lenyowa la senwamadi,,,ṋowanathithadangani,,,,,,nyokanyokanaxinjovo,,,
dsac_pharm_sec_00317,hormone,,,hormoon,,,,,,incindi yedlala,ihomoni,,,,,,,ihomoni,,,homoune,,,,homoune,,,,,homoune,,,homoni,,,,,,homoni,,,
dsac_pharm_sec_00318,horse pill {very large pill},horse ball,,perdepil,,,,,,ipilisi enkulu,ugqokomisa wepilisi,,,liphilisi lelikhulu,ingcuzuma,,,ipilisi elikhulu,,,pilisikgolo,,,,philisikgolo,,pilisigadi,,,pidisi e kgolohadi,,,philisi khulwane,,,,,,dyipilisi,,,
dsac_pharm_sec_00319,hospital-only medicine,HOM,,hospitaalmedisyne,,,,,,iyeza elithathelwa esibhedlele,,,,umutsi wasesibhedlela kuphela,,,,isihlahla sesibhedlela kwaphela,,,molemokokelo,,,,dihlarehwetšwabookelong,,,,,moriana o fanwang sepetlele feela,,,mushonga u wanalho sibadela fhedzi,,,,,,murhi wo tirhisiwa exibedhlele ntsena,,,
dsac_pharm_sec_00320,hospital pharmacy,,,hospitaalapteek,,,,,,ikhemesti yesibhedlele,,,,likhemisi lasesibhedlela,,,,ikhemisi yesibhedlela,,,khemisikokelo,,,,khemisibookelo,,,,,khemisi ya sepetlele,,,famasi ya vhuongeloni,famasi ya sibadela,,,,,khemisi ya xibedhlele,,,
dsac_pharm_sec_00321,human placental lactogen,hPL,,menslike plasentale laktogeen,menslike plasentalaktogeen,hPL,,,,incindi yedlala lomkhaya,incindi yedlala lomgcantsi,incindi yedlala lesingxobo,,ihomoni yendlu yemntfwana,ihomoni yengaladza,,,ihomoni yengubo yomntwana,,,homounekobolesea,homounethari,,,homowunesetšwamorago,,homowunesentšhamaswithari,,,lero la thari la lebese,,,homoni ya nguvho ya ṅwana,nguvho,,,,,homoni ya nkumba wa n'wana,,,
dsac_pharm_sec_00322,hydrochloric acid,HCl,,soutsuur,,,,,,ihayidroklorikhi asidi,i-HCI,,,ihayidroklorikhi esidi,,,,isidlavuzi sehayidrotlorikhi,ihayidrotlorikhi esidi,,asiti ya tlelorine,,,,esiti ya haeterotllelorikhi,,,,,esiti ya haetrotlelorini,,,esidi ya haiḓirokuḽoriki,dungi ḽa haiḓirokuḽoriki,,,,,hayidirotlilorikiasidi,,,
dsac_pharm_sec_00323,hydrogenation,,,hidrogenering,hidrogenasie,,,,,ukufaka ihayidrojini,,,,kufaka ihayidrojini,,,,ukufaka ihayidrojini,,,tshelohaederojene,,,,tšhelo ya haeterotšene,,,,,ho tshela haetrojene,,,nyinga haiḓirodzheni,,,,,,vuchelahayidirojeni,,,
dsac_pharm_sec_00324,hydrophilic <adj.>,,,hidrofilies,waterliewend,,,,,-nyibilika lula emanzini,,,,-munya kalula,,,,-ncibilika lula,ihayidrofilikhi,,-tlhaologonolometsing,,,,-ratago meetse,,,,,-ratang metsi,,,funamaḓi,,,,,,-rhandzaka mati,,,
dsac_pharm_sec_00325,hydrosoluble <adj.>,water soluble,,wateroplosbaar,,,,,,-nyibilika emanzini,,,,-ncibilika emantini,,,,-ncibilikako emanzini,,,-tlhaologometsing,,,,-tologago ka meetseng,,,,,-qhibidihang metsing,,,ṋokamaḓini,-ṋokiseamaḓini,,,,,-n'okaka ematini,,,
dsac_pharm_sec_00326,hygroscopic <adj.>,,,higroskopies,,,,,,-tsala ukufuma,,,,-dvonsamswakamo,-dvonsamhwamuko,,,-dosa umnyula emmoyeni,,,-monyomowa,,,,-monago meetse,,,,,-monyang mongobo moyeng,,,kokodzamuṋula,,,,,,-kokaka ndzhongo,,,
dsac_pharm_sec_00327,hyperglycaemia <Great Britain>,hyperglycemia,high blood sugar,hiperglukemie,hoë bloedsuiker,,,,,iswekile enyukileyo egazini,ihayipheglasemiya,,,luphakamoshukela engatini,,,,itjhukela ephezulu eengazini,,,sukirintsimading,,,,swikirintšhimadi,,,,,tswekere e hodimo haholo mading,,,swigiri ya nṱha malofhani,swigiri yo kalulaho malofhani,,,,,chukelahenhlangatini,,,
dsac_pharm_sec_00328,hyperlipidaemia <Great Britain>,hyperlipidemia,high blood cholesterol,hiperlipoïdemie,hiperlipidemie,,,,,amafutha agqithisileyo egazini,,,,emafutsa lamanyenti engatini,,,,amafutha amanengi eengazini,,,mafurantsimading,,,,makhurantšimadi,,,,,mafura a mangata mading,,,mapfura manzhi muvhilini,,,,,,talamafurhangatini,,,
dsac_pharm_sec_00329,hypoglycaemia <Great Britain>,hypoglycemia,low blood sugar,hipoglukemie,lae bloedsuiker,,,,,iswekile ehlileyo egazini,ihayiphoglasemiya,,,lwehloshukela engatini,,,,itjhukela ephasi eengazini,,,sukiritlasemading,,,,swikirifasemadi,,,,,tswekere e tlase mading,,,swigiri ya malofha i re fhasi,,,,,,chukelahansingatini,,,
dsac_pharm_sec_00330,hypotension,low blood pressure,,hipotensie,lae bloeddruk,,,,,uxinzelelo oluhlileyo egazini,ihayiphothenshini,,,umfutfongati lophasi,,,,umfutho weengazi ophasi,,,kgatelelomaditlase,,,,kgatelelofasemadi,,,,,kgatello e tlase ya madi,,,mutsiko wa fhasi malofhani,muombiso wa fhasi malofhani,,,,,ntshikelelahansingatini,,,
dsac_pharm_sec_00331,hypothalamus,,,hipotalamus,,,,,,ihayiphothalamasi,,,,ihayiphothalamasi,silawulikusimama kwemtimba,,,ihayiphothalamasi,,,haepothalamase,,,,haephothalamase,,,,,haephothalamase,,,haipothaḽamasi,,,,,,hayiphothalamasi,,,
dsac_pharm_sec_00332,hypoxia,,,hipoksie,suurstoftekort,,,,,ukusilela komongomoya kwizicwili,ihayiphoksiya,,,kungeneli kwe-oksijini emantfweshini emtimba,,,,ukutlhayela kwe-oksijini emathitjhwini,,,oksijenennyemethapong,,,,tlhaelelo ya okisitšene mmeleng,,,,,kgaello ya oksijene mmeleng,,,ṱhahalelo ya okisidzheni,,,,,,hungutekomoyatenga tithixwini,,,
dsac_pharm_sec_00333,hysterectomy,,,histerektomie,,,,,,ukukhutshwa kwesibeleko,,,,kukhishwa kwesibeletfo,,,,ukukhutjhwa kwesibeletho,,,ntshopopelo,,,,ntšhopopelo,,,,,ho ntshwa popelo,,,u bvisa mbumbelo,,,,,,ku susa xivelekelo,,,
dsac_pharm_sec_00334,hysteria,,,histerie,,,,,,ukuphaphazela,,,,lihabiya,emafufunyane,,,irhabiya,,,tshabophetelela,letshogophetelela,,,letšhogophetelelo,,,,,maikutlo a tswileng taolong,tshabo e tswileng taolong,,vhuhavhiya,,,,,,hariya,,,
dsac_pharm_sec_00335,immune response,,,immuunreaksie,,,,,,ukuzikhusela komzimba,,,,kutivikela kwemtimba,,,,ukuzilwela komzimba,ukuzivikela komzimba,,itwanelommele,itshireletsommele,,,boitwelomašolemmele,,go itwela ga mašole a mmele,,,boitwanelo ba masole mmeleng,,,tsireledzo nga maswole a muvhili,,,,,,ku tilwela ka miri,,,
dsac_pharm_sec_00336,immunity {medical},,,immuniteit,,,,,,ukomelelela izifo komzimba,,,,kusawoteka,,,,ukugomeka,ukusowudeka,,itwanelo,itshireletso,,,thetelommele,,,,,boitshireletso ba mmele,,,thilo ya muvhili,,,,,,nsawuto,,,
dsac_pharm_sec_00337,implant <n.> {into the body},,,inplanting,inplantaat,,,,,ichiza elisisifakelwamzimbeni,,,,sifakwamtimbeni,,,,isifakelwa,,,jalelo,,,,setsentšhwammeleng,,sebjalwammeleng,,,kenyo ya sesebediswa mmeleng,,,tshidzheniswamuvhilini,,,,,,xinghenisiwamirini,,,
dsac_pharm_sec_00338,indication {medication},,,aanduiding,indikasie,,,,,imo evumelana nonyango,ungqinelwanoyeza nokugula,,,inhlosolunyango,sifo lesingelashwa,,,okuvumelana nobujamo,,,letshwao,tshupo,,,tšhupohlare,,,,,sesupo,letshwao,,thendelo ya u nwa mushonga,,,,,,xikombantirho xa murhi,,,
dsac_pharm_sec_00339,indigestion,dyspepsia,dyspepsy,slegte spysvertering,indigestie,dispepsie,,,,ukungacoleki kokutya,,,,kucumba,,,,ukubhinjidelwa,ukuqurhelwa,,pipitlelo,pipelo,,,go se šilege,,,,,pipitlelo,,,tshayatsukanyo,,,,,,nkampfuvelo,nkanghayelo,,
dsac_pharm_sec_00340,inert gas,noble gas,,inerte gas,edelgas,onreaktiewe gas,,,,igesi engatshintshi lula,,,,igesi lenganyakati,,,,irhasi engatjhugulukiko,,,gaseremileng,,,,kgasetšhikanoši,,kgasešomannosi,,,kgase e botswa,,,gese tshayatshinyadzi,,,,,,gasi ya inete,,,
dsac_pharm_sec_00341,infarct {dying or dead tissue},,,infark,infarkt,infarksie,,,,isicwili esifileyo,,,,incenye yesitfo lefako,incenye yemtimba lefile,,,ukufa kwethitjhu,,,karolotogwasuleng,,,,go hwa ga dithišu,,lehuthišu,,,ho shwa ha thishu,,,tsikila dzo faho,tsikila dzi no khou fa,,,,,ku fa ka tithixu,,,
dsac_pharm_sec_00342,infective dose,ID,,infektiewe dosis,,,,,,umlinganiselontsholongwane odala usuleleko,,,,silinganisobanga lekwesuleleka,,,,isilinganiso esigulisako,,,mothamotshwaetso,,,,bokalotekanyophetetšo,,boelotekanyophetetšo,,,tekanyo e tshwaetsang,,,phimo ya tshitzhili tsha dwadze,,,,,,mpimamurhi wo vanga ntluletavuvabyi,,,
dsac_pharm_sec_00343,inflammation,,,inflammasie,ontsteking,,,,,ukukrala,,,,kuvuvuka,kudvumba,,,umqubukofutha,,,thurugo,,,,tšhatšhamelothurugo,,,,,borurusi,,,nzwimbo,,,,,,mpfimbo,ndzhumbelo,,
dsac_pharm_sec_00344,inhalation therapy,,,inasemterapie,inhalasieterapie,,,,,unyango ngokurhogela,,,,kwelapha ngekuhosha,kwelapha ngekuhogela,,,ukwelatjhwa ngokukhokha,ukwelatjhwa ngokurhogela,,kalafokhemo,,,,kalafokhemo,,,,,kalafo ka ho hema ka dikgase,phekolo ka ho hema ka dikgase,,dzilafho nga u fembedzela,,,,,,ntshungulo hi mphungula,ntshungulo hi ku orhela,,
dsac_pharm_sec_00345,inhalator,inhaler,,inhaleerder,inhalator,verstuiwer,,,,isirhogelisi,,,,sihoshisi,sihogelisi,,,isikhokhisi,isirhogelisi,,sehemisi,,,,sehemiši,,,,,sehemisi,,,tshifemisi,,,,,,xidzahisi,,,
dsac_pharm_sec_00346,initial dose,loading dose,,ladingsdosis,aanvangsdosis,,,,,umlinganiselo wokuqalisa unyango,umlinganiselo wokulinga unyango,,,silinganisomutsi sekucala,umtsamomutsi wekucala,,,isilinganiso sokuthoma,,,mothamo wa ntlha,tekanyetsamolemo sa ntlha,,,tekanyohlaretheo,,,,,tekanyo e qalang,tekanyo ya mantlha,,phimo ya u ranga ya mushonga,,,,,,mpimamurhi wa xidzi,mpimamurhi wa masungulo,,
dsac_pharm_sec_00347,injectable medicine,,,inspuitbare medisyne,inspuitmedisyne,,,,,iyeza elitofwayo,,,,umutsi wekujova,,,,isihlahla sokujova,isihlahla soku-enda,,molemotlhabo,setlharetlhabo,,,dihlarehlabelego,,,,,moriana o hlajwang,,,mushonga wa u ṱhavheliwa,,,,,,murhintlhavelo,,,
dsac_pharm_sec_00348,injection {process or act},,,inspuiting,,,,,,ukutofa,ukuhlabela inaliti,,,kujova,,,,ukujova,uku-enda,,tlhabo,,,,tlhabelo,,,,,ho hlaba,,,u ṱhavhela,,,,,,ntlhavelo,,,
dsac_pharm_sec_00349,innocuous <adj.> {e.g. medicine},harmless,,onskadelik,,,,,,-ngenabungozi,-ngalimaziyo,,,-ngenabungoti,-phephile,,,-nganangozi,-phephileko,,-sengkotsi,-phepa,,,-se nago kotsi,,,,,-bolokehileng,-seng kotsi,,sa vha khombo,tshayakhombo,,,,,-nkakhombo,-nkanghozi,,
dsac_pharm_sec_00350,in-patient care,,,binnepasiëntversorging,binnepasiëntsorg,hospitaalpasiëntversorging,hospitaalpasiëntsorg,,,ukunyangelwa esibhedlele,,,,kulashelwa esibhedlela,,,,ukwelatjhelwa esibhedlela,,,kalafelokokelong,,,,kalafelobookelong,,,,,tlhokomelo ya mokudi ya robaditsweng sepetlele,,,ndondolo ya mulwadze vhuongeloni,ndondolo ya mulwadze o valelwaho,,,,,vuongori bya muvabyilatiwa,vutshunguri bya muvabyilatiwa,nhlayiso wa muvabyilatiwa,
dsac_pharm_sec_00351,insomnia,,,slaaploosheid,slapeloosheid,insomnie,,,,ukuphuthelwa,,,,sifo sekungehlelwa butfongo,,,,ukuphilelwa,ukuhlubayela,,tlhobaelo,,,,bolwetšitlhobaelo,,,,,tlhobaelo,,,vhushayakhofhe,,,,,,nkelunkelu,,,
dsac_pharm_sec_00352,insulin,,,insulien,insuline,,,,,i-insulini,,,,i-insulini,,,,i-insulini,,,insulini,,,,insuline,,,,,insulini,,,insulini,,,,,,insulini,,,
dsac_pharm_sec_00353,integral dose {radiation},,,totale dosis,volledige dosis,,,,,umlinganiselotshiso lomhlaza,,,,silinganisomutsi lesidzingekako,umtsamomutsi lodzingekako,,,isilinganiso esifunekako,isilinganiso esibekiweko,,mothamogotlhe,,,,tekanyohlaremokaphišo,,,,,tekanyo ya radieishene,,,phimondinganelo kha zwa radioḽodzhi,,,,,,mpimamatimba wa murhintsongiwo,mpimantamu wa murhintswongiwo,,
dsac_pharm_sec_00354,integrated care,,,geïntegreerde sorg,geïntegreerde versorging,,,,,indibanisela yonyango,,,,kwelapha lokuyinhlanganisela,,,,itjhejo lezokwelapha elihlanganyelweko,,,kalafi e e lomaganeng,kalafil e e lotagantsweng,,,kalafokopanetšwego,,kalafotsenelelano,,,kalafo e kopanetsweng,phekolo e kopanetsweng,,ndondoloṱhanganelwa,,,,,,vuongorinhlanganelo,vutshungurinhlanganelo,nhlayisonhlanganelo,
dsac_pharm_sec_00355,intensive care unit,critical care unit,,intensiewesorgeenheid,ISE,,,,,icandelo labakwimo emandundu,icandelo labakwimo exhalabisayo,,,ligumbi lalabagula kakhulu,,,,iwodi yabagula khulu,ikumba yabagula khulu,,lekala la kalafitsenelelo,yuniti ya kalafotsenelelo,,,yunitikalafotsenelelo,,,,,setsi sa ba kulang haholo,,,yuniti ya ndondolo ya shishi,,,,,,yunitiphulaniphulani,,,
dsac_pharm_sec_00356,intermediate <n.> {drug manufacturing},,,tussenproduk,tussenstof,,,,,isithungelanisimveliso,,,,umkhicito longakapheleli,umkhicito longakaloyeli,,,isigaba esiphakathi sokukhiqiza,,,seregare,,,,khemikhalegarehlare,,,,,sehlahiswa se bohareng,,,thimbwanakati kha mveledziso ya mushonga,,,,,,vumakixikarhi,,,
dsac_pharm_sec_00357,intestinal infection,enteric infection,,intestinale infeksie,derminfeksie,ingewandsinfeksie,,,,usuleleko emathunjini,,,,kungenwa sifo sematfumbu,,,,ukusuleleka ngemathunjini,ukutshwayeleka ngemathunjini,,tshwaetsegomaleng,,,,phetetšomaleng,,tshwaetšomaleng,,,tshwaetso ka maleng,,,u rithea dangani,vhulwadze ha malani,,,,,ntlulelovuvabyi emarhumbyini,,,
dsac_pharm_sec_00358,intradermal <adj.> {e.g. an injection},,,intradermaal,binnehuids,intradermies,,,,-tofa esikhumbeni,-hlaba inaliti esikhumbeni,,,-ngekhatsi esikhunjeni,,,,-ngesikhunjeni,,,-gare ga llagatlalo,,,,-gare ga dillaga tša letlalo,,,,,-ka letlalong,,,lukandani,,,,,,-ndzeni ka nhlonge,,,
dsac_pharm_sec_00359,intramuscular <adj.>,,,binnespiers,intramuskulêr,,,,,-tofa esihlunwini,-hlaba inaliti esihlunwini,,,-ngekhatsi emisipheni,,,,-emisipheni,-emisitjheni,,-gare ga mesifa,,,,-gare ga mešifa,,-gare ga digoba,,,-ka mosifeng,,,misiphani,,,,,,-ndzeni ka mpfimbi,,,
dsac_pharm_sec_00360,intravenous <adj.> {an injection},,,binneaars,intraveneus,,,,,-tofa emthanjeni,-hlaba inaliti emthanjeni,,,-ngekhatsi emitsanjeni,,,,-ngemthanjeni,,,-garemeselomadi,,,,-gare ga ditšhika madi,,,,,-ka mothapong,-ka hara veine,,tsingani,,,,,,-ndzeni ka nsiha,,,
dsac_pharm_sec_00361,in vitro fertilisation,test-tube conception,IVF,in vitro-bevrugting,proefbuisbevrugting,,,,,ukuchumisela ngaphandle kwesibeleko,,,,kumitsisela eshubhini,,,,ukumithisela ngetjhubhini,,,kimisetsontle,,,,kimontlepopelo,,,,,kemolo e kantle ho popelo,,,u kolisa nga nnḓa ha mbumbelo,,,,,,nyimbisaxilaboratari,mithiselo ehandle ka xivelekelo,,
dsac_pharm_sec_00362,in vivo <adj.> {in a living organism},,,in vivo,,,,,,-ngaphakathi kokuphilayo,,,,-ngekhatsi kulokuphilako,,,,-ngakokuphilako,-ngaphakathi kokuphilako,,-tekelelotsheding,,,,-mmeleng,,,,,-ka mmeleng,,,ḽiedza kha zwi no tshila,,,,,,-exihanywini,,,
dsac_pharm_sec_00363,iron {nutrition},Fe,,yster,,,,,,iayoni,,,,i-ayoni,,,,i-ayoni,,,ayone,,,,ayone,,,,,ayone,,,ayoni,,,,,,ayoni,,,
dsac_pharm_sec_00364,irritable bowel syndrome,IBS,,prikkelbaredermsindroom,PDS,,,,,isigulo sokukhathaza kwesisu,i-IBS,,,mahlalakhona wesisu,sisuncelencele,,,ihlanganisela yamatshwayosifo wamathumbu,,,segopalwetseteng,,,,bolwetšitshwenyomala,,,,,sintromo ya tshitiso ka maleng,,,sinḓoromu i vhaisaho malani,sinḓoromu i vhaisaho dangani,,,,,ntlawa wa swikombetamavabyi swa le ndzeni,,,
dsac_pharm_sec_00365,ketone,,,ketoon,,,,,,ikhithoni,,,,ikhethoni,ihomoni leyakheka uma kushoda i-insulini,,,ikhithoni,,,khetone,,,,khethoune,,,,,khithoune,,,kithoni,,,,,,khithoni,,,
dsac_pharm_sec_00366,ketosis,,,ketose,,,,,,ikhithosisi,,,,ikhethosisi,kwakheka kwekhethoni uma kushoda iglukhosi,,,ikhithosisi,,,khethosisi,,,,khethosisi,,,,,khethosisi,,,kethosisi,,,,,,khithosisi,,,
dsac_pharm_sec_00367,kidney,,,nier,,,,,,intso,,,,inso,,,,iso,,,philo,,,,pshio,,,,,phio,,,tswio,,,,,,yinsu,,,
dsac_pharm_sec_00368,kidney stone,,,niersteen,,,,,,ilitye elisezintsweni,,,,litje lenso,,,,ilitjana leso,,,letlapanaphilo,,,,leswikanapshio,,,,,lejwana la phio,,,thombwana kha tswio,,,,,,ribyeyinswini,,,
dsac_pharm_sec_00369,kidney transplant,,,nieroorplanting,,,,,,ufakelontso,,,,kufakelwa inso,,,,ukufakelwa iso,,,jalelelophilo,,,,pšalollopshio,,,,,ho kenngwa phio,,,vhudzheniswatswio,,,,,,nsimulansimeko wa yinsu,,,
dsac_pharm_sec_00370,labile <adj.> {chemistry},,,labiel,onstabiel,,,,,-buthathaka kwimo engeyoyayo,-ntengentenge,-alana nemo engeyoyayo,,-ngasimami,-ngahlaliseki,,,-ngakanzinzi,,,-fetofetogang,,,,-fetofetogago,,,,,-fetofetohang,,,shanduka ha khemikhala,,,,,,-cincaka hi ku olova,,,
dsac_pharm_sec_00371,lactic acid,,,melksuur,,,,,,isinkantsisi,ilakthikhi asidi,,,lokulatisako,i-esidi yemaphelekece,,,i-esidi yemisipha,,,esitilathiki,,,,esitilakithiki,,,,,esiti ya lakthiki,,,esidi ya ḽakithiki,dungi ya ḽakithiki,,,,,lakitikiasidi,,,
dsac_pharm_sec_00372,lactogen,,,laktogeen,,,,,,ilakthojini,,,,siphakatsisi,,,,isehlisibisi,ilakthojini,,sefetlhamašwi,lakhthojene,,,setšweletšamaswi,,lakhthotšene,,,lakthojene,,,homoni ya ṱhuṱhulamikando,ḽakithodzheni,,,,,xipfunetakendlamasi,lakithojeni,,
dsac_pharm_sec_00373,lactose,milk sugar,,laktose,melksuiker,,,,,iswekile yobisi,ilakthosi,,,ilakthosi,shukela welubisi,,,itjhukela yebisi,ilakthosi,,sukirimašwi,,,,swikirimaswing,,lakethose,lakethousu,,lakthouse,,,swigiri ya mafhi,ḽakithousu,,,,,chukelamasini,,,
dsac_pharm_sec_00374,lactose intolerance,,,laktose-intoleransie,laktoseonverdraagsaamheid,,,,,ukwaliwa lubisi,,,,kwaliwa ngushukela welubisi,kwaliwa yilakthosi,,,ukwaliwa yitjhukela yebisi,ukwaliwa yilakthosi,,kganosukirimašwi,,,,seilaswikirimaswi,,kganoswikirimaswi,,,ho hanwa ke lakthouse,,,u haniwa nga swigiri ya mafhi,u haniwa nga ḽakithodzheni,,,,,vualachukelamasini,,,
dsac_pharm_sec_00375,large simple trial,LST,,groot eenvoudige proef,,,,,,isampuli ebanzi yolingophando,isampuli enabileyo yophando,isampuli enkulu yophando,,lulingolunyango lolubanti,,,,ilingelelo elilula ngabanengi,,,tekelelo ya bontsi,,,,tekobathontšhi,,teko ya kgoparara,,,phuputsonolo ya bongata,,,ndingo yo leluwaho kha vhalwadze vhanzhi,,,,,,ndzingetoxitshungu wo olova,,,
dsac_pharm_sec_00376,larynx,,,larinks,strottehoof,,,,,ingqula,,,,ligilo,,,,igilo,,,kodukoma,menapekodu,,,kodu,,,,,kodu,,,gulokulo,,,,,,kholokholo,,,
dsac_pharm_sec_00377,latent heat,,,latente warmte,latente hitte,,,,,ubushushu obungatshintshiqondo,,,,kushisa lokwanele,kushisa lokudzingekile,,,umtjhiso orhwamukisako,,,mogotetlase,,,,phišoletšego,,,,,motjheso o sa fetoheng,,,mufhiso wo dzumbamaho,,,,,,rihisonkaswikombo,,,
dsac_pharm_sec_00378,latent period,incubation period,,latente periode,inkubasietydperk,,,,,ixesha lokufukama kwentsholongwane,,,,sikhatsi sekutifihla kwesifo,sikhatsi sekubhaca kwesifo,,,isikhathi sokuzifihla kwesifo,isikhathi sokuzifihla kobulwele,,pakakoatwatsi,,,,paka ya khukhušo ya bolwetši,,pakaletšegolwetši,pakakhutalwetši,,nako ya ho ipata ha tshwaetso,,,tshifhinga tsha musi vhulwadze vhu sa athu vhonala,tshifhinga tsha tshayatsumbadwadze,,,,,nkarhi wa nkaswikombeto,,,
dsac_pharm_sec_00379,laxative,laxant,,lakseermiddel,purgeermiddel,,,,,iyeza lokurhudisa,iyeza lokukhulula isisu,,,sihlambululisisu,sigijimisisisu,sishekisi,,isikhambisindeni,isigijimisindeni,,mothubiso,,,,setšhološi,,segofiši,,,sehlephisamala,,,tshirithadangani,tshishulusi,tshigubisi,,,,xichulukisi,xihlantswandzeni,xichunchandzeni,xihudisi {eswiharhini}
dsac_pharm_sec_00380,lead poisoning,,,loodvergiftiging,loodvergifting,,,,,ukutyhefwa yilothe,,,,kudla butsi bemthofu,,,,itjhefu yomthofi,,,tlholefatsothale,tlholefatsollota,,,mpholorodi,,,,,ho kudiswa ke loto,,,mulimo wa mutobvu,,,,,,nchefuhatoxikope,nchefuhatongwidi,nchefuhatomuthovhu,
dsac_pharm_sec_00381,lethal dose,fatal dose,,dodelike dosis,fatale dosis,letale dosis,,,,umlinganiselo onokubulala,,,,silinganisomutsi lesibulalako,umtsamomutsi lobulalako,,,isilinganiso esibulalako,,,mothamo o o bolayang,tekanyetsamolemo se se bolayang,,,tekanyohlarekotsikotsi,,,,,tekanyo e ka bolayang,,,phimotshifu ya mushonga,,,,,,mpimamurhi lowu dlayaka,,,
dsac_pharm_sec_00382,leukaemia <Great Britain>,leukemia,,leukemie,bloedkanker,,,,,umhlaza wegazi,ilukhimiya,,,umhlata wengati,umdlavuta wengati,ilukhemiya,,ikankere yeengazi,ilukhimiya,,kankeremadi,lukemia,,,kankeremadi,,lukhemia,,,mofetshe wa madi,kankere ya madi,lukhemia,ṱhahala ya malofha,ḽukhemia,khentsa ya malofha,khentsa ya malofha,,,mfukuzani ya ngati,mfukuzana ya mongo,lukhimiya,
dsac_pharm_sec_00383,ligand,,,ligand,,,,,,iligandi,,,,iligendi,,,,iligendi,,,sekgomarelakamogedi,linkente,,,sekgomarelafihlišamolaetša,,sekgomarelaseišamolaetša,,,laekente,,,tshinambatedzi tsha phurotheini,,,,,,xidamarhelaphurotheni,,,
dsac_pharm_sec_00384,linctus,,,linktus,,,,,,iyeza lokhohlokhohlo olomileyo,ilinkthasi,,,umutsi wekukhwehlela,ilinkthasi,,,umhlobo wesihlahla sokukhohlela,ilinkthasi,,seokobatsakgotlholo,,,,linkithase,,,,,linkthase,,,mushonga wa u hoṱola,ḽinkithosu,,,,,murhi wa mukhuhlwanamikolo,,,
dsac_pharm_sec_00385,liver,,,lewer,,,,,,isibindi,,,,sibindzi,,,,isibindi,,,sebete,,,,sebete,,,,,sebete,,,tshivhindi,,,,,,xivindzi,,,
dsac_pharm_sec_00386,local anaesthesia <Great Britain>,local anesthesia,,plaaslike verdowing,,,,,,ukudoma indawo,,,,sidzambisimiva esitfweni lesitsite,,,,ukudambisa imizwa yesitho,,,kidibatsakarolwana,,,,seidibatšalefelwanammele,,,,,sethethefatsi sa karolwana ya mmele,,,tshidzidzivhadzitshapo,,,,,,xidzidzihataxirho,,,
dsac_pharm_sec_00387,long-term care,LTC,,langtermynversorging,langtermynsorg,,,,,ukongiwa kwexesha elide,,,,lwelapho lwesikhatsi lesidze,,,,itlhogomelo lesikhathi eside,itjhejo lesikhathi eside,,tlhokomelopakaleele,,,,tlhokomelonakotelele,,,,,tlhokomelo ya nako e telele,,,ṱhogomelo ya tshifhinga tshilapfu,,,,,,vuongori bya nkarhi wo leha,vutshunguri bya nkarhi wo leha,nhlayiso wa nkarhi wo leha,
dsac_pharm_sec_00388,lozenge,,,suigtablet,suigpil,,,,,ipilisi emuncwayo,ilozenji,,,simunyelwamphimbo,liphilisi lemphimbo,ilozenji,,ipilisi lomphimbo,iswidi lomphimbo,,selogetsamometso,,,,philisimonwa,,losentše,,,pidisi e momonwang,lozenje,,tshimuṋwa tshiṱuku tsha mukhuswane,,,,,,ximunyungelwa xa mikolo,,,
