id,eng__001,eng__002,eng__003,eng__004,eng__005,eng__006,eng__007,eng__008,Sesotho__-,Setswana__-,Syonym__-,Tshivenda__-,afr__001,afr__002,afr__003,afr__004,afr__005,afr__006,nde__001,nde__002,nde__003,nde__004,nso__001,nso__002,nso__003,nso__004,nso__005,nso__006,nso__007,nso__008,sot__-,sot__001,sot__002,sot__003,sot__004,sot__005,sot__006,sot__007,ssw__001,ssw__002,ssw__003,ssw__004,ssw__005,tsn__001,tsn__002,tsn__003,tsn__004,tsn__005,tsn__006,tso__001,tso__002,tso__003,tso__004,tso__005,tso__006,tso__007,ven__001,ven__002,ven__003,ven__004,ven__005,ven__006,ven__007,ven__008,ven__009,xho__001,xho__002,xho__003,xho__004,xho__005,xho__006,xho__007,xho__008,zul__001,zul__002,zul__003,zul__004,zul__005
dsac_lif_00062,athletics,,,,,,,,,,,,atletiek,,,,,,umdlalo wama-atletiki,,,,diatleletiki,,,,,,,,,diatleletike,,,,,,,umdlalo wema-atletiki,,,,,diatleletiki,,,,,,swipotso,,,,,,,zwipotso,mitambo,,,,,,,,ukhuphiswano kwezemidlalo,iiathlethikhi,,,,,,,imidlalomqhudelwano,,,,
dsac_lif_00063,atonement,,,,,,,,,,,,boetedoening,versoening,,,,,ihlawulelo,ibuyelano,,,poelanyo,,,,,,,,,poelano,,,,,,,kubuyisana,,,,,poelano,tlolagano,,,,,ndzivalelo,,,,,,,vhupfumedzanyi,,,,,,,,,ucamagushelo,intlawulelo,,,,,,,ukuhlawulelwa,,,,
dsac_lif_00064,attitude,,,,,,,,,,,,houding,gesindheid,,,,,ukuziphatha,,,,maitshwaro,,,,,,,,,boitshwaro,,,,,,,simongcondvo,,,,,mokgwa,,,,,,matikhomelo,,,,,,,vhuḓifari,,,,,,,,,isimo-ngqondo,,,,,,,,umqondosimo,,,,
dsac_lif_00065,attraction,,,,,,,,,,,,aantreklikheid,aantrekkingskrag,,,,,isiganukeji,isilangazelelisi,,,kgoketšo,,,,,,,,,kgohedi,,,,,,,kudvonsa,kukhanga,kuheha,,,kgogedi,,,,,,vukokamahlo,vukokarinoko,,,,,,vhukungi,,,,,,,,,umtsalane,umbizelane,umbizane,,,,,,uheho,,,,
dsac_lif_00066,attractive,,,,,,,,,,,,aantreklik,,,,,,-langazelelisako,-karisako,-ganukejako,,kgahlišago,bogegago,,,,,,,,-hohelang,,,,,,,-khangako,-hehako,-dvonsako,,,bogega,kgatlhisa,,,,,-koka mahlo,-koka rinoko,,,,,,-kungaho,,,,,,,,,-nomtsalane,-nombizelane,-nombizane,,,,,,okuhehayo,okukhangayo,,,
dsac_lif_00067,autograph,,,,,,,,,,,,handtekening,outograaf,,,,,umtlikitlo womuntu odumileko,i-othografi,,,othokrafo,,,,,,,,,othokrafo,,,,,,,lusayinosikhumbuto,i-othografu,,,,tshaenomotumi,othokerafo,,,,,othogirafu,,,,,,,othogirafu,tsaino nga muḓivhalea,,,,,,,,utyikityo lonendumasi,iothografu,,,,,,,umcikico kasaziwayo,,,,
dsac_lif_00068,award <n.>,,,,,,,,,,,,toekenning,prys,,,,,unongorwana,,,,sefoka,,,,,,,,,kgau,,,,,,,umhlomelo,,,,,kabo,,,,,,sagwadi,,,,,,,pfufho,,,,,,,,,imbasa,,,,,,,,umklomelo,,,,
dsac_lif_00069,aware,,,,,,,,,,,,bewus,ingelig,,,,,-limukako,-lemukako,,,-lemoga,,,,,,,,,-lemoha,,,,,,,-ati,,,,,itse,,,,,,-tiva,,,,,,,ḓivha,,,,,,,,,ukwazi,,,,,,,,ukwazi,,,,
dsac_lif_00070,babysitter,,,,,,,,,,,,baba-oppasser,kinderoppasser,,,,,imbelesi,,,,mohlokomedi wa ngwana,moledi,,,,,,,,mohlokomedi wa ngwana,,,,,,,umzanyana,,,,,mmelegi,,,,,,muhlayisan'wana,muhlayisan'wana,,,,,,tshixele,muleli,,,,,,,,impelesi,,,,,,,,umzanyana,,,,
dsac_lif_00071,background {setting},,,,,,,,,,,,agtergrond,,,,,,ingemuva lesiteji,,,,tikologo,,,,,,,,,boitshetleho,tikoloho,,,,,,sendlalelo,limuva,,,,lemorago,maitshetlego,,,,,vuyimelo,,,,,,,nga murahu,,,,,,,,,isakhelo,,,,,,,,ingemuva,,,,
dsac_lif_00072,backstab <v.> <figurative meaning>,to stab in the back,,,,,,,,,,,in die rug steek,,,,,,-dla iinthende,,,,-eka,,,,,,,,,-eka,,,,,,,dla titsendze,bunyoka,,,,seba,senyaleina,,,,,ku xenga,,,,,,,-mmona,-kanda zwirethe,,,,,,,,ukudla izithende,ukungcatsha,,,,,,,ubunyoka,ubuxoki,,,
dsac_lif_00073,backstroke {swimming},,,,,,,,,,,,rugslag,,,,,,ukududa ngomhlana,ukuthaya ngomhlana,,,go rutha ka mokokotlo,,,,,,,,,ho sesa ka sanketse,,,,,,,kuntjuza ngemhlane,,,,,sememimokwatla,,,,,,xigagaga,,,,,,,tshanngege,,,,,,,,,ukudada ngomhlana,,,,,,,,ukubhukuda ngomhlane,,,,
dsac_lif_00074,bad choice,,,,,,,,,,,,swak keuse,slegte keuse,,,,,ukubhalelwa kukhetha,,,,kgethompe,,,,,,,,,kgetho e mpe,,,,,,,kukhetsa kabi,sincumo lesibi,,,,tlhophompe,,,,,,nhlawulo wo hoxeka,,,,,,,khetho mmbi,,,,,,,,,ukungakwazi ukukhetha,,,,,,,,ukukhetha kabi,,,,
dsac_lif_00075,bake,,,,,,,,,,,,bak,,,,,,-bhaga,,,,-paka,,,,,,,,,-baka,,,,,,,bhaka,,,,,besa,baka,,,,,baka,,,,,,,baka,baga,,,,,,,,ukubhaka,ukosa,,,,,,,ukubhaka,,,,
dsac_lif_00076,balanced diet,,,,,,,,,,,,gebalanseerde dieet,,,,,,umudlokhetho olingeneko,ukudla okunepilo,ukudla okupheleleko,,dijotekanywa,sejotekanywa,,,,,,,,phepo e enneng,,,,,,,kudla lokumasekomatsatfu,kudla lokunemphilo,kudla lokunemsoco,,,dijotekanngwa,,,,,,swakudya swo ringanela,,,,,,,nndyondinganywa,zwiḽiwandinganywa,,,,,,,,ukutya okunezondlo,,,,,,,,uhlelokudla olufanele,,,,
dsac_lif_00077,ban <v.>,,,,,,,,,,,,verbied,,,,,,-alela,-vala,-khawulisa,,-iletša,,,,,,,,,-thibela,,,,,,,vimbela,vala,,,,kganela,,,,,,yirisa,tshimbisa,,,,,,iledza,,,,,,,,,valwa,thintela,,,,,,,ukumisa,ukuvala,,,
dsac_lif_00078,ban <n.>,,,,,,,,,,,,verbod,,,,,,isalelo,isikhawuliso,ukuvala,,kiletšo,,,,,,,,,thibelo,,,,,,,kuvimbela,kuvala,,,,kganelo,,,,,,yiriso,ntshimbiso,,,,,,nyiledzo,,,,,,,,,uvalo,uthintelo,,,,,,,ukumisa,ukuvala,,,
dsac_lif_00079,banana,,,,,,,,,,,,piesang,,,,,,ibhanana,,,,panana,,,,,,,,,panana,,,,,,,bhanana,,,,,panana,,,,,,banana,,,,,,,muomva,,,,,,,,,ibhanana,,,,,,,,ubhanana,,,,
dsac_lif_00080,Bapedi,,,,,,,,,,,,Pedi,,,,,,amaPedi,,,,Bapedi,,,,,,,,,Bapedi,,,,,,,Bapedi,,,,,Bapedi,,,,,,Vapedi,,,,,,,Vhapedi,,,,,,,,,amaPedi,,,,,,,,amaPedi,,,,
dsac_lif_00081,barbed wire,,,,,,,,,,,,doringdraad,hakiesdraad,,,,,idradaemsubela,idradaehlabako,,,teratayameetlwa,,,,,,,,,terataemeutlwa,,,,,,,daladilohlabako,,,,,teratamebitlwa,,,,,,daratayamitwa,,,,,,,ḓaraṱayamipfa,,,,,,,,,ucingoluhlabayo,,,,,,,,ucingolunameva,ucingoluhlabayo,,,
dsac_lif_00082,bar mitzvah,,,,,,,,,,,,barmitswa,,,,,,i-bar mitzvah,,,,bar mitzvah,moletlowa bašemane ba Majuda wa kamogelobogolong,,,,,,,,bar mitzvah,,,,,,,i-bar mitzvah,,,,,bar mitzvah,,,,,,bar mitzvah,,,,,,,bar mitzvah,,,,,,,,,ibar mitzvah,isithethe samaJuda sokudlulisela umntwana oyindodana ebuntwini obudala,,,,,,,ibhamitsva,,,,
dsac_lif_00083,baseball,,,,,,,,,,,,bofbal,,,,,,ibheyizibholo,,,,peisepolo,,,,,,,,,beisebolo,,,,,,,ibheysibhola,,,,,bolokhutlwana,,,,,,beyisibolo,,,,,,,beisibola,,,,,,,,,ibheyisibholi,,,,,,,,ibheysbholi,,,,
dsac_lif_00084,basketball,,,,,,,,,,,,basketbal,,,,,,ibhasketibholo,,,,paseketepolo,,,,,,,,,baseketebolo,,,,,,,ibhaskidibhola,,,,,bolotlatlana,kgweletlatlana,,,,,basiketebolo,,,,,,,basiketbola,,,,,,,,,ibhaskethibholi,,,,,,,,ibhaskethibholi,,,,
dsac_lif_00085,Basotho <also Basuto>,,,,,,,,,,,,Basoeto,Sotho,,,,,abeSuthu,,,,Basotho,,,,,,,,,Basotho,,,,,,,Besutfu,,,,,Basotho,,,,,,Vasuthu,,,,,,,Vhasuthu,,,,,,,,,abeSuthu,,,,,,,,abeSuthu,,,,
dsac_lif_00086,bathroom,,,,,,,,,,,,badkamer,,,,,,ubuhlambelo,indlu yokuhlambela,,,phapošibohlapelo,,,,,,,,,phaposi ya ho itlhatswa,batekamore,,,,,,intjintjawozi,ligumbilekugezela,,,,phapositlhapelo,,,,,,kamara ro hlambela,,,,,,,lufhera lwa u ṱambela,,,,,,,,,igumbi lokuhlambela,,,,,,,,igumbi lokugezela,,,,
dsac_lif_00087,batsman {cricket},,,,,,,,,,,,kolwer,,,,,,umduli,,,,mmethi papading ya khirikhete,,,,,,,,,ramolangwana,,,,,,,umshayibhola,,,,,mmetsakgwele,mmeti,,,,,mubeti,,,,,,,mubethi,,,,,,,,,umqhokri,,,,,,,,umbhethi,umshayibhola,,,
dsac_lif_00088,Batswana,,,,,,,,,,,,Batswana,,,,,,abeTswana,,,,Batswana,,,,,,,,,Batswana,,,,,,,Betswana,,,,,Batswana,,,,,,Vatswana,,,,,,,Vhatswana,,,,,,,,,abeTswana,,,,,,,,abeTswana,,,,
dsac_lif_00089,beadwork {craft},,,,,,,,,,,,kralewerk,kralekuns,,,,,ukuphothela,,,,mologo wa dipheta,,,,,,,,,ho loha sefaha,,,,,,,umsebenti webuhlalu,,,,,togodibaga,,,,,,vuhulelovuhlalu,,,,,,,vhulunzhedzavhulungu,,,,,,,,,ukuhlohla iintsimbi,,,,,,,,ubucikobuhlalu,,,,
dsac_lif_00090,bearer,,,,,,,,,,,,toonder,,,,,,umninimbadalo,umnikazimbadalo,,,moišatšhupatefelo,,,,,,,,,motshwari,,,,,,,umphatsincwadzi,,,,,motsholatopotuelo,,,,,,mukhomi,,,,,,,mufari,,,,,,,,,umnini,umxhamli,,,,,,,umphathi wephephamali,umkheshisi,,,
dsac_lif_00091,behaviour {Great Britain},behavior {United States},,,,,,,,,,,gedrag,optrede,,,,,ukuziphatha,,,,maitshwaro,,,,,,,,,boitshwaro,,,,,,,indlelakutiphatsa,,,,,boitshwaro,,,,,,matikhomelo,,,,,,,vhuḓifari,,,,,,,,,ukuziphatha,umkhwa,,,,,,,ukuziphatha,,,,
dsac_lif_00092,belief {certainty},,,,,,,,,,,,oortuiging,beskouing,geloof,,,,ikolelo,,,,tumelo,,,,,,,,,tumelo,,,,,,,inkholelo,,,,,tumelo,,,,,,ripfumelo,,,,,,,lutendo,,,,,,,,,inkolelo,,,,,,,,inkolelo,,,,
dsac_lif_00093,believer,,,,,,,,,,,,gelowige,oortuigde,,,,,ikholwa,,,,modumedi,,,,,,,,,modumedi,,,,,,,likholwa,,,,,modumedi,,,,,,mupfumeri,,,,,,,mutendi,,,,,,,,,ikholwa,,,,,,,,ikholwa,,,,
dsac_lif_00094,betray,,,,,,,,,,,,verraai,,,,,,-khaphela,-thengisa,,,-eka,,,,,,,,,-eka,,,,,,,hlakata,mpimpa,tsengisa,,,eka,,,,,,xenga,,,,,,,fheṱa,,,,,,,,,ngcatsha,,,,,,,,ukukhaphela,,,,
dsac_lif_00095,betrayal,,,,,,,,,,,,verraad,,,,,,ukukhaphela,ukuthengisa,,,keko,,,,,,,,,keko,,,,,,,kutsengisa,kumpimpa,kuhlakata,,,keko,thaelo,kaketso,kako,,,vuxengi,,,,,,,vhufheṱi,,,,,,,,,ukungcatsha,,,,,,,,ukukhaphela,,,,
dsac_lif_00096,birth certificate,,,,,,,,,,,,geboortesertifikaat,,,,,,isitifikeyiti samabeletho,isitifiketi samabeletho,,,sethifikheiti sa matswalo,,,,,,,,,lengolo la tlhaho,,,,,,,sitifiketikutalwa,,,,,setifikeititsalo,,,,,,xitifikheti xo velekiwa,,,,,,,ṱhanziela ya mabebo,,,,,,,,,isiqinisekiso sokuzalwa,isatifiketi sokuzalwa,,,,,,,isitifiketi sokuzalwa,,,,
dsac_lif_00097,birthday,,,,,,,,,,,,verjaarsdag,verjaardag,geboortedag,,,,ilanga lokubelethwa,ilanga lamabeletho,,,letšatši la matswalo,,,,,,,,,letsatsi la tswalo,,,,,,,lilangakutalwa,,,,,letsatsitsalo,,,,,,siku ro velekiwa,,,,,,,ḓuvha ḽa mabebo,,,,,,,,,umhla wokuzalwa,,,,,,,,usuku lokuzalwa,,,,
dsac_lif_00098,bitter <adj.>,,,,,,,,,,,,bitter,verbitterd,,,,,-munyu,,,,-tenegago,,,,,,,,,-kgena,,,,,,,-tfukutsele,-munyu,,,,kgopisegile,,,,,,hlundzuka,,,,,,,bilufhala,dinalea,,,,,,,,krakra ngokwasemphefumlweni,,,,,,,,ubuhlungu,ukuphatheka kabi,,,
dsac_lif_00099,blood pressure,,,,,,,,,,,,bloeddruk,,,,,,umfutho weengazi,,,,kgatelelo ya madi,,,,,,,,,kgatello ya madi,,,,,,,umfutfongati,,,,,kgatelelomadi,,,,,,ntshikelelo wa ngati,,,,,,,mutsiko wa malofha,,,,,,,,,uxinzelelo lwegazi,,,,,,,,umfutho wegazi,,,,
dsac_lif_00100,blue crane,,,,,,,,,,,,bloukraanvoël,,,,,,umrhululu,,,,mogolodi,,,,,,,,,moholodi,,,,,,,indvwe,incecelegu,,,,mogolodi,,,,,,ncololwani,,,,,,,bḽuukhireini,,,,,,,,,indwe,,,,,,,,indwa,,,,
dsac_lif_00101,board game,,,,,,,,,,,,bordspeletjie,bordspel,,,,,umdlalo webhodi,,,,papadi ya poto,,,,,,,,,papadi ya boto,,,,,,,umdlalo webhodi,,,,,motshameko wa boto,,,,,,ntlangu wa le ebodweni,,,,,,,mutambo wa kha bodo,,,,,,,,,umdlalo webhodi,,,,,,,,umdlalo woqwembe,,,,
dsac_lif_00102,body language {form of communication},,,,,,,,,,,,lyftaal,liggaamstaal,,,,,ikulumomzimba,ikulumobuthule,ithintanobuthule,,polelo ka tirišo ya dika tša mmele,,,,,,,,,puo ya mmele,,,,,,,inkhulumomtimba,lulwimimtimba,,,,puo ka tirisommele,,,,,,ririmi ra miri,,,,,,,luambo nga muvhili,,,,,,,,,unxibelelwano ngamalungu omzimba,,,,,,,,inkulumobuthule,,,,
dsac_lif_00103,bones {musical instrument},,,,,,,,,,,,bene,,,,,,amathambo wokuwahla,amafahlawana,,,seletšwa sa marapo,,,,,,,,,seletswa sa masapo,,,,,,,ematsambo,,,,,seletswamarapo,seletswa,,,,,swichayachayana swo bananisiwa,swichayachayana swa marhambu,,,,,,lulimi,,,,,,,,,amathambo,,,,,,,,ukhehlegume,,,,
dsac_lif_00104,boring <adj.>,,,,,,,,,,,,vervelig,vervelend,,,,,-dondisako,-vilaphisako,,,-se kgahliše,-leša bodututu,,,,,,,,-tenang,,,,,,,-vilaphisako,,,,,-ngena,-tswafisa,,,,,-nga tsakisiki,-phira,,,,,,-sa nyanyula,,,,,,,,,-kruqulayo,-dikayo,-dinayo,,,,,,okucobayo,,,,
dsac_lif_00105,bowl {cricket},,,,,,,,,,,,boul,,,,,,-jikijela ibholo,-bhowula,,,-paola,,,,,,,,,-tjekeletsa,,,,,,,phosa ibhola,bhowula,,,,baola,,,,,,hoxa,,,,,,,bauḽa,posa,,,,,,,,ukubhowula,ukugibisela,,,,,,,ukushwiba,,,,
dsac_lif_00106,bra,brassiere,,,,,,,,,,,bra,brassière,buustelyfie,,,,ibhodi,,,,poti,,,,,,,,,bodisi,,,,,,,ibhodi,,,,,setshwaramabele,bodisi,,,,,bodi,,,,,,,bodi,,,,,,,,,ibhodi,,,,,,,,ubhodisi,,,,
dsac_lif_00107,brain,,,,,,,,,,,,brein,verstand,,,,,ubuchopho,,,,bjoko,,,,,,,,,boko,,,,,,,bucopho,,,,,boboko,,,,,,byongo,,,,,,,vhuluvhi,,,,,,,,,ubuchopho,,,,,,,,ubuchopho,,,,
dsac_lif_00108,brainstorm <v.>,,,,,,,,,,,,'n dinkskrum hou,,,,,,-vavanya,,,,-ala dikgopolo,,,,,,,,,-sekaseka mohopolo,-tshetshetha,,,,,,dzingidza,,,,,abelana dikakanyo,,,,,,kanerisana,nghayelo wa miehleketo,humesa mavonelo,,,,,ṱanganya muhumbulo,,,,,,,,,ukuphosa izimvo,ukunikeza izimvo,,,,,,,ukunkankanya,ukuqokelela umbono,,,
dsac_lif_00109,brain teaser,,,,,,,,,,,,kopkrapper,,,,,,isididangqondo,,,,tekatlhaloganyo,,,,,,,,,selotho,,,,,,,sididamcondvo,,,,,selekaboboko,,,,,,xitlhontlhamiehleketo,,,,,,,tshiṱuṱulamuhumbulo,,,,,,,,,uqashiqashi,urayi-rayi,,,,,,,isiphico,,,,
dsac_lif_00110,breakfast,,,,,,,,,,,,ontbyt,oggendete,brekfis,,,,ukudla kwekuseni,ukugoma kwekuseni,,,difihlolo,,,,,,,,,thahameso,,,,,,,kusukusula,kudla kwasekuseni,ibhlakufesi,,,sefitlholo,,,,,,xifihlulo,,,,,,,vhuragane,vhurangane,,,,,,,,isidlo sakusasa,ibrakfesi,,,,,,,isidlo sasekuseni,umvuka,,,
dsac_lif_00111,breaststroke {swimming},,,,,,,,,,,,borsslag,,,,,,ukududa ngesifuba,ukuthaya ngesifuba,,,go rutha ka sefega,go rutha ka lefahla,,,,,,,,ho sesa ka peta,,,,,,,kuntjuza ngesifuba,,,,,sememimafatlha,,,,,,ku ba mugadu,ku ba bomu,,,,,,u tala,,,,,,,,,ukudada ngesifuba,,,,,,,,ukubhukuda ngesifuba,,,,
dsac_lif_00112,cabin {house or shelter},,,,,,,,,,,,hut,,,,,,indlwana yeengodo,,,,mohlahlana,,,,,,,,,ntlo e nyane,khebine,,,,,,indlwana,,,,,ntlwana,,,,,,xiyindlwana xa mapulangi,,,,,,,kuḓwana,khebini,,,,,,,,indlwana,ihoki,ikhebhini,,,,,,indlwana yezingodo,,,,
dsac_lif_00113,cabin {ship},,,,,,,,,,,,kajuit,,,,,,ikhebhini,,,,kheipini,,,,,,,,,khebine,,,,,,,ligumbi,,,,,ntlwanakepe {sekepe},phaposikepe,,,,,khebini,,,,,,,khebini,,,,,,,,,igumbi enqanaweni,igumbi lokulala enqanaweni,,,,,,,igumbi emkhunjini,,,,
dsac_lif_00114,cafe,café,,,,,,,,,,,kafee,,,,,,ikhefi,,,,khefi,,,,,,,,,khefi,,,,,,,likhefi,,,,,khefi,lebenkele,,,,,khefi,,,,,,,khefi,,,,,,,,,ikhefi,,,,,,,,ithilomu,,,,
dsac_lif_00115,cake,,,,,,,,,,,,koek,,,,,,ikhekhe,,,,khekhe,,,,,,,,,kuku,,,,,,,likhekhe,,,,,kuku,,,,,,khekhe,,,,,,,khekhe,,,,,,,,,ikeyiki,,,,,,,,ikhekhe,,,,
dsac_lif_00116,caliper,,,,,,,,,,,,loopyster,,,,,,ihlaka,ikhalipha,isihlumelelisimathambo,,khalipha,,,,,,,,,khalipha,,,,,,,ikhalipha,,,,,khalipa,,,,,,khalipha,,,,,,,khaḽipha,,,,,,,,,isimilisi-thambo,,,,,,,,ikhalipha,,,,
dsac_lif_00117,caller {athletics},,,,,,,,,,,,afsitter,,,,,,umgijimisi,,,,mogoeletši,,,,,,,,,mohoeletsi,,,,,,,umlawuli,umkhomuzi,,,,mogoeletsi,,,,,,mutsutsumisi,,,,,,,mugidimisi,,,,,,,,,umbalekisi,,,,,,,,umqalisimjaho,,,,
dsac_lif_00118,canning,tinning,,,,,,,,,,,inmakery,inblikking,inlêery,,,,ukukhena,,,,betiela,khena,,,,,,,,ho khena,,,,,,,kukhena,,,,,khena,bolekisa,,,,,ku khena,,,,,,,vhushatela zwitzimbini,,,,,,,,,ukunkonkxa,,,,,,,,ukufakwa kokudla ethinini,,,,
dsac_lif_00119,canvas <n.>,,,,,,,,,,,,seil,seildoek,doek,,,,ikhanvasi,,,,seila,,,,,,,,,seile,,,,,,,liseyila,,,,,seile,,,,,,seyila,,,,,,,seila,,,,,,,,,iseyile,ikhanvasi,,,,,,,useyili,ikhanvasi,,,
dsac_lif_00120,caption,,,,,,,,,,,,byskrif,onderskrif,,,,,ihlathululosithombe,,,,hlogo,hlalošo,,,,,,,,tlhaloso,sehlooho,,,,,,sihlokwana,,,,,setlhogo,,,,,,nhlamuselontsongo ya xifaniso,,,,,,,ṱhalusatshifanyiso,,,,,,,,,inkcazelo ngomfanekiso,,,,,,,,isicaciso,,,,
dsac_lif_00121,capture <v.> {of people},,,,,,,,,,,,gevange neem,vang,,,,,-thumba,,,,-thopa,,,,,,,,,-hapa,,,,,,,tfumba,,,,,thopa,,,,,,khoma,,,,,,,dzhia nga khani,thuba,,,,,,,,thimba,,,,,,,,ukuthumba,ukubamba,,,
dsac_lif_00122,car accident,,,,,,,,,,,,motorongeluk,karongeluk,,,,,ingozi yekoloyi,ingozi yemodoro,ingozi yemodere,,kotsi ya koloi,kotsi ya mmotoro,,,,,,,,kotsi ya koloi,,,,,,,ingoti yemoto,,,,,kotsi ya koloi,kotsi ya sejanaga,,,,,nghozi ya movha,,,,,,,khombo ya goloi,,,,,,,,,ingozi yemoto,,,,,,,,ingozi yemoto,,,,
dsac_lif_00123,care <n.>,,,,,,,,,,,,sorg,versorging,,,,,ukutjheja,ukunakekela,ukutlhogomela,,tlhokomelo,,,,,,,,,tlhokomelo,,,,,,,kunakekela,,,,,tlhokomela,,,,,,nhlayiso,,,,,,,ndondolo,,,,,,,,,inkathalelo,,,,,,,,ukunakekela,,,,
dsac_lif_00124,career,,,,,,,,,,,,loopbaan,beroep,,,,,ibizelo,,,,mošomo,,,,,,,,,mosebetsi,,,,,,,umsebenti,,,,,boiphediso,,,,,,ntirho,,,,,,,buḓo,,,,,,,,,ikhondo,ikhono,,,,,,,umsebenzi,,,,
dsac_lif_00125,carefree <adj.>,,,,,,,,,,,,sorgvry,sorgeloos,onbesorg,,,,-nganasibopho,,,,-hloka šedi,,,,,,,,,-sebete,,,,,,,-khululekile,-ngabi nendzaba,,,,-kgathale,phuthulogile,,,,,-nga vileli,,,,,,,-sa londa,-sa vha na ndavha,-sa khathala,,,,,,,-ngazihluphi,-ngazidubi,,,,,,,ukungakhathali,,,,
dsac_lif_00126,carriage {horse cart},,,,,,,,,,,,koets,perdewa,,,,,ikarana,,,,kariki,,,,,,,,,kariki,lekharetjhe,,,,,,likalishi,,,,,kolotsana,kariki,,,,,xigolonyana,,,,,,,gariki,,,,,,,,,ikhareji,inqwelo,,,,,,,ikalishi,,,,
dsac_lif_00127,cart,,,,,,,,,,,,kar,perdekar,,,,,ikarana,,,,karikana,,,,,,,,,kariki,,,,,,,likalishi,,,,,kolotsana,kariki,,,,,kalichi,xikocikari,,,,,,tshikosikara,gariki,,,,,,,,igemfane,inqwelwana,,,,,,,ikalishi,,,,
dsac_lif_00128,cash,,,,,,,,,,,,kontant,,,,,,imali,,,,tšhelete,,,,,,,,,kontane,,,,,,,imali,ngukheshi,,,,madiseatleng,tšhelete,,,,,khexe,,,,,,,kheshe,,,,,,,,,imali,,,,,,,,imali,ukheshi,,,
dsac_lif_00129,cause,,,,,,,,,,,,oorsaak,,,,,,unobangela,isisusa,,,lebaka,,,,,,,,,sesosa,,,,,,,imbangela,sisusa,,,,sebako,,,,,,xivangelo,,,,,,,tshivhangi,tshiitisi,,,,,,,,isizathu,unobangela,,,,,,,imbangela,isisusa,,,
dsac_lif_00130,cave,,,,,,,,,,,,grot,,,,,,irholo,,,,lewa,,,,,,,,,lehaha,,,,,,,umhume,,,,,logaga,,,,,,bako,baku,,,,,,bako,,,,,,,,,umqolomba,,,,,,,,umgede,,,,
dsac_lif_00131,celebrate,,,,,,,,,,,,vier,,,,,,-gidinga,-thokozela,,,keteka,,,,,,,,,-keteka,,,,,,,bungata,gubha,,,,keteka,,,,,,tlangela,,,,,,,pembela,,,,,,,,,bhiyoza,,,,,,,,ukugubha,,,,
dsac_lif_00132,cellphone etiquette,,,,,,,,,,,,selfoonetiket,,,,,,ihlonipho yokukhuluma ngomaliledinini,ihlonipho yokukhuluma ngeselula,,,mokgwa wo mobotse wa go diriša selefoune,,,,,,,,,mokgwa wa tshebediso ya selefounu,,,,,,,kusebentisa makhalekhukhwini ngenhlonipho,,,,,mokgwamontletirisoselefounu,,,,,,matirhiselonene ya selefoni,,,,,,,kuambelekwae nga luṱingothendeleki,mikhwa ya kushumisele kwa luṱingokhwalwa,kuambelekwae nga luṱingokhwalwa,mikhwa ya kushumisele kwa luṱingothendeleki,,,,,,indlela efanelekileyo yokusebenzisa iselula,,,,,,,,ukusebenzisa umakhalekhukhwini ngenhlonipho,,,,
dsac_lif_00133,central business district,CBD,,,,,,,,,,,sentrale sakegebied,SSG,,,,,ikaba yedorobho,i-CBD,,,senthara ya dikgwebo bogareng bja toropo,,,,,,,,,setsi sa kgwebo,,,,,,,inkhaba yelidolobha,inhlitiyo yelidolobha,i-CBD,,,kgaolokgwebogareng,CBD,,,,,ndhawunkulu ya mabindzu,,,,,,,tshivhindini tsha ḓorobo,CBD,,,,,,,,umbindi-dolophu,i-CBD,,,,,,,inkaba yedolobha,i-CBD,,,
dsac_lif_00134,challenge <n.>,,,,,,,,,,,,uitdaging,,,,,,iselela,isitjhijilo,,,tlhotlo,,,,,,,,,phephetso,qholotso,,,,,,incabhayi,insayeya,,,,kgwetlho,,,,,,ntlhontlho,,,,,,,khaedu,,,,,,,,,umngeni,ingxaki,,,,,,,inselelo,,,,
dsac_lif_00135,character,,,,,,,,,,,,karakter,,,,,,umlingisi,,,,moanegwa,,,,,,,,,mophetwa,,,,,,,umdlali,umlingisi,,,,moanelwa,,,,,,ximunhuhatwa,,,,,,,mutambi,mubvumbedzwa,muanewa,,,,,,,umlinganiswa,umdlali,,,,,,,umlingiswa,,,,
dsac_lif_00136,Charter of Children's Rights,Children's Charter,,,,,,,,,,,Handves van Kinderregte,,,,,,umTlolo wamaLungelo wabaNtwana,,,,Tšhatha ya Ditokelo tša Bana,,,,,,,,,Tjhata ya Ditokelo tsa Bana,,,,,,,Umculu Wemalungelo Ebantfwana,,,,,Lokwalotlamo lwa Ditshwanelo tsa Bana,,,,,,Tsalwa ra Timfanelo ta Vana,,,,,,,Ḽiṅwalwa ḽa Pfanelo dza Vhana,,,,,,,,,uMqulu wamaLungelo aBantwana,,,,,,,,uMqulu Wamalungelo Ezingane,,,,
dsac_lif_00137,checklist,,,,,,,,,,,,kontrolelys,,,,,,irhelo lokuhlola,,,,lenaneotekodišo,,,,,,,,,lenanetekolo,,,,,,,luhlukuhlola,,,,,lenaanenetefatso,,,,,,nongonoko wo tikambisisa,,,,,,,mutevhe wa u ṱola,,,,,,,,,uluhlu loqinisekiso,uluhlu lokuhlola,,,,,,,ahlukuhlola,,,,
